,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-1.9006588490227385,0.06595303400396776,2.0,0.0,-1.947294686606771,1.0,-1.854023011438706,,,,
1,set1__Glucose carbon source (20mM),-2.1223190377576957,0.15870546418678436,2.0,2.0,-2.23454074769553,3.0,-2.010097327819862,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-1.5938846753345128,0.23430487286909388,2.0,4.0,-1.4282061108637245,5.0,-1.759563239805301,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-1.7727805307212392,0.14941710683447137,2.0,6.0,-1.8784343801891688,7.0,-1.6671266812533097,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-1.5373004737508866,0.7008765461164271,2.0,8.0,-1.041705915217355,9.0,-2.032895032284418,,,,
5,set5__D-Glucose carbon source,-1.9403537045824613,0.38402093962890105,2.0,10.0,-2.211897515111687,11.0,-1.6688098940532357,,,,
6,set5__Levulinic Acid carbon source,-0.04125838116992675,1.3235555497389782,4.0,12.0,1.2820844156085638,13.0,0.9112559601279392,14.0,-1.1195409314626308,15.0,-1.238832968953579
7,set5__Vanillin carbon source,-1.1593081081902166,0.08837674681852525,2.0,16.0,-1.0968163112156306,17.0,-1.2217999051648023,,,,
8,set5__p-Coumaric acid carbon source,-2.3061268587387884,0.28988951535435653,2.0,18.0,-2.511109700840736,19.0,-2.1011440166368414,,,,
9,set6__D-Glucose carbon source,-0.5790164672001773,,1.0,20.0,-0.5790164672001773,,,,,,
10,set6__Ferulic Acid carbon source,-1.1819996981721712,,1.0,21.0,-1.1819996981721712,,,,,,
11,set6__benzoic acid carbon source,-0.4958551974498541,,1.0,22.0,-0.4958551974498541,,,,,,
12,set6__Valerolactam carbon source,-1.004946087248246,,1.0,23.0,-1.004946087248246,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.5393343008566134,,1.0,24.0,-0.5393343008566134,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.5073766958014376,,1.0,25.0,0.5073766958014376,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-1.9153863385375,0.3173797143421666,2.0,26.0,-1.6909649903151047,30.0,-2.1398076867598954,,,,
16,set7__Valerolactam 10 mM carbon source,-1.27778401004487,,1.0,27.0,-1.27778401004487,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.2594293426646372,,1.0,28.0,-0.2594293426646372,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.442453712848773,0.3412260456798112,2.0,29.0,-0.2011704620311079,31.0,-0.6837369636664381,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.4772286303161012,,1.0,32.0,-0.4772286303161012,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.7818386293352942,,1.0,33.0,-0.7818386293352942,,,,,,
