,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.085,0.07636753236814714,2.0,0.0,-0.031,1.0,-0.139,,,,
1,set1__Glucose carbon source (20mM),-0.069,0.03252691193458118,2.0,2.0,-0.046,3.0,-0.092,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.04700000000000001,0.12727922061357855,2.0,4.0,0.043,5.0,-0.137,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.073,0.024041630560342614,2.0,6.0,-0.056,7.0,-0.09,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.028000000000000004,0.009899494936611667,2.0,8.0,-0.035,9.0,-0.021,,,,
5,set5__D-Glucose carbon source,0.0415,0.03464823227814083,2.0,10.0,0.017,11.0,0.066,,,,
6,set5__Levulinic Acid carbon source,0.019750000000000004,0.09932228685781791,4.0,12.0,0.133,13.0,-0.107,14.0,0.009,15.0,0.044
7,set5__Vanillin carbon source,-0.022500000000000003,0.11101576464628796,2.0,16.0,-0.101,17.0,0.056,,,,
8,set5__p-Coumaric acid carbon source,-0.0955,0.09545941546018392,2.0,18.0,-0.028,19.0,-0.163,,,,
9,set6__D-Glucose carbon source,-0.049,,1.0,20.0,-0.049,,,,,,
10,set6__Ferulic Acid carbon source,-0.011,,1.0,21.0,-0.011,,,,,,
11,set6__benzoic acid carbon source,0.14,,1.0,22.0,0.14,,,,,,
12,set6__Valerolactam carbon source,-0.018,,1.0,23.0,-0.018,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.081,,1.0,24.0,0.081,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.233,,1.0,25.0,-0.233,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.186,0.03818376618407356,2.0,26.0,-0.159,30.0,-0.213,,,,
16,set7__Valerolactam 10 mM carbon source,-0.285,,1.0,27.0,-0.285,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.136,,1.0,28.0,-0.136,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.0485,0.012020815280171309,2.0,29.0,-0.04,31.0,-0.057,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.011,,1.0,32.0,0.011,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.02,,1.0,33.0,0.02,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.205,,1.0,34.0,0.205,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.10500000000000001,0.008485281374238568,2.0,35.0,0.099,47.0,0.111,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.20450000000000002,0.010606601717798203,2.0,36.0,-0.212,49.0,-0.197,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.074,,1.0,37.0,-0.074,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.104,,1.0,38.0,-0.104,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.027,,1.0,39.0,0.027,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.058,,1.0,40.0,-0.058,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.1,,1.0,41.0,0.1,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.001,,1.0,42.0,-0.001,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.033,,1.0,43.0,0.033,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.166,,1.0,44.0,0.166,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.079,,1.0,45.0,-0.079,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.077,,1.0,46.0,-0.077,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.007,,1.0,48.0,-0.007,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.034,,1.0,50.0,0.034,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.034,,1.0,51.0,0.034,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.041,,1.0,52.0,0.041,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.049,,1.0,53.0,0.049,,,,,,
39,set10__L-Arginine carbon source,-0.002,,1.0,54.0,-0.002,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.031,,1.0,55.0,-0.031,,,,,,
41,set10__L-Histidine carbon source,-0.073,,1.0,56.0,-0.073,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.002,,1.0,57.0,0.002,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.085,,1.0,58.0,-0.085,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.011,,1.0,59.0,0.011,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.03,,1.0,60.0,-0.03,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.057,,1.0,61.0,-0.057,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.032,,1.0,62.0,0.032,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.033,,1.0,63.0,-0.033,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.153,,1.0,64.0,-0.153,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.143,,1.0,65.0,0.143,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.075,,1.0,66.0,-0.075,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.036,,1.0,67.0,-0.036,,,,,,
