,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-0.2007706674614037,0.5700652291686394,2.0,0.0,0.2023263218024045,1.0,-0.6038676567252119,,,,
1,set1__Glucose carbon source (20mM),0.5375448446153552,0.44081966176323983,2.0,2.0,0.2258382725022081,3.0,0.8492514167285024,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.07575721577575567,1.2398265498774186,2.0,4.0,-0.9524469766891996,5.0,0.8009325451376883,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.9800470961048942,1.0412070545897616,2.0,6.0,0.2438025271852019,7.0,1.7162916650245863,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-2.8860311950021433,1.480639053091536,2.0,8.0,-1.8390612800714896,9.0,-3.933001109932797,,,,
5,set5__D-Glucose carbon source,0.9047469198920668,0.11233687896514712,2.0,10.0,0.8253127509984789,11.0,0.9841810887856548,,,,
6,set5__Levulinic Acid carbon source,1.1967830957218215,0.7506213002011294,4.0,12.0,0.7559724892510356,13.0,2.2983317908278127,14.0,1.0456988522008783,15.0,0.687129250607559
7,set5__Vanillin carbon source,3.9012982627813892,0.4267168612607189,2.0,16.0,3.5995638765372955,17.0,4.203032649025483,,,,
8,set5__p-Coumaric acid carbon source,1.646113632030993,0.11647490584612354,2.0,18.0,1.5637534362691343,19.0,1.7284738277928515,,,,
9,set6__D-Glucose carbon source,1.7317690562037238,,1.0,20.0,1.7317690562037238,,,,,,
10,set6__Ferulic Acid carbon source,5.199020900765875,,1.0,21.0,5.199020900765875,,,,,,
11,set6__benzoic acid carbon source,1.1682392626154536,,1.0,22.0,1.1682392626154536,,,,,,
12,set6__Valerolactam carbon source,1.8115415053132429,,1.0,23.0,1.8115415053132429,,,,,,
13,set6__D-Glucuronic Acid carbon source,1.9868586015523573,,1.0,24.0,1.9868586015523573,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.514385078053921,,1.0,25.0,-0.514385078053921,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.23834228529202878,1.5665474971060507,2.0,26.0,-0.8693740729624732,30.0,1.3460586435465307,,,,
16,set7__Valerolactam 10 mM carbon source,0.4610083049048298,,1.0,27.0,0.4610083049048298,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.0133100155235583,,1.0,28.0,-0.0133100155235583,,,,,,
18,set7__D-Lysine 10 mM carbon source,1.961768144473723,1.9378497576208313,2.0,29.0,0.5915014399393257,31.0,3.3320348490081204,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.1057696189773684,,1.0,32.0,0.1057696189773684,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.6213563661349407,,1.0,33.0,-0.6213563661349407,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.737747600773198,,1.0,34.0,-1.737747600773198,,,,,,
