,PP_2453
set1IT078,-0.223
set1IT079,0.007
set1IT080,0.131
set1IT081,-0.009
set1IT082,-0.072
set1IT083,0.042
set1IT084,0.183
set1IT085,0.087
set1IT086,0.092
set1IT087,-0.026
set5IT075,0.259
set5IT076,0.066
set5IT081,0.082
set5IT082,-0.062
set5IT083,0.254
set5IT084,0.086
set5IT085,-0.106
set5IT086,0.028
set5IT087,-0.029
set5IT088,0.096
set6IT057,0.086
set6IT059,-0.078
set6IT061,0.035
set6IT064,-0.278
set6IT065,0.045
set7IT042,-0.102
set7IT044,0.088
set7IT045,0.072
set7IT055,-0.069
set7IT056,-0.118
set7IT057,-0.427
set7IT062,-0.434
set8IT058,-0.281
set8IT059,-0.239
set8IT060,0.046
set8IT062,-0.436
set8IT064,0.044
set8IT070,-0.119
set8IT073,-0.027
set8IT080,-0.119
set8IT081,-0.126
set8IT082,-0.193
set8IT084,-0.026
set8IT085,0.119
set8IT089,0.019
set8IT090,0.13
set8IT092,0.144
set8IT093,-0.163
set8IT094,-0.053
set8IT095,-0.083
set8IT096,-0.04
set9IT020,-0.096
set9IT022,0.201
set9IT025,-0.073
set10IT006,-0.155
set10IT008,-0.05
set10IT010,-0.019
set10IT017,-0.077
set10IT018,0.014
set10IT019,0.029
set10IT020,-0.108
set10IT021,-0.132
set10IT022,0.042
set10IT023,0.032
set10IT024,0.173
set10IT025,-0.082
set10IT026,0.11
set10IT027,0.051
set10IT028,0.166
set10IT029,0.086
set10IT031,0.037
set10IT032,0.016
set10IT033,-0.175
set10IT034,0.019
set10IT035,-0.059
set10IT036,-0.115
set10IT037,-0.001
set10IT043,0.004
set10IT044,0.036
set10IT053,0.159
set12IT001,0.02
set12IT002,0.037
set12IT004,-0.047
set12IT007,0.017
set12IT008,0.052
set12IT009,-0.04
set12IT014,-0.153
set12IT015,-0.164
set12IT016,-0.026
set12IT017,-0.005
set12IT023,0.006
set12IT024,0.131
set12IT025,-0.019
set12IT026,-0.145
set12IT027,-0.086
set12IT028,0.145
set12IT029,-0.077
set12IT031,-0.039
set12IT032,0.015
set12IT034,0.125
set12IT037,-0.115
set12IT038,-0.053
set12IT039,-0.039
set12IT044,-0.099
set12IT046,-0.017
set12IT053,-0.21
set12IT054,-0.007
set12IT055,-0.266
set12IT056,-0.152
set12IT057,0.038
set12IT058,0.101
set12IT059,-0.039
set15IT054,-0.325
set15IT057,0.003
set15IT058,-0.225
set15IT059,-0.111
set15IT060,-0.239
set15IT061,-0.333
set15IT062,-0.346
set15IT063,-0.33
set15IT064,-0.116
set15IT065,-0.117
set15IT066,-0.107
set15IT067,-0.085
set15IT068,-0.288
set15IT071,-0.177
set15IT072,-0.16
set15IT073,-0.121
set15IT074,-0.239
set15IT075,-0.126
set15IT076,-0.122
set15IT077,-0.191
set15IT078,-0.077
set15IT079,0.042
set15IT080,-0.335
set15IT081,-0.147
set16IT004,-0.075
set16IT005,-0.065
set16IT006,-0.001
set16IT007,0.019
set16IT008,-0.039
set16IT009,0.151
set16IT010,0.194
set16IT011,-0.007
set16IT012,0.031
set16IT013,0.083
set16IT014,-0.003
set16IT015,-0.016
set27IT004,0.133
set27IT005,0.062
set27IT006,0.042
set27IT007,-0.037
set27IT008,-0.015
set27IT009,0.108
set27IT010,0.243
set27IT011,0.12
set27IT012,0.001
set27IT013,0.155
set27IT014,0.036
set27IT015,0.127
set27IT016,0.073
set27IT017,0.031
set27IT018,-0.038
set27IT019,0.043
set27IT020,0.088
set27IT021,-0.139
set27IT024,0.056
set27IT025,0.027
set27IT028,0.045
set27IT029,-0.132
set27IT030,-0.057
set27IT031,0.023
set27IT032,0.055
set27IT033,0.143
set27IT034,-0.019
set27IT035,0.101
set27IT036,0.057
