,PP_3506
set1IT078,-0.014
set1IT079,-0.315
set1IT080,0.128
set1IT081,-0.707
set1IT082,-0.01
set1IT083,0.081
set1IT084,-0.091
set1IT085,-0.424
set1IT086,-0.403
set1IT087,0.001
set5IT075,-0.154
set5IT076,-0.137
set5IT081,0.464
set5IT082,0.267
set5IT083,0.182
set5IT084,0.516
set5IT085,0.356
set5IT086,0.387
set5IT087,0.008
set5IT088,-0.19
set6IT057,-0.145
set6IT059,-0.753
set6IT061,-0.43
set6IT064,-0.811
set6IT065,-0.787
set7IT042,-1.125
set7IT044,-1.123
set7IT045,-0.244
set7IT055,-1.541
set7IT056,-0.35
set7IT057,-0.741
set7IT062,-0.403
set8IT058,-0.171
set8IT059,-0.441
set8IT060,-1.163
set8IT062,-0.86
set8IT064,-0.063
set8IT070,-0.147
set8IT073,-0.224
set8IT080,-0.005
set8IT081,-0.143
set8IT082,-0.447
set8IT084,-1.425
set8IT085,-0.269
set8IT089,0.167
set8IT090,0.016
set8IT092,-1.105
set8IT093,-0.355
set8IT094,-0.493
set8IT095,-0.125
set8IT096,-1.149
set9IT020,-0.913
set9IT022,-0.117
set9IT025,-0.72
set10IT006,-0.439
set10IT008,-0.834
set10IT010,-0.429
set10IT017,-0.252
set10IT018,0.073
set10IT019,-0.421
set10IT020,-0.203
set10IT021,0.251
set10IT022,-0.51
set10IT023,0.046
set10IT024,0.098
set10IT025,0.377
set10IT026,-0.299
set10IT027,-0.451
set10IT028,-0.05
set10IT029,-0.028
set10IT031,-0.385
set10IT032,-0.201
set10IT033,-0.482
set10IT034,-0.276
set10IT035,-0.314
set10IT036,-0.075
set10IT037,-0.296
set10IT043,-0.788
set10IT044,-0.688
set10IT053,-1.71
set12IT001,-0.625
set12IT002,-0.664
set12IT004,-0.725
set12IT007,-1.091
set12IT008,-0.69
set12IT009,-1.628
set12IT014,-0.068
set12IT015,-0.14
set12IT016,-1.2
set12IT017,-0.22
set12IT023,-1.009
set12IT024,-0.468
set12IT025,-0.65
set12IT026,-0.347
set12IT027,-0.678
set12IT028,-0.793
set12IT029,-1.22
set12IT031,-0.521
set12IT032,-1.52
set12IT034,-2.861
set12IT037,-0.966
set12IT038,-0.365
set12IT039,-1.405
set12IT044,-1.131
set12IT046,-0.655
set12IT053,-1.205
set12IT054,-0.511
set12IT055,-0.539
set12IT056,-0.697
set12IT057,-0.614
set12IT058,-0.815
set12IT059,-0.587
set15IT054,-0.069
set15IT057,0.056
set15IT058,-0.192
set15IT059,-0.217
set15IT060,-0.355
set15IT061,-0.121
set15IT062,-0.509
set15IT063,-0.876
set15IT064,0.094
set15IT065,-0.492
set15IT066,-0.296
set15IT067,-0.235
set15IT068,-0.598
set15IT071,-1.172
set15IT072,-0.193
set15IT073,-0.32
set15IT074,0.192
set15IT075,-0.306
set15IT076,-0.384
set15IT077,0.234
set15IT078,0.35
set15IT079,0.064
set15IT080,-0.414
set15IT081,-0.158
set16IT004,-0.389
set16IT005,-0.626
set16IT006,-0.279
set16IT007,-0.192
set16IT008,-0.535
set16IT009,-0.525
set16IT010,-1.949
set16IT011,-2.615
set16IT012,-0.351
set16IT013,-0.231
set16IT014,-0.214
set16IT015,-0.193
set27IT004,-0.616
set27IT005,-0.616
set27IT006,-0.013
set27IT007,-0.225
set27IT008,-1.077
set27IT009,-0.758
set27IT010,-1.038
set27IT011,-1.355
set27IT012,-0.355
set27IT013,-0.569
set27IT014,-0.912
set27IT015,-0.612
set27IT016,-0.974
set27IT017,-0.967
set27IT018,-0.555
set27IT019,-0.921
set27IT020,-0.555
set27IT021,-0.429
set27IT024,-0.059
set27IT025,0.511
set27IT028,-0.854
set27IT029,-0.898
set27IT030,-0.197
set27IT031,-0.373
set27IT032,-0.3
set27IT033,-0.725
set27IT034,-0.259
set27IT035,-0.164
set27IT036,-0.31
set27IT037,-0.552
set27IT038,-0.877
set27IT039,-0.579
set27IT040,-1.568
set27IT041,-1.374
set27IT042,-0.673
set27IT043,-0.578
set27IT044,-0.377
set27IT045,-0.434
set27IT046,-0.255
set27IT047,-0.099
set27IT048,-0.249
set27IT049,-0.644
set27IT050,-0.226
set27IT051,-0.942
set27IT052,-0.692
set27IT053,-0.785
set27IT054,-1.079
set27IT055,-1.026
set27IT056,-0.861
set27IT057,-0.758
set27IT058,-0.189
set27IT059,-0.434
set27IT060,-0.604
set27IT061,-0.33
set27IT062,-0.566
set27IT063,-0.756
set27IT064,-0.374
set27IT065,-0.531
set27IT066,-0.819
set27IT067,-0.356
set27IT068,-0.448
set27IT069,-2.127
set27IT070,-0.26
set27IT071,-0.597
set27IT072,-0.552
set27IT073,-0.389
set28IT003,-2.195
set28IT004,-2.852
set28IT005,-0.238
set28IT006,-0.237
set28IT007,-0.209
set28IT008,-0.12
set28IT009,-0.012
set28IT010,-0.525
set28IT013,-0.213
set28IT014,-0.033
set28IT017,-0.248
set28IT018,0.024
set28IT021,-0.259
set28IT022,-0.203
set28IT023,-0.614
set28IT024,0.039
set28IT027,-0.992
set28IT028,-1.181
set28IT029,-0.715
set28IT030,-0.494
set28IT031,-0.147
set28IT032,-0.13
set28IT035,-0.268
set28IT036,-0.224
set28IT037,-0.052
set28IT038,-0.159
set28IT039,-0.107
set28IT040,-0.134
set28IT041,-0.333
set28IT042,-0.063
set28IT045,-0.323
set28IT046,0.112
set29IT004,-2.106
set29IT005,-1.964
set29IT006,-0.739
set29IT007,-0.713
set29IT014,-0.76
set29IT015,-0.81
set29IT057,-0.151
set29IT058,-0.809
set100IT008,0.305
set100IT009,-0.071
set100IT010,-0.078
set100IT011,0.159
set100IT012,-0.31
set100IT013,-0.167
set100IT014,0.081
set100IT015,-0.423
set100IT016,0.006
set100IT017,0.161
set100IT018,-0.272
set100IT019,0.059
set100IT020,-0.148
set100IT021,-0.069
set100IT022,0.092
set100IT023,0.278
set100IT024,-0.122
set100IT025,0.136
set100IT026,-0.081
set100IT027,-0.892
set100IT028,-0.357
set100IT029,0.236
set100IT030,-0.191
set100IT031,-0.285
set100IT032,0.143
set100IT033,-0.351
set100IT034,-0.43
set100IT035,0.354
set100IT036,-0.431
set100IT037,-0.306
set100IT038,-0.419
set100IT039,-0.697
set100IT040,-1.087
set100IT041,-0.337
set100IT042,-0.601
set100IT043,-0.36
set100IT044,0.116
set100IT045,-0.492
set100IT046,-0.489
set101IT007,0.209
set101IT008,-0.111
set101IT009,-0.201
set101IT013,-0.425
set101IT014,-0.23
set101IT015,-0.219
set101IT016,-0.424
set101IT017,-0.246
set101IT018,-0.406
set101IT019,-0.127
set101IT020,-0.124
set101IT021,0.032
set101IT022,-0.102
set101IT023,-0.068
set101IT024,-0.285
set101IT025,-0.722
set101IT026,-0.179
set101IT027,0.046
set101IT028,-0.299
set101IT029,0.066
set101IT030,0.14
set101IT031,0.137
set101IT032,-0.105
set101IT033,0.237
set101IT034,-0.001
set101IT035,0.063
set101IT036,-0.025
set101IT037,-0.244
set101IT038,0.038
set101IT039,-0.041
set101IT040,-0.465
set101IT041,-0.301
set101IT042,-0.313
set101IT043,-0.357
set101IT044,-0.198
set101IT045,-0.099
set101IT046,-0.628
set101IT047,-0.543
set101IT048,0.068
