,PP_5423
set1IT078,-0.262
set1IT079,0.032
set1IT080,0.4
set1IT081,0.756
set1IT082,0.097
set1IT083,-0.109
set1IT084,0.069
set1IT085,0.334
set1IT086,0.058
set1IT087,0.448
set5IT075,-0.101
set5IT076,-0.698
set5IT081,-0.182
set5IT082,-0.536
set5IT083,0.271
set5IT084,-0.845
set5IT085,0.034
set5IT086,-0.618
set5IT087,0.654
set5IT088,0.001
set6IT057,0.155
set6IT059,0.194
set6IT061,-0.086
set6IT064,0.018
set6IT065,0.176
set7IT042,-0.021
set7IT044,-0.462
set7IT045,0.152
set7IT055,-0.109
set7IT056,0.18
set7IT057,0.196
set7IT062,0.116
set8IT058,-0.136
set8IT059,-0.179
set8IT060,-0.054
set8IT062,-0.525
set8IT064,-0.197
set8IT070,-0.376
set8IT073,-0.564
set8IT080,0.195
set8IT081,0.585
set8IT082,-0.348
set8IT084,0.795
set8IT085,0.575
set8IT089,0.379
set8IT090,0.518
set8IT092,0.523
set8IT093,0.428
set8IT094,0.652
set8IT095,-0.35
set8IT096,0.222
set9IT020,-1.959
set9IT022,0.256
set9IT025,0.029
set10IT006,-0.137
set10IT008,-0.373
set10IT010,-0.23
set10IT017,-0.367
set10IT018,0.127
set10IT019,-0.196
set10IT020,-0.536
set10IT021,-0.747
set10IT022,0.0
set10IT023,0.194
set10IT024,0.249
set10IT025,-0.509
set10IT026,0.093
set10IT027,0.105
set10IT028,-0.324
set10IT029,-0.1
set10IT031,-0.12
set10IT032,-0.244
set10IT033,-0.15
set10IT034,-0.336
set10IT035,-0.908
set10IT036,-0.138
set10IT037,-0.179
set10IT043,-0.126
set10IT044,-0.29
set10IT053,0.252
set12IT001,0.047
set12IT002,0.094
set12IT004,-0.612
set12IT007,0.364
set12IT008,-0.443
set12IT009,-0.523
set12IT014,0.204
set12IT015,-0.259
set12IT016,-0.697
set12IT017,0.048
set12IT023,-0.223
set12IT024,-0.05
set12IT025,-0.234
set12IT026,0.091
set12IT027,-0.014
set12IT028,-0.028
set12IT029,-0.677
set12IT031,-0.064
set12IT032,0.488
set12IT034,0.28
set12IT037,-0.043
set12IT038,0.053
set12IT039,0.074
set12IT044,-0.184
set12IT046,0.468
set12IT053,-0.28
set12IT054,-0.257
set12IT055,0.343
set12IT056,0.435
set12IT057,-0.316
set12IT058,-0.4
set12IT059,-0.004
set15IT054,-0.677
set15IT057,0.173
set15IT058,-0.43
set15IT059,-0.253
set15IT060,0.115
set15IT061,-0.533
set15IT062,0.1
set15IT063,0.453
set15IT064,0.009
set15IT065,0.711
set15IT066,0.26
set15IT067,-0.166
set15IT068,-0.41
set15IT071,0.064
set15IT072,0.089
set15IT073,0.259
set15IT074,0.068
set15IT075,-0.227
set15IT076,-0.011
set15IT077,-0.593
set15IT078,-0.068
set15IT079,0.214
set15IT080,-0.238
set15IT081,0.284
set16IT004,0.144
set16IT005,0.243
set16IT006,0.21
set16IT007,-0.163
set16IT008,-0.026
set16IT009,-0.009
set16IT010,-0.798
set16IT011,0.085
set16IT012,0.073
set16IT013,0.02
set16IT014,-0.62
set16IT015,-0.1
set27IT004,-0.241
set27IT005,-0.565
set27IT006,0.074
set27IT007,-0.149
set27IT008,-0.244
set27IT009,0.044
set27IT010,-0.166
set27IT011,-0.07
set27IT012,-0.264
set27IT013,-0.253
set27IT014,-0.225
set27IT015,-0.223
set27IT016,-0.06
set27IT017,-0.045
set27IT018,-0.337
set27IT019,-0.217
set27IT020,-0.257
set27IT021,0.072
set27IT024,0.021
set27IT025,-0.071
set27IT028,0.508
set27IT029,0.112
set27IT030,-0.165
set27IT031,-0.326
set27IT032,-0.065
set27IT033,0.061
set27IT034,-0.36
set27IT035,-0.06
set27IT036,0.106
set27IT037,-0.025
set27IT038,-0.127
set27IT039,0.434
set27IT040,-0.047
set27IT041,-0.217
set27IT042,0.185
set27IT043,0.255
set27IT044,0.243
set27IT045,-0.046
set27IT046,-0.125
set27IT047,-0.005
set27IT048,-0.23
set27IT049,-0.382
set27IT050,-0.47
set27IT051,-0.121
set27IT052,0.146
set27IT053,-0.066
set27IT054,-0.427
set27IT055,-0.181
set27IT056,-0.041
