,A,PP_3359
set12IT028,0.793371838131339,-0.235
set12IT029,-0.7169437362302079,-0.521
set12IT031,2.058229074307542,-0.298
set12IT032,-0.4026233590579193,-0.013
set12IT034,-0.992604860427463,-0.112
set12IT037,-0.1896311884344021,-0.447
set12IT038,-0.6800197187154475,-0.14
set12IT039,-0.7831987984519689,-0.727
set12IT044,0.7502905440934304,0.024
set12IT046,1.460016411412061,-0.198
set12IT053,-0.6014750710167659,-0.665
set12IT054,-8.706893978729891,-1.385
set12IT055,1.2266331145102307,-1.607
set12IT056,-6.337527446186325,-0.456
set12IT057,-0.2555702400334498,-0.643
set12IT058,-0.2593341428634064,-0.71
set12IT059,-0.112348517532363,-0.354
set15IT054,0.3587377034360869,0.328
set15IT057,-0.2564184812159282,0.202
set15IT058,0.4814180163074427,0.2
set15IT059,-0.3947502642108048,0.306
set15IT060,-0.030222282290488,-0.174
set15IT061,0.4537476267107677,-0.188
set15IT062,-0.0907889254960337,-0.035
set15IT063,0.8705012799859831,-0.464
set15IT064,1.0696364049676137,-0.656
set15IT065,-0.078783936832289,0.072
set15IT066,0.3853201310988035,0.2
set15IT067,0.5782159674915146,0.078
set15IT068,-0.336755394695156,-0.384
set15IT071,-0.5651451697416281,-0.504
set15IT072,0.3714224358109187,0.249
set15IT073,-0.4366659980433515,0.198
set15IT074,0.5543209903135717,0.181
set15IT075,0.1174782256790491,-0.118
set15IT076,0.0497891354824565,0.073
set15IT077,-0.0988338996330822,0.233
set15IT078,1.1261362128931132,0.201
set15IT079,-0.4565319444499341,0.548
set15IT080,-0.0990952525634,-0.469
set15IT081,0.6304203654867585,-0.115
set16IT004,-0.0617163546582478,0.011
set16IT005,-0.0386078533859619,-0.944
set16IT006,-0.6074149263536812,-0.261
set16IT007,-0.3286204887727815,-0.274
set16IT008,0.1243176409818784,0.018
set16IT009,-0.2277234740380674,-0.677
set16IT010,-0.5489482486113499,-0.261
set16IT011,0.3024939984867293,-0.325
set16IT012,0.5521491152520699,0.038
set16IT013,-0.0326963796168586,-0.22
set16IT014,-0.4204063830440517,-0.217
set16IT015,-0.2371684994727198,0.086
set27IT004,0.5563140954969583,0.298
set27IT005,0.1921210766501657,-0.129
set27IT006,0.2284309868745153,0.341
set27IT007,0.9666195765061876,0.357
set27IT008,0.273265028582104,-0.161
set27IT009,0.041142276377994,0.291
set27IT010,0.3513521075462203,-0.204
set27IT011,0.251975954755384,-0.202
set27IT012,0.2550026564215379,0.028
set27IT013,-0.0462228345053536,-0.156
set27IT014,0.1380298250048786,0.154
set27IT015,0.328228634247955,-0.116
set27IT016,0.3851978346830779,0.297
set27IT017,0.0609331063759924,-0.269
set27IT018,0.4706761890309743,0.301
set27IT019,0.3078738707855322,-0.039
set27IT020,0.4093423656954061,0.507
set27IT021,0.3359365986134112,0.244
set27IT024,0.4717133205435607,0.242
set27IT025,-0.0178611740533111,0.179
set27IT028,-0.0254603059343548,-0.065
set27IT029,0.6788349129425955,0.446
set27IT030,0.4207538733854521,0.393
set27IT031,0.6540245276102041,0.356
set27IT032,0.6851105986290836,0.323
set27IT033,1.0069085278136638,-0.477
set27IT034,0.385414422541262,0.197
set27IT035,0.592122749823162,0.045
set27IT036,1.1581585682295614,0.229
set27IT037,0.8083638400457968,-0.013
set27IT038,0.6897878444063106,0.087
set27IT039,0.4133330313343449,0.231
set27IT040,0.5927116179219492,0.11
set27IT041,0.2382708208713561,-0.387
set27IT042,1.1781712644319429,-0.08
set27IT043,0.8762806112461291,-0.43
set27IT044,0.3585133189954826,-0.09
set27IT045,0.5256263873178287,0.23
set27IT046,0.5393482819508474,0.048
set27IT047,0.342122838511352,-0.062
set27IT048,0.4780121076312427,0.428
set27IT049,-0.0755256012653124,0.416
set27IT050,0.6779421335005508,-0.168
set27IT051,0.5366907466805535,-0.422
set27IT052,0.4519879717940871,0.071
set27IT053,0.7084842288865275,-0.168
set27IT054,0.3502023994646372,-0.107
set27IT055,-0.1952193956277038,-0.081
set27IT056,0.4973267438046072,-0.271
set27IT057,0.5662924983613513,-0.274
set27IT058,0.5536250975132744,0.374
set27IT059,0.3932561276491184,0.378
set27IT060,0.1987529114921647,0.193
set27IT061,0.610808639701811,0.079
set27IT062,0.7061072444948944,0.093
set27IT063,0.830406166708808,0.083
set27IT064,0.2760230467725366,-0.42
set27IT065,0.2871476238869901,0.182
set27IT066,0.0346474060063394,-0.069
set27IT067,-0.3914469715038995,0.083
set27IT068,0.4592439606731002,0.695
set27IT069,0.2085735462550552,0.013
set27IT070,-0.2386323856368486,0.309
set27IT071,-0.3499403292885542,-0.19
set27IT072,0.1873669669995619,0.439
set27IT073,0.58348765664305,0.278
set28IT003,0.3488131119845378,-0.148
set28IT004,-0.1377080214105549,-0.109
set28IT005,-0.2393628411540744,0.11
set28IT006,-0.1835696231280131,0.114
set28IT007,0.8727431551764836,0.42
set28IT008,0.4811997370560321,0.177
set28IT009,-0.2889779985985186,0.254
set28IT010,-0.6713289238261464,0.152
set28IT013,-0.2033626791409337,-0.162
set28IT014,-0.3828812184167182,0.253
set28IT017,-0.0187423953175991,0.05
set28IT018,0.3000209733895945,0.075
set28IT021,0.6178956800173016,-0.13
set28IT022,0.9762468394045172,0.363
set28IT023,-0.0274552694639522,0.357
set28IT024,0.3539887681061301,-0.276
set28IT027,0.4633713025236601,-0.035
set28IT028,0.8018761709757039,-0.13
set28IT029,0.330477142870116,-0.139
set28IT030,0.0610969268294242,-0.049
set28IT031,0.4864964546456476,0.23
set28IT032,0.3493686368434266,0.405
set28IT035,0.3043082257661792,0.54
set28IT036,0.3773014841723034,0.409
set28IT037,0.9185152426404172,0.295
set28IT038,0.4887467685956065,0.209
set28IT039,0.2453895244448536,0.373
set28IT040,0.6901443420405223,0.463
set28IT041,-0.2524321974314081,-0.377
set28IT042,0.4071701439740143,0.467
set28IT045,0.5471845818070874,-0.367
set28IT046,0.361018525016972,-0.138
set29IT004,0.8741356091569266,-0.081
set29IT005,0.6398421497693703,-0.007
set29IT006,0.515021398979142,-0.639
set29IT007,0.5056807000902152,0.308
set29IT014,0.9607380509428418,0.323
set29IT015,-0.3557075648692165,0.464
set29IT057,-0.2006321739228781,-0.801
set29IT058,-0.0519374303243526,-0.461
set100IT008,-0.8185237097584094,0.207
set100IT009,-0.5105712771471932,0.326
set100IT010,-0.2885996221764371,0.164
set100IT011,-0.8704990957930943,-0.262
set100IT012,-0.7660802677733959,0.288
set100IT013,-0.73715499787051,-0.109
set100IT014,-0.2899769628155422,0.235
set100IT015,-0.5578464353748163,0.156
set100IT016,-0.2411524742287555,0.256
set100IT017,-0.0495273696008457,0.157
set100IT018,-0.17046773112383,0.341
set100IT019,0.119807806865288,0.091
set100IT020,0.1755971936266438,-0.254
set100IT021,0.2200833163388379,0.287
set100IT022,0.5694869317246083,-0.167
set100IT023,-1.1585501431259275,0.373
set100IT024,-1.5393955375552428,0.392
set100IT025,-0.5774555296076948,0.254
set100IT026,0.0103968500010188,-0.096
set100IT027,-0.1793165566435351,0.454
set100IT028,-0.0015915987239401,0.006
set100IT029,-0.0096968560167989,0.019
set100IT030,-0.0957785218745144,0.268
set100IT031,0.3190658367627773,-0.002
set100IT032,-0.1132600342985422,-0.308
set100IT033,-0.2682056698256462,-0.032
set100IT034,-0.1103700254666045,-0.29
set100IT035,-0.2180184270564285,-0.032
set100IT036,-0.3232614479441165,0.054
set100IT037,0.023182592972683,-0.494
set100IT038,1.0930117885688762,-0.512
set100IT039,0.372972948008843,-0.498
set100IT040,0.3663206327186689,-0.109
set100IT041,-0.4440046494795322,-0.113
set100IT042,-0.5512339058975219,0.469
set100IT043,0.0689999134313275,0.122
set100IT044,-0.3270030608870323,-0.136
set100IT045,-0.2179058484996583,0.296
set100IT046,0.2094779903322598,-0.021
set101IT007,-0.4279652276652377,0.019
set101IT008,0.1137763234151052,0.024
set101IT009,0.2814498312691613,0.049
set101IT013,2.737850833441604,-0.361
set101IT014,1.8916495027205005,-0.013
set101IT015,2.03732638436624,-0.108
set101IT016,-0.0268542881444324,-0.35
set101IT017,-0.0042539934907105,0.051
set101IT018,-0.1401582174302739,-0.026
set101IT019,-1.077058419530885,-1.046
set101IT020,-0.9948999806557752,0.05
set101IT021,-0.926169410693073,-0.197
set101IT022,-2.462631874571107,-0.74
set101IT023,-2.2488767264350917,-0.049
set101IT024,-2.404761375383811,-0.726
set101IT025,1.7261800976196475,-0.055
set101IT026,0.5439974334478276,0.072
set101IT027,1.7388322552529545,0.016
set101IT028,1.385538663867886,-0.494
set101IT029,1.8053869816392811,0.424
set101IT030,1.221887809236124,0.205
set101IT031,1.1808894483547248,-0.337
set101IT032,1.584407332356343,0.393
set101IT033,1.0963720379658295,0.13
set101IT034,0.8311849254190758,0.161
set101IT035,0.6085770143563779,0.433
set101IT036,0.2203466820063701,-0.068
set101IT037,0.187279302399919,-0.406
set101IT038,0.6652874491675428,0.266
set101IT039,0.8804169071006375,-0.435
set101IT040,0.2886951731427978,-0.458
set101IT041,0.466986890480359,-0.025
set101IT042,0.6031993003952053,-0.159
set101IT043,0.7181447707145117,0.153
set101IT044,0.647687674024407,-0.132
set101IT045,0.5689198094050846,-0.313
set101IT046,0.4776007795185337,-0.436
set101IT047,0.2867652011498038,0.287
set101IT048,0.1885410697815014,0.148
