,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.5669006075112739,0.31261434910657476,2.0,0.0,0.7879523336607517,1.0,0.3458488813617962,,,,
1,set1__Glucose carbon source (20mM),0.49714999960768635,0.1349631139728142,2.0,2.0,0.4017166665074566,3.0,0.5925833327079162,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.25245358398458895,0.12376010296673413,2.0,4.0,-0.1649419759364659,5.0,-0.339965192032712,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.02429571510532425,0.03591763087331417,2.0,6.0,-0.04969331546,7.0,0.0011018852493515,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.19427466219270964,0.32320608762547354,2.0,8.0,-0.4228158784734555,9.0,0.0342665540880362,,,,
5,set5__D-Glucose carbon source,-0.3279921089665676,0.11967424609770086,2.0,10.0,-0.4126145799156396,11.0,-0.2433696380174956,,,,
6,set5__Levulinic Acid carbon source,-0.22586070498870978,0.35435119215917643,4.0,12.0,0.2033018286576099,13.0,-0.3176036441811767,14.0,-0.1424087846455554,15.0,-0.6467322197857169
7,set5__Vanillin carbon source,0.7539903011826377,0.25198477389395135,2.0,16.0,0.9321704435588096,17.0,0.5758101588064658,,,,
8,set5__p-Coumaric acid carbon source,-11.449843217627363,0.08576505331864469,2.0,18.0,-11.510488268417802,19.0,-11.389198166836923,,,,
9,set6__D-Glucose carbon source,0.3412153198466812,,1.0,20.0,0.3412153198466812,,,,,,
10,set6__Ferulic Acid carbon source,-0.6512925721277082,,1.0,21.0,-0.6512925721277082,,,,,,
11,set6__benzoic acid carbon source,1.7711292555354106,,1.0,22.0,1.7711292555354106,,,,,,
12,set6__Valerolactam carbon source,0.6023571370912396,,1.0,23.0,0.6023571370912396,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.6048159449682101,,1.0,24.0,-0.6048159449682101,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.8069496843298929,,1.0,25.0,0.8069496843298929,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.21594410424685867,0.4989898306266545,2.0,26.0,-0.1368949887323755,30.0,0.5687831972260928,,,,
16,set7__Valerolactam 10 mM carbon source,0.4504174163803195,,1.0,27.0,0.4504174163803195,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.2692739128029024,,1.0,28.0,0.2692739128029024,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.588004159035934,0.6813304342031548,2.0,29.0,1.0697775292897596,31.0,0.1062307887821084,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.4284868464193262,,1.0,32.0,-0.4284868464193262,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-1.120443593546304,,1.0,33.0,-1.120443593546304,,,,,,
