,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.0945,0.03181980515339465,2.0,0.0,0.117,1.0,0.072,,,,
1,set1__Glucose carbon source (20mM),-0.0075,0.16192745289171936,2.0,2.0,-0.122,3.0,0.107,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0445,0.04879036790187178,2.0,4.0,0.01,5.0,0.079,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.0325,0.09121677477306463,2.0,6.0,-0.097,7.0,0.032,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.0185,0.10535891039679558,2.0,8.0,0.056,9.0,-0.093,,,,
5,set5__D-Glucose carbon source,0.1095,0.0700035713374682,2.0,10.0,0.159,11.0,0.06,,,,
6,set5__Levulinic Acid carbon source,-0.013749999999999998,0.12749477113461033,4.0,12.0,-0.002,13.0,-0.184,14.0,0.006,15.0,0.125
7,set5__Vanillin carbon source,0.0975,0.03889087296526011,2.0,16.0,0.07,17.0,0.125,,,,
8,set5__p-Coumaric acid carbon source,-0.0515,0.05161879502661797,2.0,18.0,-0.088,19.0,-0.015,,,,
9,set6__D-Glucose carbon source,-0.056,,1.0,20.0,-0.056,,,,,,
10,set6__Ferulic Acid carbon source,0.042,,1.0,21.0,0.042,,,,,,
11,set6__benzoic acid carbon source,0.002,,1.0,22.0,0.002,,,,,,
12,set6__Valerolactam carbon source,-0.01,,1.0,23.0,-0.01,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.003,,1.0,24.0,0.003,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.263,,1.0,25.0,0.263,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.129,0.04666904755831214,2.0,26.0,0.162,30.0,0.096,,,,
16,set7__Valerolactam 10 mM carbon source,0.103,,1.0,27.0,0.103,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.117,,1.0,28.0,0.117,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.10899999999999999,0.04808326112068523,2.0,29.0,0.075,31.0,0.143,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.059,,1.0,32.0,0.059,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.029,,1.0,33.0,-0.029,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.171,,1.0,34.0,0.171,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0375,0.012020815280171307,2.0,35.0,0.046,47.0,0.029,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.1945,0.026162950903902263,2.0,36.0,0.213,49.0,0.176,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.017,,1.0,37.0,0.017,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.08,,1.0,38.0,0.08,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.111,,1.0,39.0,0.111,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.252,,1.0,40.0,0.252,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.144,,1.0,41.0,0.144,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.021,,1.0,42.0,-0.021,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.098,,1.0,43.0,-0.098,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.147,,1.0,44.0,-0.147,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.301,,1.0,45.0,0.301,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.267,,1.0,46.0,0.267,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.162,,1.0,48.0,0.162,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.305,,1.0,50.0,0.305,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.186,,1.0,51.0,-0.186,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.114,,1.0,52.0,-0.114,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.103,,1.0,53.0,-0.103,,,,,,
39,set10__L-Arginine carbon source,0.025,,1.0,54.0,0.025,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.037,,1.0,55.0,0.037,,,,,,
41,set10__L-Histidine carbon source,-0.093,,1.0,56.0,-0.093,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.099,,1.0,57.0,-0.099,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.223,,1.0,58.0,-0.223,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.062,,1.0,59.0,-0.062,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.075,,1.0,60.0,-0.075,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.054,,1.0,61.0,0.054,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.109,,1.0,62.0,-0.109,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.082,,1.0,63.0,-0.082,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.022,,1.0,64.0,0.022,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.033,,1.0,65.0,0.033,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.082,,1.0,66.0,0.082,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.048,,1.0,67.0,0.048,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.025,,1.0,68.0,0.025,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.077,,1.0,69.0,-0.077,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.087,,1.0,70.0,0.087,,,,,,
