,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.05499999999999999,0.17536248173426378,2.0,0.0,0.069,1.0,-0.179,,,,
1,set1__Glucose carbon source (20mM),0.129,0.09333809511662428,2.0,2.0,0.063,3.0,0.195,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),3.144,0.0028284271247461927,2.0,4.0,3.142,5.0,3.146,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.17099999999999999,0.09333809511662428,2.0,6.0,0.237,7.0,0.105,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.5914999999999999,0.024748737341529183,2.0,8.0,0.574,9.0,0.609,,,,
5,set5__D-Glucose carbon source,-0.044,0.04808326112068523,2.0,10.0,-0.01,11.0,-0.078,,,,
6,set5__Levulinic Acid carbon source,0.22749999999999998,0.04340890845590723,4.0,12.0,0.243,13.0,0.276,14.0,0.218,15.0,0.173
7,set5__Vanillin carbon source,0.2835,0.04737615433949868,2.0,16.0,0.25,17.0,0.317,,,,
8,set5__p-Coumaric acid carbon source,-0.027,0.03818376618407356,2.0,18.0,0.0,19.0,-0.054,,,,
9,set6__D-Glucose carbon source,0.179,,1.0,20.0,0.179,,,,,,
10,set6__Ferulic Acid carbon source,0.167,,1.0,21.0,0.167,,,,,,
11,set6__benzoic acid carbon source,0.184,,1.0,22.0,0.184,,,,,,
12,set6__Valerolactam carbon source,0.339,,1.0,23.0,0.339,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.653,,1.0,24.0,-0.653,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.727,,1.0,25.0,0.727,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.885,0.18243354954612925,2.0,26.0,1.014,30.0,0.756,,,,
16,set7__Valerolactam 10 mM carbon source,1.1,,1.0,27.0,1.1,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.287,,1.0,28.0,-0.287,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.268,0.01555634918610406,2.0,29.0,0.279,31.0,0.257,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.013,,1.0,32.0,0.013,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.413,,1.0,33.0,0.413,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.211,,1.0,34.0,0.211,,,,,,
