,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.040499999999999994,0.2920351006300442,2.0,0.0,0.166,1.0,-0.247,,,,
1,set1__Glucose carbon source (20mM),-0.1795,0.24112341238461268,2.0,2.0,-0.35,3.0,-0.009,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.677,0.09616652224137047,2.0,4.0,0.745,5.0,0.609,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.1815,0.1308147545195113,2.0,6.0,0.089,7.0,0.274,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.026,0.035355339059327376,2.0,8.0,0.001,9.0,0.051,,,,
5,set5__D-Glucose carbon source,-0.211,0.3153696244092002,2.0,10.0,0.012,11.0,-0.434,,,,
6,set5__Levulinic Acid carbon source,0.23625,0.13525623830345126,4.0,12.0,0.232,13.0,0.211,14.0,0.415,15.0,0.087
7,set5__Vanillin carbon source,-0.9175,0.21991020894901622,2.0,16.0,-1.073,17.0,-0.762,,,,
8,set5__p-Coumaric acid carbon source,-0.20049999999999998,0.20576807332528532,2.0,18.0,-0.346,19.0,-0.055,,,,
9,set6__D-Glucose carbon source,-0.445,,1.0,20.0,-0.445,,,,,,
10,set6__Ferulic Acid carbon source,-1.038,,1.0,21.0,-1.038,,,,,,
11,set6__benzoic acid carbon source,-0.653,,1.0,22.0,-0.653,,,,,,
12,set6__Valerolactam carbon source,-0.928,,1.0,23.0,-0.928,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.535,,1.0,24.0,-0.535,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.606,,1.0,25.0,0.606,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.3265,0.09687362902255703,2.0,26.0,-0.258,30.0,-0.395,,,,
16,set7__Valerolactam 10 mM carbon source,-0.179,,1.0,27.0,-0.179,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.314,,1.0,28.0,0.314,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.023999999999999994,0.20930360723121805,2.0,29.0,0.124,31.0,-0.172,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.007,,1.0,32.0,0.007,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.173,,1.0,33.0,-0.173,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.138,,1.0,34.0,0.138,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.44250000000000006,0.9581296885077719,2.0,35.0,0.235,47.0,-1.12,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.0274999999999999,0.8464068170802973,2.0,36.0,-0.429,49.0,-1.626,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.141,,1.0,37.0,-0.141,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.359,,1.0,38.0,-0.359,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.034,,1.0,39.0,0.034,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.295,,1.0,40.0,0.295,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.646,,1.0,41.0,0.646,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.327,,1.0,42.0,-0.327,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.329,,1.0,43.0,-0.329,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.242,,1.0,44.0,0.242,,,,,,
