,PP_4656
set1IT078,-0.112
set1IT079,-0.075
set1IT080,-0.117
set1IT081,-0.081
set1IT082,-0.149
set1IT083,0.046
set1IT084,-0.341
set1IT085,-0.162
set1IT086,-0.093
set1IT087,0.177
set5IT075,0.152
set5IT076,0.092
set5IT081,0.124
set5IT082,0.054
set5IT083,0.173
set5IT084,0.269
set5IT085,-5.413
set5IT086,-5.565
set5IT087,-4.166
set5IT088,-3.544
set6IT057,0.014
set6IT059,-2.492
set6IT061,-0.085
set6IT064,-0.048
set6IT065,0.04
set7IT042,0.091
set7IT044,-0.252
set7IT045,0.194
set7IT055,-0.01
set7IT056,-0.195
set7IT057,-0.064
set7IT062,0.058
set8IT058,0.076
set8IT059,0.14
set8IT060,0.013
set8IT062,-0.012
set8IT064,-0.163
set8IT070,0.022
set8IT073,-0.038
set8IT080,-0.147
set8IT081,0.115
set8IT082,-0.071
set8IT084,-0.184
set8IT085,0.074
set8IT089,-0.025
set8IT090,0.202
set8IT092,-0.09
set8IT093,-0.114
set8IT094,-0.066
set8IT095,-0.151
set8IT096,0.308
set9IT020,-0.177
set9IT022,-0.224
set9IT025,0.288
set10IT006,0.168
set10IT008,0.239
set10IT010,0.099
set10IT017,0.218
set10IT018,0.145
set10IT019,0.213
set10IT020,0.246
set10IT021,0.339
set10IT022,0.154
set10IT023,0.237
set10IT024,0.385
set10IT025,0.278
set10IT026,0.257
set10IT027,0.229
set10IT028,0.224
set10IT029,0.449
set10IT031,0.331
set10IT032,0.222
set10IT033,0.187
set10IT034,0.32
set10IT035,0.048
set10IT036,0.245
set10IT037,0.212
set10IT043,0.119
set10IT044,0.155
set10IT053,0.031
set12IT001,-5.417
set12IT002,0.024
set12IT004,-0.069
set12IT007,0.003
set12IT008,-0.004
set12IT009,0.115
set12IT014,-3.918
set12IT015,-6.505
set12IT016,-4.524
set12IT017,-6.376
set12IT023,0.124
set12IT024,-6.775
set12IT025,0.112
set12IT026,-5.064
set12IT027,-0.315
set12IT028,-0.113
set12IT029,-0.322
set12IT031,-7.96
set12IT032,-0.003
set12IT034,0.011
set12IT037,0.067
set12IT038,0.061
set12IT039,-0.003
set12IT044,-6.841
set12IT046,-4.582
set12IT053,-0.056
set12IT054,-6.034
set12IT055,0.269
set12IT056,-6.139
set12IT057,0.015
set12IT058,-0.085
set12IT059,-0.136
set15IT054,0.108
set15IT057,0.249
set15IT058,0.311
set15IT059,0.158
set15IT060,0.3
set15IT061,0.007
set15IT062,-0.13
set15IT063,0.378
set15IT064,0.05
set15IT065,0.286
set15IT066,0.113
set15IT067,0.089
set15IT068,-0.05
set15IT071,0.212
set15IT072,0.172
set15IT073,0.191
set15IT074,0.05
set15IT075,0.022
set15IT076,0.11
set15IT077,0.061
set15IT078,0.348
set15IT079,-0.01
set15IT080,-0.238
set15IT081,-0.024
set16IT004,-0.001
set16IT005,-0.055
set16IT006,0.031
set16IT007,0.08
set16IT008,-0.166
set16IT009,-0.05
set16IT010,-0.209
set16IT011,-0.048
set16IT012,-0.076
set16IT013,-0.138
set16IT014,-0.088
set16IT015,-0.177
set27IT004,-0.074
set27IT005,-0.109
set27IT006,0.173
set27IT007,-0.171
set27IT008,-0.171
set27IT009,0.069
set27IT010,0.011
set27IT011,-0.057
set27IT012,0.099
set27IT013,-0.132
set27IT014,0.047
set27IT015,-0.004
set27IT016,-0.004
set27IT017,0.086
set27IT018,-0.082
set27IT019,-0.18
set27IT020,0.089
set27IT021,0.047
set27IT024,0.23
set27IT025,-0.342
set27IT028,0.023
set27IT029,0.113
set27IT030,0.163
set27IT031,-0.094
set27IT032,0.021
set27IT033,0.166
set27IT034,0.014
set27IT035,0.029
set27IT036,-0.054
set27IT037,0.232
set27IT038,-0.043
set27IT039,0.017
set27IT040,-0.049
set27IT041,0.043
set27IT042,0.048
set27IT043,0.076
set27IT044,-0.006
set27IT045,-0.047
set27IT046,0.003
set27IT047,-0.087
set27IT048,-0.102
set27IT049,-0.122
set27IT050,0.168
set27IT051,0.164
set27IT052,-0.062
set27IT053,0.124
set27IT054,0.038
set27IT055,-0.005
set27IT056,0.059
set27IT057,0.059
set27IT058,-0.049
set27IT059,-0.18
set27IT060,0.003
set27IT061,-0.106
set27IT062,-0.106
set27IT063,0.061
set27IT064,0.022
set27IT065,-0.095
set27IT066,-0.067
set27IT067,-0.104
set27IT068,0.098
set27IT069,-0.162
set27IT070,-0.029
set27IT071,0.128
set27IT072,-0.049
set27IT073,0.144
set28IT003,-0.118
set28IT004,-0.034
set28IT005,-0.076
set28IT006,-0.007
set28IT007,-0.2
set28IT008,-0.091
set28IT009,0.124
set28IT010,-0.016
set28IT013,-0.022
set28IT014,0.228
set28IT017,0.018
set28IT018,-0.092
set28IT021,0.03
set28IT022,-0.122
set28IT023,-0.083
set28IT024,-0.14
set28IT027,0.154
set28IT028,0.088
set28IT029,0.139
set28IT030,-0.023
set28IT031,-0.101
set28IT032,-0.174
set28IT035,0.04
set28IT036,-0.015
set28IT037,-0.039
set28IT038,0.007
set28IT039,-0.065
set28IT040,-0.172
set28IT041,-0.081
set28IT042,0.036
set28IT045,-0.012
set28IT046,0.145
set29IT004,-0.014
set29IT005,0.253
set29IT006,-0.084
set29IT007,0.03
set29IT014,0.212
set29IT015,0.108
set29IT057,0.053
set29IT058,0.003
set100IT008,0.066
set100IT009,-0.028
set100IT010,0.078
set100IT011,0.149
set100IT012,-0.01
set100IT013,-0.042
set100IT014,0.018
set100IT015,0.02
set100IT016,-0.035
set100IT017,-0.863
set100IT018,-0.874
set100IT019,-1.225
set100IT020,-0.858
set100IT021,-0.914
set100IT022,-1.138
set100IT023,0.112
set100IT024,-0.015
set100IT025,0.01
set100IT026,0.063
set100IT027,-0.142
set100IT028,-0.027
set100IT029,0.173
set100IT030,0.03
set100IT031,0.009
set100IT032,0.059
set100IT033,0.1
set100IT034,0.021
set100IT035,0.007
set100IT036,-0.028
set100IT037,-0.065
set100IT038,-0.101
set100IT039,-0.159
set100IT040,-0.275
set100IT041,0.116
set100IT042,-0.025
set100IT043,-0.037
set100IT044,0.152
set100IT045,0.061
set100IT046,0.142
set101IT007,0.253
set101IT008,-0.014
set101IT009,-0.001
set101IT013,-2.858
set101IT014,-2.868
set101IT015,-2.228
set101IT016,-0.209
set101IT017,-0.015
set101IT018,-0.178
set101IT019,-1.417
set101IT020,-1.58
set101IT021,-1.534
set101IT022,-2.048
set101IT023,-1.387
set101IT024,-1.727
set101IT025,-1.515
set101IT026,-1.245
set101IT027,-1.996
set101IT028,-1.138
set101IT029,-0.606
set101IT030,-1.023
set101IT031,-1.969
set101IT032,-2.263
set101IT033,-1.764
set101IT034,-2.307
set101IT035,-2.167
set101IT036,-1.97
set101IT037,0.148
set101IT038,-0.065
set101IT039,-0.044
set101IT040,0.149
set101IT041,0.137
set101IT042,-0.061
set101IT043,0.147
set101IT044,-0.155
set101IT045,0.136
set101IT046,0.062
set101IT047,0.012
set101IT048,0.142
