,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.28527491948039735,0.7509943160696926,2.0,0.0,-0.2457582540450356,1.0,0.8163080930058303,,,,
1,set1__Glucose carbon source (20mM),-0.2782981716716767,0.08204179728480711,2.0,2.0,-0.3363104828724959,3.0,-0.2202858604708575,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.285174736020923,0.7292755063535539,2.0,4.0,0.230500919874928,5.0,-0.8008503919167741,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.1399209197376847,0.5937901665230086,2.0,6.0,0.279952133612624,7.0,-0.5597939730879934,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.14843054622536817,0.0139781172824398,2.0,8.0,-0.1385465247067341,9.0,-0.1583145677440022,,,,
5,set5__D-Glucose carbon source,0.27102865635329537,0.044613437099010965,2.0,10.0,0.3025751202580455,11.0,0.2394821924485452,,,,
6,set5__Levulinic Acid carbon source,-0.8622563232689573,0.6562060169964038,4.0,12.0,-1.7648654582345082,13.0,-0.8761062313396486,14.0,-0.2352438776018361,15.0,-0.5728097258998361
7,set5__Vanillin carbon source,-2.9940349108513944,0.16616974739134044,2.0,16.0,-2.876535155642922,17.0,-3.111534666059867,,,,
8,set5__p-Coumaric acid carbon source,-0.5371492031272608,0.09329851291356653,2.0,18.0,-0.6031212142830643,19.0,-0.4711771919714572,,,,
9,set6__D-Glucose carbon source,-1.1011593556112973,,1.0,20.0,-1.1011593556112973,,,,,,
10,set6__Ferulic Acid carbon source,-2.298100732432237,,1.0,21.0,-2.298100732432237,,,,,,
11,set6__benzoic acid carbon source,-0.8161237005103759,,1.0,22.0,-0.8161237005103759,,,,,,
12,set6__Valerolactam carbon source,-0.6375294953442426,,1.0,23.0,-0.6375294953442426,,,,,,
13,set6__D-Glucuronic Acid carbon source,-1.311550631580645,,1.0,24.0,-1.311550631580645,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.3322078932261332,,1.0,25.0,0.3322078932261332,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.04018196426420475,0.18908870016040763,2.0,26.0,-0.1738878663933788,30.0,0.0935239378649693,,,,
16,set7__Valerolactam 10 mM carbon source,-0.9228424514395296,,1.0,27.0,-0.9228424514395296,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.8189771887590328,,1.0,28.0,0.8189771887590328,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.3991462553426957,0.4027251525124665,2.0,29.0,0.6839159416386473,31.0,0.1143765690467441,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.0618594921031953,,1.0,32.0,0.0618594921031953,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,1.0909403460873262,,1.0,33.0,1.0909403460873262,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.1704253294222633,,1.0,34.0,0.1704253294222633,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.6587390346892645,2.469238320667625,2.0,35.0,1.087276126220496,47.0,-2.404754195599025,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.3064849685748752,2.22526593468156,2.0,36.0,0.2670156637818767,49.0,-2.879985600931627,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.1588877291588237,,1.0,37.0,0.1588877291588237,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,1.166988707432979,,1.0,38.0,1.166988707432979,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.2918382227291173,,1.0,39.0,0.2918382227291173,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.6961359898791573,,1.0,40.0,0.6961359898791573,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.4351360682800781,,1.0,41.0,0.4351360682800781,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.7591320543125966,,1.0,42.0,-0.7591320543125966,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.13298754081567,,1.0,43.0,0.13298754081567,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.1072390556338519,,1.0,44.0,-0.1072390556338519,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.275471552974005,,1.0,45.0,-0.275471552974005,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-1.4739937496682487,,1.0,46.0,-1.4739937496682487,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-1.3926525552408666,,1.0,48.0,-1.3926525552408666,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-1.3515186116547149,,1.0,50.0,-1.3515186116547149,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.1084670446714977,,1.0,51.0,-0.1084670446714977,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.2994836802746103,,1.0,52.0,0.2994836802746103,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.7459603573331826,,1.0,53.0,0.7459603573331826,,,,,,
39,set10__L-Arginine carbon source,0.033587240297396,,1.0,54.0,0.033587240297396,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.3237396616008534,,1.0,55.0,0.3237396616008534,,,,,,
41,set10__L-Histidine carbon source,-1.1351992889435023,,1.0,56.0,-1.1351992889435023,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-1.457001472883649,,1.0,57.0,-1.457001472883649,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-1.3978020139592908,,1.0,58.0,-1.3978020139592908,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-1.5161304040538095,,1.0,59.0,-1.5161304040538095,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-2.008746087152373,,1.0,60.0,-2.008746087152373,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-2.9181923118383835,,1.0,61.0,-2.9181923118383835,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.655846070133611,,1.0,62.0,-0.655846070133611,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.952785186964455,,1.0,63.0,-0.952785186964455,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-1.5580080400395884,,1.0,64.0,-1.5580080400395884,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-1.7252683379037457,,1.0,65.0,-1.7252683379037457,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.6646094147303634,,1.0,66.0,-0.6646094147303634,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-2.5671435672802883,,1.0,67.0,-2.5671435672802883,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-1.1103640614283743,,1.0,68.0,-1.1103640614283743,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-1.4164533941373438,,1.0,69.0,-1.4164533941373438,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-1.699580280766542,,1.0,70.0,-1.699580280766542,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-1.615458905451912,,1.0,71.0,-1.615458905451912,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-0.5118184551681396,,1.0,72.0,-0.5118184551681396,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-1.1732663778488783,,1.0,73.0,-1.1732663778488783,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.5528166005705918,,1.0,74.0,-0.5528166005705918,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.6259319641768619,,1.0,75.0,-0.6259319641768619,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-1.0956711027309785,,1.0,76.0,-1.0956711027309785,,,,,,
