,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.262,0.535986940139403,2.0,0.0,0.641,1.0,-0.117,,,,
1,set1__Glucose carbon source (20mM),0.06999999999999999,0.4072935059634514,2.0,2.0,0.358,3.0,-0.218,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.34299999999999997,0.33941125496954283,2.0,4.0,0.103,5.0,0.583,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.649,0.44123463146040565,2.0,6.0,0.961,7.0,0.337,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.8400000000000001,0.041012193308819715,2.0,8.0,0.811,9.0,0.869,,,,
5,set5__D-Glucose carbon source,-0.188,0.10889444430272834,2.0,10.0,-0.265,11.0,-0.111,,,,
6,set5__Levulinic Acid carbon source,-0.08425,0.3042240128589458,4.0,12.0,0.139,13.0,-0.446,14.0,-0.224,15.0,0.194
7,set5__Vanillin carbon source,-0.275,0.27152900397563423,2.0,16.0,-0.083,17.0,-0.467,,,,
8,set5__p-Coumaric acid carbon source,0.1405,0.19304015126392748,2.0,18.0,0.277,19.0,0.004,,,,
9,set6__D-Glucose carbon source,-0.005,,1.0,20.0,-0.005,,,,,,
10,set6__Ferulic Acid carbon source,-0.376,,1.0,21.0,-0.376,,,,,,
11,set6__benzoic acid carbon source,0.283,,1.0,22.0,0.283,,,,,,
12,set6__Valerolactam carbon source,0.063,,1.0,23.0,0.063,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.047,,1.0,24.0,-0.047,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,1.727,,1.0,25.0,1.727,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.29800000000000004,0.22344574285494903,2.0,26.0,-0.14,30.0,-0.456,,,,
16,set7__Valerolactam 10 mM carbon source,0.357,,1.0,27.0,0.357,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.228,,1.0,28.0,0.228,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.263,0.47658997051973306,2.0,29.0,-0.074,31.0,0.6,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.304,,1.0,32.0,-0.304,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.375,,1.0,33.0,-0.375,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.102,,1.0,34.0,-0.102,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.5905,0.04737615433949865,2.0,35.0,-0.557,47.0,-0.624,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.25,0.05091168824543141,2.0,36.0,-0.214,49.0,-0.286,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.19,,1.0,37.0,0.19,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.144,,1.0,38.0,0.144,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.298,,1.0,39.0,0.298,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.45,,1.0,40.0,0.45,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.579,,1.0,41.0,0.579,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.083,,1.0,42.0,-0.083,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.041,,1.0,43.0,-0.041,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.126,,1.0,44.0,0.126,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.085,,1.0,45.0,-0.085,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.137,,1.0,46.0,0.137,,,,,,
