,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.132,0.041012193308819764,2.0,0.0,-0.103,1.0,-0.161,,,,
1,set1__Glucose carbon source (20mM),0.0015,0.0021213203435596424,2.0,2.0,0.0,3.0,0.003,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0675,0.12091525958289963,2.0,4.0,-0.018,5.0,0.153,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.0975,0.08131727983645297,2.0,6.0,-0.155,7.0,-0.04,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.031,0.13010764773832473,2.0,8.0,0.123,9.0,-0.061,,,,
5,set5__D-Glucose carbon source,-0.012,0.09758073580374356,2.0,10.0,0.057,11.0,-0.081,,,,
6,set5__Levulinic Acid carbon source,-0.06625,0.033589432862136864,4.0,12.0,-0.096,13.0,-0.075,14.0,-0.076,15.0,-0.018
7,set5__Vanillin carbon source,-0.0095,0.0007071067811865482,2.0,16.0,-0.01,17.0,-0.009,,,,
8,set5__p-Coumaric acid carbon source,-0.024499999999999997,0.09121677477306463,2.0,18.0,-0.089,19.0,0.04,,,,
9,set6__D-Glucose carbon source,0.116,,1.0,20.0,0.116,,,,,,
10,set6__Ferulic Acid carbon source,0.044,,1.0,21.0,0.044,,,,,,
11,set6__benzoic acid carbon source,0.028,,1.0,22.0,0.028,,,,,,
12,set6__Valerolactam carbon source,0.008,,1.0,23.0,0.008,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.032,,1.0,24.0,-0.032,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.059,,1.0,25.0,-0.059,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.1555,0.013435028842544414,2.0,26.0,0.165,30.0,0.146,,,,
16,set7__Valerolactam 10 mM carbon source,0.091,,1.0,27.0,0.091,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.078,,1.0,28.0,-0.078,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.07500000000000001,0.0565685424949238,2.0,29.0,0.035,31.0,0.115,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.113,,1.0,32.0,0.113,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.064,,1.0,33.0,0.064,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.02,,1.0,34.0,0.02,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.039,0.03252691193458118,2.0,35.0,0.016,47.0,0.062,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0675,0.06576093065034892,2.0,36.0,-0.021,49.0,-0.114,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.058,,1.0,37.0,-0.058,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.275,,1.0,38.0,0.275,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.091,,1.0,39.0,-0.091,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.013,,1.0,40.0,0.013,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.112,,1.0,41.0,0.112,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.014,,1.0,42.0,0.014,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.025,,1.0,43.0,0.025,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.005,,1.0,44.0,0.005,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.088,,1.0,45.0,0.088,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.043,,1.0,46.0,0.043,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.108,,1.0,48.0,0.108,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.125,,1.0,50.0,0.125,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.09,,1.0,51.0,-0.09,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.159,,1.0,52.0,-0.159,,,,,,
