,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.0335,0.13364318164425748,2.0,0.0,-0.128,1.0,0.061,,,,
1,set1__Glucose carbon source (20mM),0.011499999999999996,0.21142492757477774,2.0,2.0,0.161,3.0,-0.138,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.14100000000000001,0.02828427124746191,2.0,4.0,-0.161,5.0,-0.121,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.068,0.12445079348883237,2.0,6.0,-0.156,7.0,0.02,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.1965,0.3825447686219222,2.0,8.0,0.074,9.0,-0.467,,,,
5,set5__D-Glucose carbon source,-0.032,0.09475230867899738,2.0,10.0,0.035,11.0,-0.099,,,,
6,set5__Levulinic Acid carbon source,0.02775,0.09256484213782251,4.0,12.0,0.162,13.0,-0.038,14.0,-0.029,15.0,0.016
7,set5__Vanillin carbon source,0.062000000000000006,0.07778174593052023,2.0,16.0,0.007,17.0,0.117,,,,
8,set5__p-Coumaric acid carbon source,0.0495,0.007778174593052025,2.0,18.0,0.044,19.0,0.055,,,,
9,set6__D-Glucose carbon source,-0.078,,1.0,20.0,-0.078,,,,,,
10,set6__Ferulic Acid carbon source,-0.135,,1.0,21.0,-0.135,,,,,,
11,set6__benzoic acid carbon source,-0.116,,1.0,22.0,-0.116,,,,,,
12,set6__Valerolactam carbon source,0.232,,1.0,23.0,0.232,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.069,,1.0,24.0,-0.069,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.126,,1.0,25.0,0.126,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.183,0.342239682094289,2.0,26.0,-0.425,30.0,0.059,,,,
16,set7__Valerolactam 10 mM carbon source,0.176,,1.0,27.0,0.176,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.117,,1.0,28.0,-0.117,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.116,0.10889444430272834,2.0,29.0,-0.193,31.0,-0.039,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.16,,1.0,32.0,-0.16,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.007,,1.0,33.0,-0.007,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.005,,1.0,34.0,0.005,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0915,0.08131727983645295,2.0,35.0,0.034,47.0,0.149,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.023,0.07919595949289333,2.0,36.0,-0.079,49.0,0.033,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.107,,1.0,37.0,-0.107,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.16,,1.0,38.0,0.16,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.038,,1.0,39.0,-0.038,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.188,,1.0,40.0,-0.188,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.106,,1.0,41.0,-0.106,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.233,,1.0,42.0,-0.233,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.032,,1.0,43.0,0.032,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.063,,1.0,44.0,0.063,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.105,,1.0,45.0,-0.105,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.013,,1.0,46.0,-0.013,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.255,,1.0,48.0,-0.255,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.234,,1.0,50.0,-0.234,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.237,,1.0,51.0,0.237,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.336,,1.0,52.0,0.336,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.249,,1.0,53.0,0.249,,,,,,
39,set10__L-Arginine carbon source,-0.1,,1.0,54.0,-0.1,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.286,,1.0,55.0,0.286,,,,,,
41,set10__L-Histidine carbon source,-0.055,,1.0,56.0,-0.055,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.056,,1.0,57.0,-0.056,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.046,,1.0,58.0,-0.046,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.185,,1.0,59.0,-0.185,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.108,,1.0,60.0,-0.108,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.228,,1.0,61.0,0.228,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.06,,1.0,62.0,-0.06,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.026,,1.0,63.0,-0.026,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.142,,1.0,64.0,-0.142,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.209,,1.0,65.0,-0.209,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.066,,1.0,66.0,-0.066,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.327,,1.0,67.0,-0.327,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.072,,1.0,68.0,0.072,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.084,,1.0,69.0,-0.084,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.071,,1.0,70.0,-0.071,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.078,,1.0,71.0,-0.078,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.035,,1.0,72.0,0.035,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-0.104,,1.0,73.0,-0.104,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.258,,1.0,74.0,0.258,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.17,,1.0,75.0,-0.17,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,0.098,,1.0,76.0,0.098,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-0.046,,1.0,77.0,-0.046,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,0.129,,1.0,78.0,0.129,,,,,,
64,set10__Sodium butyrate carbon source,-0.084,,1.0,79.0,-0.084,,,,,,
65,set12__Vanillin carbon source,-0.185,0.036769552621700466,2.0,80.0,-0.159,97.0,-0.211,,,,
66,"set12__1,2-Propanediol carbon source",0.1035,0.12091525958289963,2.0,81.0,0.189,98.0,0.018,,,,
67,set12__Sodium propionate carbon source,-0.016,0.05374011537017761,2.0,82.0,-0.054,99.0,0.022,,,,
68,set12__2-methyl-1-butanol carbon source,0.0995,0.20718228688765844,2.0,83.0,-0.047,100.0,0.246,,,,
69,"set12__1,5-Pentanediol carbon source",0.1375,0.07424621202458749,2.0,84.0,0.19,101.0,0.085,,,,
70,"set12__1,4-Butanediol carbon source",0.0455,0.11384419177103416,2.0,85.0,0.126,102.0,-0.035,,,,
71,set12__Vanillic Acid carbon source,0.134,0.005656854249492385,2.0,86.0,0.13,103.0,0.138,,,,
72,set12__Protocatechuic Acid carbon source,0.127,0.043840620433565944,2.0,87.0,0.158,89.0,0.096,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-0.08349999999999999,0.01767766952966369,2.0,88.0,-0.071,104.0,-0.096,,,,
74,set12__L-Lysine carbon source,0.0115,0.0007071067811865482,2.0,90.0,0.011,105.0,0.012,,,,
75,set12__p-Coumaric acid carbon source,-0.108,0.10606601717798213,2.0,91.0,-0.183,106.0,-0.033,,,,
76,set12__benzoic acid carbon source,-0.067,0.014142135623730947,2.0,92.0,-0.077,107.0,-0.057,,,,
77,set12__Ferulic Acid carbon source,-0.042,0.21637467504308353,2.0,93.0,0.111,108.0,-0.195,,,,
78,set12__D-Glucose carbon source,0.1705,0.13788582233137678,2.0,94.0,0.073,109.0,0.268,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,0.08099999999999999,0.09192388155425117,2.0,95.0,0.146,110.0,0.016,,,,
80,set12__Phenylacetic acid carbon source,0.22499999999999998,0.1697056274847714,2.0,96.0,0.345,111.0,0.105,,,,
81,set15__Butyl stearate carbon source,-0.016500000000000004,0.09545941546018392,2.0,112.0,-0.084,124.0,0.051,,,,
82,set15__Hexanoic acid carbon source,0.177,0.4497199128346442,2.0,113.0,-0.141,125.0,0.495,,,,
83,set15__Decanoic acid carbon source,0.149,0.10606601717798214,2.0,114.0,0.074,126.0,0.224,,,,
84,set15__Lauric acid carbon source,-0.1395,0.016263455967290587,2.0,115.0,-0.151,127.0,-0.128,,,,
85,set15__Valeric acid carbon source,0.039,0.01414213562373095,2.0,116.0,0.049,128.0,0.029,,,,
86,set15__Octanoic acid carbon source,-0.03899999999999999,0.15273506473629425,2.0,117.0,-0.147,129.0,0.069,,,,
87,set15__Nonanoic acid carbon source,0.07800000000000001,0.1767766952966369,2.0,118.0,0.203,130.0,-0.047,,,,
88,set15__Tween 20 carbon source,-0.1855,0.12374368670764584,2.0,119.0,-0.098,131.0,-0.273,,,,
89,set15__Myristic acid carbon source,0.1245,0.09263098833543773,2.0,120.0,0.059,132.0,0.19,,,,
90,set15__Sodium butyrate carbon source,-0.2845,0.12940054095713818,2.0,121.0,-0.376,133.0,-0.193,,,,
91,set15__Oleic acid carbon source,0.026,0.04101219330881976,2.0,122.0,0.055,134.0,-0.003,,,,
92,set15__Heptanoic acid carbon source,-0.063,0.03394112549695428,2.0,123.0,-0.087,135.0,-0.039,,,,
93,set16__Butanol carbon source,0.036500000000000005,0.030405591591021547,2.0,136.0,0.058,137.0,0.015,,,,
94,"set16__1,3-Butandiol carbon source",0.0515,0.09545941546018392,2.0,138.0,-0.016,139.0,0.119,,,,
95,set16__3-methyl-3-butenol carbon source,-0.022999999999999996,0.1145512985522207,2.0,140.0,-0.104,141.0,0.058,,,,
96,set16__3-methyl-1-butanol carbon source,-0.0125,0.000707106781186547,2.0,142.0,-0.013,143.0,-0.012,,,,
97,set16__1-Pentanol carbon source,-0.0175,0.1251579002700189,2.0,144.0,0.071,145.0,-0.106,,,,
98,set16__Ethanol carbon source,0.06849999999999999,0.11384419177103415,2.0,146.0,0.149,147.0,-0.012,,,,
99,set27__Ammonium chloride nitrogen source,-0.0415,0.09828784258493012,2.0,148.0,-0.111,149.0,0.028,,,,
100,set27__6-aminocaproic acid nitrogen source,0.0765,0.09545941546018391,2.0,150.0,0.009,151.0,0.144,,,,
101,set27__Urea nitrogen source,-0.0755,0.24253762594698577,2.0,152.0,0.096,153.0,-0.247,,,,
102,set27__Sodium nitrite nitrogen source,0.10450000000000001,0.009192388155425116,2.0,154.0,0.098,155.0,0.111,,,,
103,set27__Valerolactam nitrogen source,-0.0425,0.08273149339882606,2.0,156.0,0.016,157.0,-0.101,,,,
104,set27__4-aminobutyric acid nitrogen source,-0.016999999999999994,0.17819090885900998,2.0,158.0,-0.143,159.0,0.109,,,,
105,set27__Sodium nitrate nitrogen source,0.091,0.20930360723121805,2.0,160.0,0.239,161.0,-0.057,,,,
106,set27__5-Aminovaleric acid nitrogen source,0.031,0.08485281374238571,2.0,162.0,-0.029,163.0,0.091,,,,
107,set27__Caprolactam nitrogen source,0.114,0.07495331880577405,2.0,164.0,0.061,165.0,0.167,,,,
108,set27__Hydantoin nitrogen source,0.028000000000000004,0.19657568516986024,2.0,166.0,0.167,167.0,-0.111,,,,
109,set27__DL-2-Aminobutyric acid nitrogen source,0.013,0.0579827560572969,2.0,168.0,-0.028,169.0,0.054,,,,
110,set27__3-aminobutyric acid nitrogen source,-1.1684999999999999,0.08697413408594534,2.0,170.0,-1.107,171.0,-1.23,,,,
111,set27__D-Lysine nitrogen source,-0.091,0.05232590180780452,2.0,172.0,-0.054,173.0,-0.128,,,,
112,set27__D-Alanine nitrogen source,0.024499999999999997,0.10960155108391487,2.0,174.0,0.102,175.0,-0.053,,,,
113,set27__L-Arginine nitrogen source,-0.034,0.14283556979968262,2.0,176.0,-0.135,177.0,0.067,,,,
114,set27__L-Aspartate nitrogen source,-0.007000000000000001,0.025455844122715714,2.0,178.0,0.011,179.0,-0.025,,,,
115,set27__Beta-alanine nitrogen source,-0.1955,0.28779245994292485,2.0,180.0,0.008,181.0,-0.399,,,,
116,set27__L-Ornithine nitrogen source,-0.072,0.07495331880577404,2.0,182.0,-0.125,183.0,-0.019,,,,
117,set27__L-Glutamine nitrogen source,0.018,0.007071067811865475,2.0,184.0,0.013,185.0,0.023,,,,
118,set27__L-Alanine nitrogen source,-0.097,0.011313708498984762,2.0,186.0,-0.105,187.0,-0.089,,,,
119,set27__L-Cysteine nitrogen source,0.0045,0.026162950903902256,2.0,188.0,0.023,189.0,-0.014,,,,
120,set27__L-Lysine nitrogen source,-0.27,0.12586500705120546,2.0,190.0,-0.181,191.0,-0.359,,,,
121,set27__L-Asparagine nitrogen source,-0.0605,0.010606601717798219,2.0,192.0,-0.053,193.0,-0.068,,,,
122,set27__L-Proline nitrogen source,-0.1225,0.03747665940288701,2.0,194.0,-0.149,195.0,-0.096,,,,
123,set27__Glycine nitrogen source,-0.0605,0.02899137802864845,2.0,196.0,-0.081,197.0,-0.04,,,,
124,set27__L-Methionine nitrogen source,0.1015,0.0021213203435596346,2.0,198.0,0.1,199.0,0.103,,,,
125,set27__L-Valine nitrogen source,0.014000000000000002,0.028284271247461905,2.0,200.0,-0.006,201.0,0.034,,,,
126,set27__L-Histidine nitrogen source,0.123,0.04101219330881975,2.0,202.0,0.094,203.0,0.152,,,,
127,set27__L-Phenylalanine nitrogen source,-0.2255,0.0417193000900063,2.0,204.0,-0.196,205.0,-0.255,,,,
128,set27__L-Isoleucine nitrogen source,-0.0795,0.0700035713374682,2.0,206.0,-0.03,207.0,-0.129,,,,
129,set27__L-Leucine nitrogen source,0.219,0.13010764773832473,2.0,208.0,0.127,209.0,0.311,,,,
130,set27__L-Threonine nitrogen source,-0.049,0.05939696961966999,2.0,210.0,-0.007,211.0,-0.091,,,,
131,set27__L-Serine nitrogen source,0.0965,0.028991378028648453,2.0,212.0,0.117,213.0,0.076,,,,
132,set28__Ethanolamine nitrogen source,-0.261,0.02545584412271573,2.0,214.0,-0.279,215.0,-0.243,,,,
133,set28__Choline chloride nitrogen source,-0.1115,0.03464823227814084,2.0,216.0,-0.136,217.0,-0.087,,,,
134,set28__Carnitine Hydrochloride nitrogen source,-0.196,0.03959797974644666,2.0,218.0,-0.224,219.0,-0.168,,,,
135,set28__Betaine nitrogen source,-0.179,0.06363961030678927,2.0,220.0,-0.134,221.0,-0.224,,,,
136,set28__Nicotinic Acid nitrogen source,-0.187,0.016970562748477157,2.0,222.0,-0.199,223.0,-0.175,,,,
137,set28__Butyrolactam nitrogen source,-0.21300000000000002,0.018384776310850233,2.0,224.0,-0.2,225.0,-0.226,,,,
138,set28__Cytosine nitrogen source,-1.237,0.28425692603699204,2.0,226.0,-1.036,227.0,-1.438,,,,
