,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.017,0.11172287142747452,2.0,0.0,0.062,1.0,-0.096,,,,
1,set1__Glucose carbon source (20mM),-0.009,0.029698484809834995,2.0,2.0,0.012,3.0,-0.03,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.062,0.042426406871192854,2.0,4.0,-0.032,5.0,-0.092,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.0805,0.07848885271170679,2.0,6.0,0.025,7.0,0.136,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.006999999999999999,0.021213203435596427,2.0,8.0,0.008,9.0,-0.022,,,,
5,set5__D-Glucose carbon source,-0.08399999999999999,0.09616652224137046,2.0,10.0,-0.152,11.0,-0.016,,,,
6,set5__Levulinic Acid carbon source,-0.013249999999999998,0.06908629868987531,4.0,12.0,-0.038,13.0,0.085,14.0,-0.076,15.0,-0.024
7,set5__Vanillin carbon source,-0.066,0.02969848480983499,2.0,16.0,-0.045,17.0,-0.087,,,,
8,set5__p-Coumaric acid carbon source,-0.0165,0.05868986283848345,2.0,18.0,0.025,19.0,-0.058,,,,
9,set6__D-Glucose carbon source,-0.012,,1.0,20.0,-0.012,,,,,,
10,set6__Ferulic Acid carbon source,0.0,,1.0,21.0,0.0,,,,,,
11,set6__benzoic acid carbon source,-0.006,,1.0,22.0,-0.006,,,,,,
12,set6__Valerolactam carbon source,-0.044,,1.0,23.0,-0.044,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.197,,1.0,24.0,-0.197,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.107,,1.0,25.0,0.107,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.03,0.03252691193458118,2.0,26.0,0.007,30.0,0.053,,,,
16,set7__Valerolactam 10 mM carbon source,0.171,,1.0,27.0,0.171,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.173,,1.0,28.0,0.173,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.1535,0.06717514421272203,2.0,29.0,-0.201,31.0,-0.106,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.159,,1.0,32.0,0.159,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.15,,1.0,33.0,0.15,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.005,,1.0,34.0,0.005,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.011499999999999998,0.04596194077712559,2.0,35.0,0.044,47.0,-0.021,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.056999999999999995,0.21354624791833735,2.0,36.0,0.208,49.0,-0.094,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.072,,1.0,37.0,-0.072,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.096,,1.0,38.0,-0.096,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.111,,1.0,39.0,0.111,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.034,,1.0,40.0,-0.034,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.05,,1.0,41.0,0.05,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.091,,1.0,42.0,0.091,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.005,,1.0,43.0,0.005,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.025,,1.0,44.0,0.025,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.11,,1.0,45.0,0.11,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.002,,1.0,46.0,-0.002,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.032,,1.0,48.0,0.032,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.044,,1.0,50.0,-0.044,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.101,,1.0,51.0,-0.101,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.038,,1.0,52.0,0.038,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.036,,1.0,53.0,0.036,,,,,,
39,set10__L-Arginine carbon source,-0.081,,1.0,54.0,-0.081,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.013,,1.0,55.0,-0.013,,,,,,
41,set10__L-Histidine carbon source,-0.034,,1.0,56.0,-0.034,,,,,,
