,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.07061932302326795,0.6537809599559928,2.0,0.0,0.5329122732188012,1.0,-0.3916736271722653,,,,
1,set1__Glucose carbon source (20mM),0.8175863473708727,0.019100525810549347,2.0,2.0,0.8310924586957408,3.0,0.8040802360460045,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.2295463964426183,0.3454554528547422,2.0,4.0,0.4738202897540762,5.0,-0.0147274968688396,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.15666874044088064,0.2121420733189372,2.0,6.0,-0.3066758390596749,7.0,-0.0066616418220864,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.02269229411829425,0.14743946535730645,2.0,8.0,0.1269477398869647,9.0,-0.0815631516503762,,,,
5,set5__D-Glucose carbon source,-0.3516749885183337,0.04246956247679936,2.0,10.0,-0.3216444728969631,11.0,-0.3817055041397042,,,,
6,set5__Levulinic Acid carbon source,-0.15262498705222757,0.47772556119714765,4.0,12.0,-0.485593584709853,13.0,0.5514894338418004,14.0,-0.2705764535754836,15.0,-0.4058193437653741
7,set5__Vanillin carbon source,-0.39142219222678426,0.27992447655587865,2.0,16.0,-0.1934856966340277,17.0,-0.5893586878195408,,,,
8,set5__p-Coumaric acid carbon source,0.3351550617600535,0.07687771318188633,2.0,18.0,0.3895158140730797,19.0,0.2807943094470272,,,,
9,set6__D-Glucose carbon source,-0.1534776886989581,,1.0,20.0,-0.1534776886989581,,,,,,
10,set6__Ferulic Acid carbon source,0.3740724278840787,,1.0,21.0,0.3740724278840787,,,,,,
11,set6__benzoic acid carbon source,-0.4988251093653162,,1.0,22.0,-0.4988251093653162,,,,,,
12,set6__Valerolactam carbon source,-0.6589338399472269,,1.0,23.0,-0.6589338399472269,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.2012204747027466,,1.0,24.0,0.2012204747027466,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-23.77966029898321,,1.0,25.0,-23.77966029898321,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.735217977612074,1.260105749086622,2.0,26.0,-1.6262472978033786,30.0,0.1558113425792308,,,,
16,set7__Valerolactam 10 mM carbon source,0.112419995389807,,1.0,27.0,0.112419995389807,,,,,,
17,set7__L-Lysine 10 mM carbon source,-1.2563106939881286,,1.0,28.0,-1.2563106939881286,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.5772015074163053,0.5964031060260818,2.0,29.0,-0.9989221880080672,31.0,-0.1554808268245434,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.0418745946714358,,1.0,32.0,0.0418745946714358,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.1450487232706776,,1.0,33.0,-0.1450487232706776,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,1.0670560469351762,,1.0,34.0,1.0670560469351762,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.225857702297341,0.25728574726873776,2.0,35.0,-0.0439292057009683,47.0,-0.4077861988937137,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,1.0729009178905393,1.1908807072223142,2.0,36.0,1.9149807415516693,49.0,0.2308210942294093,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.5200105392986948,,1.0,37.0,-0.5200105392986948,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,1.901458934327596,,1.0,38.0,1.901458934327596,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.3762779587814855,,1.0,39.0,0.3762779587814855,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.0504400158510347,,1.0,40.0,0.0504400158510347,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.6419353929528994,,1.0,41.0,-0.6419353929528994,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.8841239052661364,,1.0,42.0,-0.8841239052661364,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.5083262232078728,,1.0,43.0,-0.5083262232078728,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.5398744947726273,,1.0,44.0,-0.5398744947726273,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.2345069049698156,,1.0,45.0,-0.2345069049698156,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.4233166304957414,,1.0,46.0,-0.4233166304957414,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.6143969311373689,,1.0,48.0,-0.6143969311373689,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.2941763615262208,,1.0,50.0,0.2941763615262208,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.9677494152770844,,1.0,51.0,-0.9677494152770844,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-1.4901211661084002,,1.0,52.0,-1.4901211661084002,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.8851462445513579,,1.0,53.0,0.8851462445513579,,,,,,
39,set10__L-Arginine carbon source,0.5228992401857712,,1.0,54.0,0.5228992401857712,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.4752607215364297,,1.0,55.0,-0.4752607215364297,,,,,,
41,set10__L-Histidine carbon source,-0.518032763539021,,1.0,56.0,-0.518032763539021,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.9016379297889386,,1.0,57.0,-0.9016379297889386,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.2757880343380102,,1.0,58.0,-0.2757880343380102,,,,,,
