,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-0.499144152768895,0.2292503514691384,2.0,0.0,-0.6612486308821222,1.0,-0.3370396746556678,,,,
1,set1__Glucose carbon source (20mM),-0.2946252405644419,0.3519608078096852,2.0,2.0,-0.5434991144785655,3.0,-0.0457513666503183,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),1.135223118580158,0.5389773037832822,2.0,4.0,0.7541086121693572,5.0,1.5163376249909586,,,,
3,set1__Potassium Acetate Carbon Source (20mM),2.324045135377016,0.07636074314121308,2.0,6.0,2.378040334668612,7.0,2.27004993608542,,,,
4,set1__Potassium Acetate Carbon Source (5mM),1.2256896088662552,0.20182872157764448,2.0,8.0,1.3684040665320192,9.0,1.082975151200491,,,,
5,set5__D-Glucose carbon source,-0.26746774210726915,0.1404301213520656,2.0,10.0,-0.1681686510163738,11.0,-0.3667668331981645,,,,
6,set5__Levulinic Acid carbon source,0.5475352806026585,0.5467078192823001,4.0,12.0,0.6342488951375154,13.0,-0.2497799669610808,14.0,0.8809257842685791,15.0,0.9247464099656204
7,set5__Vanillin carbon source,-2.260364071814902,0.6220686616534221,2.0,16.0,-2.7002330408336768,17.0,-1.8204951027961271,,,,
8,set5__p-Coumaric acid carbon source,-0.3822525140598438,0.6059868263543967,2.0,18.0,-0.8107499082847526,19.0,0.046244880165065,,,,
9,set6__D-Glucose carbon source,-0.0084544891953624,,1.0,20.0,-0.0084544891953624,,,,,,
10,set6__Ferulic Acid carbon source,0.3637518563204647,,1.0,21.0,0.3637518563204647,,,,,,
11,set6__benzoic acid carbon source,-0.9046610260284308,,1.0,22.0,-0.9046610260284308,,,,,,
12,set6__Valerolactam carbon source,-0.0262829446273596,,1.0,23.0,-0.0262829446273596,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.9924587741103948,,1.0,24.0,-0.9924587741103948,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.0213673169400308,,1.0,25.0,0.0213673169400308,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.2015629080425364,0.12609107711189071,2.0,26.0,-0.2907227637154702,30.0,-0.1124030523696026,,,,
16,set7__Valerolactam 10 mM carbon source,-0.3558563070333762,,1.0,27.0,-0.3558563070333762,,,,,,
17,set7__L-Lysine 10 mM carbon source,2.583492852121463,,1.0,28.0,2.583492852121463,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.6326706177639758,0.06319445641992846,2.0,29.0,-0.5879853890960466,31.0,-0.6773558464319049,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.0728987305450718,,1.0,32.0,-0.0728987305450718,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.822249494059834,,1.0,33.0,0.822249494059834,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0370171956169146,,1.0,34.0,-0.0370171956169146,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.5513850442652165,0.17048230781866233,2.0,35.0,-0.430835848334308,47.0,-0.671934240196125,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,1.0324878655478245,0.339956159240444,2.0,36.0,1.2728731710528762,49.0,0.7921025600427728,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.4886282247777854,,1.0,37.0,-0.4886282247777854,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.9009184660519138,,1.0,38.0,-0.9009184660519138,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.5277620172666271,,1.0,39.0,0.5277620172666271,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-1.4012747063670683,,1.0,40.0,-1.4012747063670683,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-1.1343300645564494,,1.0,41.0,-1.1343300645564494,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-1.9670587823451755,,1.0,42.0,-1.9670587823451755,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-1.888016389665938,,1.0,43.0,-1.888016389665938,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.642030670308642,,1.0,44.0,0.642030670308642,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.0817384802137449,,1.0,45.0,-0.0817384802137449,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.0655366964300419,,1.0,46.0,0.0655366964300419,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.2561699684171608,,1.0,48.0,-0.2561699684171608,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-2.2959205647182737,,1.0,50.0,-2.2959205647182737,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-1.9068382538476436,,1.0,51.0,-1.9068382538476436,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-2.041933211149856,,1.0,52.0,-2.041933211149856,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-2.0368592592413832,,1.0,53.0,-2.0368592592413832,,,,,,
39,set10__L-Arginine carbon source,0.5476508145699914,,1.0,54.0,0.5476508145699914,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,1.0363694607745324,,1.0,55.0,1.0363694607745324,,,,,,
41,set10__L-Histidine carbon source,-1.5162052343685248,,1.0,56.0,-1.5162052343685248,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.2007793929405657,,1.0,57.0,0.2007793929405657,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.293274564079328,,1.0,58.0,0.293274564079328,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.1862344444766168,,1.0,59.0,-0.1862344444766168,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.1075109277089013,,1.0,60.0,-0.1075109277089013,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.2718201537637738,,1.0,61.0,0.2718201537637738,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.1063587703440288,,1.0,62.0,0.1063587703440288,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.1307249755663938,,1.0,63.0,-0.1307249755663938,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.5610995417727,,1.0,64.0,0.5610995417727,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.4610896132508403,,1.0,65.0,-0.4610896132508403,,,,,,
