,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.031,0.1131370849898476,2.0,0.0,-0.049,1.0,0.111,,,,
1,set1__Glucose carbon source (20mM),0.17750000000000002,0.39810111780802626,2.0,2.0,0.459,3.0,-0.104,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.189,0.1385929291125633,2.0,4.0,0.091,5.0,0.287,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.042,0.21213203435596426,2.0,6.0,-0.192,7.0,0.108,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.234,0.4341635636485402,2.0,8.0,-0.073,9.0,0.541,,,,
5,set5__D-Glucose carbon source,-0.238,0.07212489168102784,2.0,10.0,-0.187,11.0,-0.289,,,,
6,set5__Levulinic Acid carbon source,-0.13074999999999998,0.3602530360732578,4.0,12.0,-0.58,13.0,-0.115,14.0,0.302,15.0,-0.13
7,set5__Vanillin carbon source,-0.089,0.03676955262170047,2.0,16.0,-0.063,17.0,-0.115,,,,
8,set5__p-Coumaric acid carbon source,-0.065,0.06646803743153547,2.0,18.0,-0.112,19.0,-0.018,,,,
9,set6__D-Glucose carbon source,0.242,,1.0,20.0,0.242,,,,,,
10,set6__Ferulic Acid carbon source,0.239,,1.0,21.0,0.239,,,,,,
11,set6__benzoic acid carbon source,0.088,,1.0,22.0,0.088,,,,,,
12,set6__Valerolactam carbon source,0.194,,1.0,23.0,0.194,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.215,,1.0,24.0,0.215,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.308,,1.0,25.0,-0.308,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.20650000000000002,0.05161879502661795,2.0,26.0,0.17,30.0,0.243,,,,
16,set7__Valerolactam 10 mM carbon source,-0.112,,1.0,27.0,-0.112,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.164,,1.0,28.0,0.164,,,,,,
