k,name,in_iM,gene_weight,regulator,function,category
45,fModule_46,False,0.0139386117384658,,,
64,fModule_65,False,-0.0118837216138348,DctD-II,,
61,fModule_62,False,0.010644965964528,PP_3603,,
47,fModule_48,False,-0.0105612805110431,,,
80,fModule_81,False,-0.0101831234215605,,,
69,fModule_70,False,-0.0090357332516189,,,
56,fModule_57,False,-0.0088663584308215,,,
37,fModule_38,False,0.0087636454813588,,,
39,fModule_40,False,0.007966716942379,,,
12,fModule_13,False,-0.0079219298634267,ModR,,
23,fModule_24,False,0.0079102481879495,,,
4,fModule_5,False,-0.0075165054622919,BenR,,
83,fModule_84,False,0.0071123681771163,,,
49,fModule_50,False,0.0068961612241339,PP_2046,,
18,fModule_19,False,-0.006885918181366,,,
79,fModule_80,False,0.0067173066286811,,,
17,fModule_18,False,-0.0064224862253831,,,
46,fModule_47,False,-0.0062907772464589,,,
8,fModule_9,False,-0.0061664385019969,,,
2,fModule_3,False,0.0061066205450586,,,
28,fModule_29,False,-0.0059193909386035,,,
62,fModule_63,False,0.005871836293527,,,
3,fModule_4,False,-0.0058526031952947,,,
81,fModule_82,False,-0.0058107417971055,,,
60,fModule_61,False,0.0057890637637146,,,
50,fModule_51,False,-0.0055466898038588,,,
74,fModule_75,False,-0.0053864244938264,,,
75,fModule_76,False,-0.0052993710524251,,,
10,fModule_11,False,0.0052048647439629,PrpR,,
35,fModule_36,False,0.0051303134274056,,,
71,fModule_72,False,0.0050907437338444,,,
48,fModule_49,False,0.0050650509692667,,,
11,fModule_12,False,-0.0047681567636016,BirA,,
78,fModule_79,False,0.004552922043418,,,
57,fModule_58,False,-0.0045418694429354,PrpR,,
66,fModule_67,False,0.0043575706967417,,,
52,fModule_53,False,0.004213734405431,PP_5350,,
24,fModule_25,False,0.004040050085595,PrpR,,
20,fModule_21,False,0.0038137844059,,,
16,fModule_17,False,0.0037413537240779,PedR1,,
15,fModule_16,False,-0.003698155241639,PcaR,,
67,fModule_68,False,0.0036613059589579,,,
40,fModule_41,False,0.0034271952002026,,,
22,fModule_23,False,0.003402230201507,,,
38,fModule_39,False,-0.003343513499827,,,
70,fModule_71,False,-0.0031069209973056,,,
9,fModule_10,False,0.0029608673190464,,,
63,fModule_64,False,0.0029436184776068,,,
1,fModule_2,False,0.0028148482815617,,,
26,fModule_27,False,-0.0028139104260128,,,
68,fModule_69,False,-0.0027873232301292,,,
77,fModule_78,False,-0.0026190280541192,,,
32,fModule_33,False,-0.0025488839664151,BirA,,
27,fModule_28,False,0.002546828388987,VanR,,
59,fModule_60,False,-0.0025077273270816,,,
29,fModule_30,False,0.0024255549351788,HutC,,
21,fModule_22,False,0.0023637512592963,,,
82,fModule_83,False,-0.0021862289209814,,,
14,fModule_15,False,0.0021861196657053,,,
72,fModule_73,False,-0.002052745652976,RpoD,,
58,fModule_59,False,0.0019594910925985,,,
19,fModule_20,False,0.0019395426245467,,,
13,fModule_14,False,0.0019207022087454,PP_3359,,
6,fModule_7,False,-0.0017413986018751,GbdR,,
53,fModule_54,False,-0.0016677546612565,,,
42,fModule_43,False,0.0015816303089427,PhhR,,
30,fModule_31,False,-0.0015362652476049,,,
51,fModule_52,False,0.0015344274947838,FleQ,,
73,fModule_74,False,0.0015332687675959,,,
44,fModule_45,False,-0.0014409135109989,,,
65,fModule_66,False,-0.0013353476106104,,,
54,fModule_55,False,0.0012586591815888,,,
5,fModule_6,False,0.0012080576845115,GcsR,,
0,fModule_1,False,0.0011190770132748,,,
34,fModule_35,False,0.0010527644530092,,,
76,fModule_77,False,-0.0008415295910526,PsrA,,
33,fModule_34,False,-0.0008311130873117,,,
31,fModule_32,False,0.0008184587714218,,,
25,fModule_26,False,0.0008008132987478,,,
7,fModule_8,False,0.0006026845046473,GltR-II,,
36,fModule_37,False,-0.0005978101282198,,,
43,fModule_44,False,-0.0005908057970231,,,
55,fModule_56,False,0.0004020383458684,PydR,,
41,fModule_42,False,0.000224833064074,,,
