,PP_4980
set1IT078,-0.227
set1IT079,-0.118
set1IT080,-0.25
set1IT081,-0.189
set1IT082,-0.118
set1IT083,-0.429
set1IT084,-0.099
set1IT085,0.341
set1IT086,-0.076
set1IT087,-0.196
set5IT075,0.094
set5IT076,-0.104
set5IT081,-0.38
set5IT082,-0.201
set5IT083,-0.123
set5IT084,-0.307
set5IT085,-0.23
set5IT086,-0.19
set5IT087,-0.14
set5IT088,0.08
set6IT057,-0.114
set6IT059,0.638
set6IT061,-0.173
set6IT064,-0.297
set6IT065,0.33
set7IT042,0.248
set7IT044,-0.061
set7IT045,0.024
set7IT055,-0.096
set7IT056,-0.557
set7IT057,0.092
set7IT062,-0.751
set8IT058,-0.482
set8IT059,-0.137
set8IT060,0.345
set8IT062,-0.065
set8IT064,-0.22
set8IT070,0.052
set8IT073,1.013
set8IT080,0.234
set8IT081,0.408
set8IT082,0.645
set8IT084,0.735
set8IT085,0.523
set8IT089,0.264
set8IT090,0.076
set8IT092,0.438
set8IT093,0.692
set8IT094,-0.045
set8IT095,0.841
set8IT096,-0.121
set9IT020,0.403
set9IT022,0.658
set9IT025,0.443
set10IT006,0.448
set10IT008,0.071
set10IT010,0.061
set10IT017,0.031
set10IT018,-0.101
set10IT019,0.138
set10IT020,-0.043
set10IT021,-0.137
set10IT022,-0.104
set10IT023,0.069
set10IT024,0.141
set10IT025,0.284
set10IT026,-0.001
set10IT027,-0.188
set10IT028,-0.163
set10IT029,0.31
set10IT031,-0.03
set10IT032,-0.003
set10IT033,0.205
set10IT034,-0.053
set10IT035,-0.075
set10IT036,0.066
set10IT037,-0.058
set10IT043,0.103
set10IT044,-0.012
set10IT053,-0.065
set12IT001,0.132
set12IT002,-0.049
set12IT004,0.108
set12IT007,0.909
set12IT008,0.428
set12IT009,-0.627
set12IT014,0.224
set12IT015,-0.198
set12IT016,0.051
set12IT017,-0.412
set12IT023,-0.257
set12IT024,-0.038
set12IT025,-0.384
set12IT026,0.141
set12IT027,0.403
set12IT028,-0.288
set12IT029,0.224
set12IT031,0.227
set12IT032,0.029
set12IT034,-0.214
set12IT037,0.804
set12IT038,0.305
set12IT039,-0.052
set12IT044,0.01
set12IT046,-0.028
set12IT053,-0.067
set12IT054,0.256
set12IT055,0.254
set12IT056,-0.176
set12IT057,0.093
set12IT058,0.411
set12IT059,0.389
set15IT054,0.174
set15IT057,0.237
set15IT058,0.412
set15IT059,-0.062
set15IT060,0.417
set15IT061,-0.418
set15IT062,-0.029
set15IT063,-0.603
set15IT064,-0.083
set15IT065,0.268
set15IT066,0.105
set15IT067,-0.115
set15IT068,0.044
set15IT071,0.145
set15IT072,0.424
set15IT073,0.091
set15IT074,0.005
set15IT075,0.016
set15IT076,0.198
set15IT077,-0.112
set15IT078,0.191
set15IT079,0.239
set15IT080,0.026
set15IT081,-0.181
set16IT004,-0.034
set16IT005,0.062
set16IT006,0.194
set16IT007,0.059
set16IT008,0.235
set16IT009,0.352
set16IT010,-0.017
set16IT011,0.295
set16IT012,0.122
set16IT013,0.162
set16IT014,0.107
set16IT015,0.162
set27IT004,-0.192
set27IT005,0.024
set27IT006,0.382
set27IT007,0.452
set27IT008,-0.321
set27IT009,-0.21
set27IT010,-0.001
set27IT011,0.046
set27IT012,-0.433
set27IT013,-0.546
set27IT014,-0.011
set27IT015,-0.069
set27IT016,-0.056
set27IT017,-0.157
set27IT018,0.013
set27IT019,-0.117
set27IT020,0.082
set27IT021,0.385
set27IT024,-0.201
set27IT025,0.002
set27IT028,1.086
set27IT029,1.107
set27IT030,-0.198
set27IT031,-0.003
set27IT032,-0.167
set27IT033,-0.041
set27IT034,0.027
set27IT035,-0.102
set27IT036,0.036
set27IT037,-0.195
set27IT038,0.016
set27IT039,-0.067
set27IT040,0.359
set27IT041,0.272
set27IT042,-0.189
set27IT043,-0.398
set27IT044,-0.16
set27IT045,-0.089
set27IT046,0.025
set27IT047,-0.105
set27IT048,0.126
set27IT049,0.101
set27IT050,-0.234
set27IT051,-0.252
set27IT052,-0.108
set27IT053,-0.419
set27IT054,0.006
set27IT055,-0.129
set27IT056,0.26
set27IT057,0.228
set27IT058,0.017
set27IT059,-0.043
set27IT060,0.104
set27IT061,0.09
set27IT062,0.034
set27IT063,-0.053
set27IT064,-0.109
set27IT065,0.068
set27IT066,0.055
set27IT067,0.066
set27IT068,0.309
set27IT069,0.789
set27IT070,0.342
set27IT071,0.258
set27IT072,0.12
set27IT073,0.114
set28IT003,0.341
set28IT004,0.179
set28IT005,0.077
set28IT006,0.276
set28IT007,0.171
set28IT008,0.36
set28IT009,0.359
set28IT010,0.182
set28IT013,0.017
set28IT014,0.213
set28IT017,0.259
set28IT018,0.231
set28IT021,0.2
set28IT022,0.019
set28IT023,0.205
set28IT024,0.109
set28IT027,0.038
set28IT028,-0.035
set28IT029,0.28
set28IT030,0.429
set28IT031,-0.13
set28IT032,0.104
set28IT035,-0.025
set28IT036,0.016
set28IT037,0.165
set28IT038,-0.03
set28IT039,0.097
set28IT040,0.102
set28IT041,-0.236
set28IT042,-0.102
set28IT045,0.057
set28IT046,-0.114
set29IT004,0.843
set29IT005,0.559
set29IT006,0.003
set29IT007,-0.175
set29IT014,0.234
set29IT015,0.15
set29IT057,0.232
set29IT058,0.104
set100IT008,-0.265
set100IT009,-0.547
set100IT010,-0.526
set100IT011,-0.103
set100IT012,-0.076
set100IT013,-0.16
set100IT014,0.01
set100IT015,-0.294
set100IT016,-0.161
set100IT017,-0.385
set100IT018,-0.29
set100IT019,-0.388
set100IT020,-0.039
set100IT021,-0.282
set100IT022,-0.158
set100IT023,0.247
set100IT024,0.201
set100IT025,-0.034
set100IT026,0.294
set100IT027,0.065
set100IT028,0.225
set100IT029,-0.135
set100IT030,-0.33
set100IT031,-0.445
set100IT032,-0.28
set100IT033,-0.505
set100IT034,-0.783
set100IT035,-0.482
set100IT036,-0.744
set100IT037,-0.905
set100IT038,-0.195
set100IT039,-0.156
set100IT040,0.487
set100IT041,-0.283
set100IT042,-0.421
set100IT043,-0.595
set100IT044,0.052
set100IT045,-0.16
set100IT046,-0.325
set101IT007,-0.514
set101IT008,-0.226
set101IT009,-0.513
set101IT013,-0.211
set101IT014,-0.104
set101IT015,-0.29
set101IT016,-0.547
set101IT017,-0.557
set101IT018,-0.607
set101IT019,-0.033
set101IT020,-0.128
set101IT021,-0.132
