,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.175,0.029698484809835002,2.0,0.0,0.154,1.0,0.196,,,,
1,set1__Glucose carbon source (20mM),-0.128,0.06646803743153545,2.0,2.0,-0.175,3.0,-0.081,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.2315,0.40941482630701104,2.0,4.0,0.521,5.0,-0.058,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.15550000000000003,0.557907250356186,2.0,6.0,0.239,7.0,-0.55,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.0785,0.06010407640085654,2.0,8.0,-0.121,9.0,-0.036,,,,
5,set5__D-Glucose carbon source,-0.47050000000000003,0.2170817818242701,2.0,10.0,-0.624,11.0,-0.317,,,,
6,set5__Levulinic Acid carbon source,-0.79975,0.6693491241497219,4.0,12.0,-0.769,13.0,-1.682,14.0,-0.056,15.0,-0.692
7,set5__Vanillin carbon source,-0.0835,0.07848885271170679,2.0,16.0,-0.139,17.0,-0.028,,,,
8,set5__p-Coumaric acid carbon source,-0.387,0.18526197667087546,2.0,18.0,-0.518,19.0,-0.256,,,,
9,set6__D-Glucose carbon source,-1.819,,1.0,20.0,-1.819,,,,,,
10,set6__Ferulic Acid carbon source,-0.333,,1.0,21.0,-0.333,,,,,,
11,set6__benzoic acid carbon source,0.082,,1.0,22.0,0.082,,,,,,
12,set6__Valerolactam carbon source,-0.596,,1.0,23.0,-0.596,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.37,,1.0,24.0,-0.37,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.837,,1.0,25.0,0.837,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.111,0.2814284989122459,2.0,26.0,-0.31,30.0,0.088,,,,
16,set7__Valerolactam 10 mM carbon source,0.217,,1.0,27.0,0.217,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.657,,1.0,28.0,-0.657,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.0965,0.7205418100290919,2.0,29.0,-0.413,31.0,0.606,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.33,,1.0,32.0,-0.33,,,,,,
