,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.0975,0.051618795026617974,2.0,0.0,0.061,1.0,0.134,,,,
1,set1__Glucose carbon source (20mM),-0.1655,0.28637824638055176,2.0,2.0,0.037,3.0,-0.368,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.026499999999999996,0.21991020894901628,2.0,4.0,-0.129,5.0,0.182,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.019500000000000003,0.1364716087690037,2.0,6.0,-0.077,7.0,0.116,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.036000000000000004,0.019798989873223333,2.0,8.0,0.022,9.0,0.05,,,,
5,set5__D-Glucose carbon source,0.052000000000000005,0.12445079348883237,2.0,10.0,0.14,11.0,-0.036,,,,
6,set5__Levulinic Acid carbon source,-0.010249999999999997,0.10268519854389921,4.0,12.0,0.033,13.0,0.108,14.0,-0.128,15.0,-0.054
7,set5__Vanillin carbon source,0.010999999999999996,0.2927422074112307,2.0,16.0,-0.196,17.0,0.218,,,,
8,set5__p-Coumaric acid carbon source,0.2105,0.040305086527633205,2.0,18.0,0.239,19.0,0.182,,,,
9,set6__D-Glucose carbon source,-0.006,,1.0,20.0,-0.006,,,,,,
10,set6__Ferulic Acid carbon source,-0.188,,1.0,21.0,-0.188,,,,,,
11,set6__benzoic acid carbon source,-0.066,,1.0,22.0,-0.066,,,,,,
12,set6__Valerolactam carbon source,0.16,,1.0,23.0,0.16,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.076,,1.0,24.0,-0.076,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.644,,1.0,25.0,0.644,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.204,0.11313708498984758,2.0,26.0,0.284,30.0,0.124,,,,
16,set7__Valerolactam 10 mM carbon source,0.113,,1.0,27.0,0.113,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.096,,1.0,28.0,-0.096,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.1755,0.275064537881567,2.0,29.0,0.019,31.0,-0.37,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.1,,1.0,32.0,-0.1,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.009,,1.0,33.0,0.009,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.127,,1.0,34.0,-0.127,,,,,,
