,PP_3828
set1IT078,-0.009
set1IT079,-0.191
set1IT080,-0.016
set1IT081,-0.032
set1IT082,-0.2
set1IT083,-0.352
set1IT084,-0.233
set1IT085,-0.312
set1IT086,-0.148
set1IT087,-0.23
set5IT075,0.087
set5IT076,-0.052
set5IT081,-0.137
set5IT082,-0.237
set5IT083,0.149
set5IT084,-0.015
set5IT085,-4.176
set5IT086,-4.051
set5IT087,-0.076
set5IT088,-0.09
set6IT057,0.081
set6IT059,-0.108
set6IT061,0.203
set6IT064,-0.08
set6IT065,-0.01
set7IT042,0.005
set7IT044,0.127
set7IT045,-0.082
set7IT055,-0.09
set7IT056,0.248
set7IT057,0.196
set7IT062,0.153
set8IT058,-0.004
set8IT059,-0.231
set8IT060,-0.616
set8IT062,-0.276
set8IT064,0.287
set8IT070,0.071
set8IT073,-0.235
set8IT080,-0.101
set8IT081,-0.166
set8IT082,-0.022
set8IT084,-0.032
set8IT085,-0.088
set8IT089,0.009
set8IT090,0.153
set8IT092,-0.17
set8IT093,0.231
set8IT094,0.002
set8IT095,0.215
set8IT096,-0.2
set9IT020,0.198
set9IT022,0.211
set9IT025,0.399
set10IT006,0.103
set10IT008,-0.224
set10IT010,-0.662
set10IT017,0.083
set10IT018,0.186
set10IT019,0.041
set10IT020,-0.035
set10IT021,-0.157
set10IT022,0.052
set10IT023,-0.076
set10IT024,-0.177
set10IT025,-0.093
set10IT026,0.119
set10IT027,0.153
set10IT028,-0.121
set10IT029,0.126
set10IT031,-0.237
set10IT032,-0.13
set10IT033,0.045
set10IT034,-0.003
set10IT035,-0.042
set10IT036,0.086
set10IT037,-0.003
set10IT043,-0.025
set10IT044,0.063
set10IT053,-0.499
set12IT001,-2.467
set12IT002,-0.649
set12IT004,-0.249
set12IT007,-0.587
set12IT008,-1.171
set12IT009,-0.605
set12IT014,-0.447
set12IT015,-0.356
set12IT016,-0.384
set12IT017,-0.279
set12IT023,-0.31
set12IT024,-0.48
set12IT025,-0.24
set12IT026,-0.709
set12IT027,-0.37
set12IT028,-0.341
set12IT029,-0.276
set12IT031,-3.882
set12IT032,-0.659
set12IT034,-0.231
set12IT037,-0.546
set12IT038,-1.25
set12IT039,-0.513
set12IT044,-0.54
set12IT046,-0.241
