k,name,in_iM,gene_weight,regulator,function,category
78,fModule_79,False,-0.0153205056093598,,,
59,fModule_60,False,-0.0115435448170229,,,
71,fModule_72,False,0.0101401723201721,,,
70,fModule_71,False,0.009987047252945,,,
79,fModule_80,False,0.0097670569921645,,,
57,fModule_58,False,-0.0085568627243895,PrpR,,
49,fModule_50,False,-0.0079935823536063,PP_2046,,
26,fModule_27,False,-0.0078800586737029,,,
28,fModule_29,False,-0.0078770113655375,,,
45,fModule_46,False,-0.0071476693916763,,,
38,fModule_39,False,0.0070735314559493,,,
53,fModule_54,False,0.0070696804264827,,,
46,fModule_47,False,0.0064270378608576,,,
74,fModule_75,False,-0.0062431076280555,,,
4,fModule_5,False,-0.0061349410108884,BenR,,
20,fModule_21,False,-0.0058650861701168,,,
56,fModule_57,False,0.0057060883480229,,,
48,fModule_49,False,-0.0055699263588545,,,
19,fModule_20,False,-0.0048496968851214,,,
13,fModule_14,False,-0.0048308972184854,PP_3359,,
24,fModule_25,False,0.004770523806956,PrpR,,
51,fModule_52,False,-0.0046594606311463,FleQ,,
12,fModule_13,False,-0.0045490770926078,ModR,,
39,fModule_40,False,0.004355535995974,,,
58,fModule_59,False,-0.0042094794684147,,,
27,fModule_28,False,0.0041321658999815,VanR,,
80,fModule_81,False,-0.0040787386844683,,,
9,fModule_10,False,0.0040564197827789,,,
68,fModule_69,False,-0.0040399413607007,,,
22,fModule_23,False,0.0039970606565001,,,
54,fModule_55,False,0.0038329409951778,,,
76,fModule_77,False,-0.0037663559692656,PsrA,,
32,fModule_33,False,-0.0037221263354207,BirA,,
63,fModule_64,False,-0.0036859217711032,,,
40,fModule_41,False,-0.0036522979941967,,,
83,fModule_84,False,-0.0030745448214381,,,
72,fModule_73,False,-0.002830440174661,RpoD,,
23,fModule_24,False,0.0027488281020518,,,
37,fModule_38,False,-0.0025835173430108,,,
6,fModule_7,False,-0.002451835006024,GbdR,,
81,fModule_82,False,0.0023393893963863,,,
17,fModule_18,False,-0.0023196772598148,,,
73,fModule_74,False,-0.0023022144629037,,,
52,fModule_53,False,-0.0022967627350051,PP_5350,,
62,fModule_63,False,-0.0022501963737423,,,
35,fModule_36,False,-0.0022070879589814,,,
21,fModule_22,False,-0.0021737856731138,,,
16,fModule_17,False,0.0021681363362326,PedR1,,
42,fModule_43,False,0.002099180901804,PhhR,,
36,fModule_37,False,-0.0020311728564014,,,
5,fModule_6,False,-0.0020242405029406,GcsR,,
50,fModule_51,False,-0.0020109206445641,,,
2,fModule_3,False,0.0020032317694823,,,
82,fModule_83,False,0.0019908426903331,,,
10,fModule_11,False,0.0019851972078362,PrpR,,
8,fModule_9,False,-0.0019092891766708,,,
3,fModule_4,False,0.001820855845694,,,
7,fModule_8,False,-0.0016401696838274,GltR-II,,
1,fModule_2,False,0.0016253599223747,,,
67,fModule_68,False,-0.0015987043361847,,,
30,fModule_31,False,0.0015970685006636,,,
47,fModule_48,False,-0.001564985219092,,,
33,fModule_34,False,0.0015644268181414,,,
29,fModule_30,False,-0.0014525180775448,HutC,,
31,fModule_32,False,0.0014272660856964,,,
34,fModule_35,False,-0.0013474755689549,,,
55,fModule_56,False,0.001272999252624,PydR,,
77,fModule_78,False,-0.0011931468674894,,,
25,fModule_26,False,0.001041338182219,,,
11,fModule_12,False,-0.0010397745864175,BirA,,
43,fModule_44,False,-0.0009785417751734,,,
61,fModule_62,False,0.0008831080027509,PP_3603,,
41,fModule_42,False,-0.0008340232537463,,,
14,fModule_15,False,-0.0007082813774848,,,
65,fModule_66,False,-0.0006235112631571,,,
18,fModule_19,False,0.0005805815452751,,,
69,fModule_70,False,0.0005675929058664,,,
66,fModule_67,False,0.0005529184515129,,,
15,fModule_16,False,0.0003541788689815,PcaR,,
64,fModule_65,False,0.0002784990904707,DctD-II,,
0,fModule_1,False,0.0002558575132394,,,
75,fModule_76,False,0.0002281644063527,,,
60,fModule_61,False,-0.0002205308933003,,,
44,fModule_45,False,8.453016671759805e-05,,,
