,PP_5492
set1IT078,0.052
set1IT079,-0.211
set1IT080,-0.279
set1IT081,-0.25
set1IT082,-0.126
set1IT083,0.188
set1IT084,-0.13
set1IT085,-0.219
set1IT086,-0.151
set1IT087,-0.044
set5IT075,-0.072
set5IT076,0.03
set5IT081,0.038
set5IT082,0.137
set5IT083,0.0
set5IT084,0.144
set5IT085,0.005
set5IT086,-0.073
set5IT087,0.111
set5IT088,0.143
set6IT057,0.254
set6IT059,0.222
set6IT061,0.081
set6IT064,0.156
set6IT065,0.183
set7IT042,0.271
set7IT044,-0.542
set7IT045,-0.264
set7IT055,-0.331
set7IT056,-0.179
set7IT057,-0.378
set7IT062,-0.367
set8IT058,-0.218
set8IT059,0.039
set8IT060,-0.669
set8IT062,0.09
set8IT064,0.106
set8IT070,-0.034
set8IT073,0.183
set8IT080,-0.016
set8IT081,-0.095
set8IT082,0.032
set8IT084,0.1
set8IT085,-0.289
set8IT089,0.032
set8IT090,0.026
set8IT092,0.0
set8IT093,-0.192
set8IT094,-0.084
set8IT095,0.385
set8IT096,0.026
set9IT020,-0.078
set9IT022,0.015
set9IT025,0.054
set10IT006,0.112
set10IT008,-0.19
set10IT010,-0.054
set10IT017,-0.096
set10IT018,0.009
set10IT019,-0.178
set10IT020,0.113
set10IT021,-0.164
set10IT022,-0.032
set10IT023,0.088
set10IT024,-0.047
set10IT025,0.091
set10IT026,0.165
set10IT027,0.022
set10IT028,-0.149
set10IT029,-0.126
set10IT031,-0.236
set10IT032,0.0
set10IT033,-0.028
set10IT034,0.036
set10IT035,0.035
set10IT036,-0.061
set10IT037,-0.055
set10IT043,-0.331
set10IT044,-0.158
set10IT053,0.045
set12IT001,-0.35
set12IT002,0.103
set12IT004,-0.185
set12IT007,0.088
set12IT008,-0.065
set12IT009,-0.273
set12IT014,0.193
set12IT015,0.14
set12IT016,0.214
set12IT017,-0.069
set12IT023,0.301
set12IT024,0.039
set12IT025,-0.1
set12IT026,-0.085
set12IT027,0.002
set12IT028,-0.027
set12IT029,-0.261
set12IT031,0.175
set12IT032,-0.235
set12IT034,0.039
set12IT037,-0.177
set12IT038,0.339
set12IT039,-0.143
set12IT044,0.218
set12IT046,0.283
set12IT053,0.359
set12IT054,-0.119
set12IT055,-0.047
set12IT056,0.122
set12IT057,0.038
set12IT058,-0.092
set12IT059,0.433
set15IT054,-0.115
set15IT057,-0.539
set15IT058,-0.308
