,0
name,fModule_25
TF,PrpR
regulator,"<a href=""https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PrpR&e1=1&assembly=complete"" target=""_blank"">PrpR</a>"
function,
category,
has_venn,True
scatter,0
exp_var,0.006837422940413229
precision,0.2857142857142857
recall,0.6666666666666666
