,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.2963351865421257,0.14149820101285868,2.0,0.0,0.3963895240040153,1.0,0.1962808490802361,,,,
1,set1__Glucose carbon source (20mM),0.17958843701739208,0.24366561249072816,2.0,2.0,0.0072908300832247,3.0,0.3518860439515595,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.015184395011910296,0.431779469027587,2.0,4.0,-0.3204985855384439,5.0,0.2901297955146233,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.16192393559798168,0.7329759635201604,2.0,6.0,0.3563683386538672,7.0,-0.6802162098498306,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.36328760000265564,0.2776554055757896,2.0,8.0,0.5596196201183976,9.0,0.1669555798869137,,,,
5,set5__D-Glucose carbon source,0.14351147372266385,0.08566629931707091,2.0,10.0,0.0829362525564065,11.0,0.2040866948889212,,,,
6,set5__Levulinic Acid carbon source,0.09621104819670383,0.16755744772167147,4.0,12.0,-0.0084958664644156,13.0,0.1234018939084957,14.0,-0.0514702430085304,15.0,0.3214084083512656
7,set5__Vanillin carbon source,-0.43764891497775416,0.13677848824410596,2.0,16.0,-0.3409319184199024,17.0,-0.534365911535606,,,,
8,set5__p-Coumaric acid carbon source,-0.2839324737238321,0.40726050983743867,2.0,18.0,0.0040441944917114,19.0,-0.5719091419393757,,,,
9,set6__D-Glucose carbon source,-0.106251988758423,,1.0,20.0,-0.106251988758423,,,,,,
10,set6__Ferulic Acid carbon source,-1.4848803134380102,,1.0,21.0,-1.4848803134380102,,,,,,
11,set6__benzoic acid carbon source,-2.2636498677172656,,1.0,22.0,-2.2636498677172656,,,,,,
12,set6__Valerolactam carbon source,-1.959087516226936,,1.0,23.0,-1.959087516226936,,,,,,
13,set6__D-Glucuronic Acid carbon source,-2.3995842012108834,,1.0,24.0,-2.3995842012108834,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-3.1285076209381035,,1.0,25.0,-3.1285076209381035,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-2.263946840082159,0.5472237476846237,2.0,26.0,-1.8770012172680453,30.0,-2.6508924628962727,,,,
16,set7__Valerolactam 10 mM carbon source,1.01065260704092,,1.0,27.0,1.01065260704092,,,,,,
17,set7__L-Lysine 10 mM carbon source,-5.990940764928427,,1.0,28.0,-5.990940764928427,,,,,,
18,set7__D-Lysine 10 mM carbon source,-4.390596067800782,0.9265992558599565,2.0,29.0,-5.045800685061766,31.0,-3.7353914505397983,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.3534391124394794,,1.0,32.0,-0.3534391124394794,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-1.213819734548265,,1.0,33.0,-1.213819734548265,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.9320186103011996,,1.0,34.0,-0.9320186103011996,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.7164497823979799,1.075570192804612,2.0,35.0,-0.9559068054237164,47.0,-2.4769927593722434,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.311480623667906,0.05393127661886999,2.0,36.0,-1.3496157950831564,49.0,-1.2733454522526555,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.2510469655332497,,1.0,37.0,-0.2510469655332497,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.2035400828893241,,1.0,38.0,0.2035400828893241,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.2128362730177994,,1.0,39.0,0.2128362730177994,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.3758799663772356,,1.0,40.0,-0.3758799663772356,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.5383367714972807,,1.0,41.0,-0.5383367714972807,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-1.5168828106309704,,1.0,42.0,-1.5168828106309704,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.9883788556217664,,1.0,43.0,-0.9883788556217664,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.592181954817403,,1.0,44.0,0.592181954817403,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.6796144584241871,,1.0,45.0,-0.6796144584241871,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-2.5645940723991543,,1.0,46.0,-2.5645940723991543,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-3.423089834880084,,1.0,48.0,-3.423089834880084,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-3.073530700059784,,1.0,50.0,-3.073530700059784,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.4359204983268663,,1.0,51.0,-0.4359204983268663,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.2889619485405714,,1.0,52.0,-0.2889619485405714,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-1.4743833031615816,,1.0,53.0,-1.4743833031615816,,,,,,
39,set10__L-Arginine carbon source,-1.1105185413767036,,1.0,54.0,-1.1105185413767036,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-2.9640351185373337,,1.0,55.0,-2.9640351185373337,,,,,,
41,set10__L-Histidine carbon source,-1.062908087591065,,1.0,56.0,-1.062908087591065,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.4996033266655706,,1.0,57.0,-0.4996033266655706,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.3587916684870954,,1.0,58.0,-0.3587916684870954,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.7858391348707373,,1.0,59.0,-0.7858391348707373,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.5946209091517602,,1.0,60.0,-0.5946209091517602,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.4025422034205341,,1.0,61.0,-0.4025422034205341,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.2260731062681776,,1.0,62.0,-0.2260731062681776,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.2716075200037605,,1.0,63.0,-0.2716075200037605,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.1461508748461455,,1.0,64.0,-0.1461508748461455,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.3218828613192776,,1.0,65.0,-0.3218828613192776,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.5192792905670521,,1.0,66.0,-0.5192792905670521,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.9554919218845308,,1.0,67.0,-0.9554919218845308,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-0.4328221505178945,,1.0,68.0,-0.4328221505178945,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.6867927253394608,,1.0,69.0,-0.6867927253394608,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.4421529638460837,,1.0,70.0,-0.4421529638460837,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.762565110895257,,1.0,71.0,-0.762565110895257,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-1.339132297243684,,1.0,72.0,-1.339132297243684,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-0.8295865058497721,,1.0,73.0,-0.8295865058497721,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-1.1136158636165605,,1.0,74.0,-1.1136158636165605,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.3939172532825342,,1.0,75.0,-0.3939172532825342,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.8606652303556406,,1.0,76.0,-0.8606652303556406,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-2.519860962891169,,1.0,77.0,-2.519860962891169,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-2.2933811226922494,,1.0,78.0,-2.2933811226922494,,,,,,
64,set10__Sodium butyrate carbon source,-7.922384911605739,,1.0,79.0,-7.922384911605739,,,,,,
65,set12__Vanillin carbon source,-4.271056659872967,0.05863639822305882,2.0,80.0,-4.312518854680847,97.0,-4.229594465065087,,,,
66,"set12__1,2-Propanediol carbon source",-5.032250617001432,0.5189646592545337,2.0,81.0,-4.665287187246385,98.0,-5.399214046756478,,,,
67,set12__Sodium propionate carbon source,-8.582128977946745,1.96044685279143,2.0,82.0,-7.1958837141821,99.0,-9.968374241711391,,,,
68,set12__2-methyl-1-butanol carbon source,-4.316329938133526,0.4183029517199546,2.0,83.0,-4.020545084381998,100.0,-4.612114791885055,,,,
69,"set12__1,5-Pentanediol carbon source",-0.8380712487686367,1.0805019532069227,2.0,84.0,-1.6021015069665614,101.0,-0.074040990570712,,,,
70,"set12__1,4-Butanediol carbon source",-7.15651540256772,0.30804902605956125,2.0,85.0,-7.3743389578323475,102.0,-6.938691847303093,,,,
71,set12__Vanillic Acid carbon source,-3.2010378841071656,0.6445222259894395,2.0,86.0,-2.745291847484584,103.0,-3.6567839207297466,,,,
72,set12__Protocatechuic Acid carbon source,-1.5743455918170244,0.16534964628104915,2.0,87.0,-1.4574257356648974,89.0,-1.6912654479691511,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-3.2000097583862,0.0050043252591461885,2.0,88.0,-3.1964711660601948,104.0,-3.2035483507122056,,,,
74,set12__L-Lysine carbon source,-6.1041120869587155,0.48821373690199177,2.0,90.0,-5.758892842926892,105.0,-6.449331330990539,,,,
75,set12__p-Coumaric acid carbon source,-2.3368647895733563,0.32325195195913886,2.0,91.0,-2.1082911423112614,106.0,-2.5654384368354517,,,,
76,set12__benzoic acid carbon source,-1.519784356828374,0.06142683352319668,2.0,92.0,-1.5632196873594435,107.0,-1.4763490262973045,,,,
77,set12__Ferulic Acid carbon source,-1.7470130939424515,0.14951560831177252,2.0,93.0,-1.8527365944729377,108.0,-1.6412895934119656,,,,
78,set12__D-Glucose carbon source,-2.2934146628087424,0.06205586565278768,2.0,94.0,-2.2495345393932547,109.0,-2.3372947862242297,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,-3.9113464316632545,0.13794368387258532,2.0,95.0,-3.813805517375096,110.0,-4.008887345951413,,,,
80,set12__Phenylacetic acid carbon source,-3.8546320230720483,0.8817076748493119,2.0,96.0,-4.47809349898222,111.0,-3.2311705471618763,,,,
81,set15__Butyl stearate carbon source,-0.920828611117176,0.7356966047251733,2.0,112.0,-0.4006125530200869,124.0,-1.441044669214265,,,,
82,set15__Hexanoic acid carbon source,-0.9787461545328875,0.8547245375685546,2.0,113.0,-1.5831276710941484,125.0,-0.3743646379716266,,,,
83,set15__Decanoic acid carbon source,-0.3221906288790104,0.0324688708153915,2.0,114.0,-0.3451495876100437,126.0,-0.2992316701479771,,,,
84,set15__Lauric acid carbon source,0.0292354604263497,0.09800680035856604,2.0,115.0,-0.0400658127095885,127.0,0.0985367335622879,,,,
85,set15__Valeric acid carbon source,0.35350647152464365,0.09932613810672504,2.0,116.0,0.4237406573289805,128.0,0.2832722857203068,,,,
86,set15__Octanoic acid carbon source,-1.3540477943690745,0.23338173745610277,2.0,117.0,-1.1890219852087658,129.0,-1.5190736035293833,,,,
87,set15__Nonanoic acid carbon source,-1.1493560571587034,0.0994680353240071,2.0,118.0,-1.2196905794476118,130.0,-1.079021534869795,,,,
88,set15__Tween 20 carbon source,-1.0611460180735661,1.548626138238852,2.0,119.0,-2.156190061944994,131.0,0.0338980257978618,,,,
89,set15__Myristic acid carbon source,-0.4151257384499357,0.006516580907658949,2.0,120.0,-0.4105178198999793,132.0,-0.4197336569998922,,,,
90,set15__Sodium butyrate carbon source,-0.36594029071238665,0.10249479958559041,2.0,121.0,-0.4384150585357138,133.0,-0.2934655228890595,,,,
91,set15__Oleic acid carbon source,-1.1624946099750797,0.5774210225612273,2.0,122.0,-1.570792930627794,134.0,-0.7541962893223654,,,,
92,set15__Heptanoic acid carbon source,-0.9474035786875743,0.03963440385825297,2.0,123.0,-0.9193778229511174,135.0,-0.9754293344240312,,,,
93,set16__Butanol carbon source,-1.4750003679166808,0.1613002927159473,2.0,136.0,-1.3609438371298592,137.0,-1.589056898703502,,,,
94,"set16__1,3-Butandiol carbon source",-0.7192347281036183,0.3620377971552289,2.0,138.0,-0.9752341095179204,139.0,-0.4632353466893162,,,,
95,set16__3-methyl-3-butenol carbon source,-0.9947124737094004,0.04355819381553485,2.0,140.0,-1.025512767932603,141.0,-0.9639121794861978,,,,
96,set16__3-methyl-1-butanol carbon source,-9.335120055153128,2.7978378471306886,2.0,142.0,-7.356749940786647,143.0,-11.313490169519609,,,,
97,set16__1-Pentanol carbon source,-0.8802294316177055,0.19382489692420488,2.0,144.0,-1.0172843305955943,145.0,-0.7431745326398166,,,,
98,set16__Ethanol carbon source,-1.079888357314088,0.06718371265908983,2.0,146.0,-1.0323822985075573,147.0,-1.127394416120619,,,,
99,set27__Ammonium chloride nitrogen source,-2.4092856376801346,0.310785898120249,2.0,148.0,-2.629044453738114,149.0,-2.189526821622155,,,,
100,set27__6-aminocaproic acid nitrogen source,-1.1598239333745015,0.10317267190586825,2.0,150.0,-1.0868698374367272,151.0,-1.2327780293122756,,,,
101,set27__Urea nitrogen source,-2.216463631003964,0.1794536444372873,2.0,152.0,-2.343356519894209,153.0,-2.089570742113718,,,,
102,set27__Sodium nitrite nitrogen source,-3.8384455246579483,0.04101226004869738,2.0,154.0,-3.809445477465728,155.0,-3.867445571850168,,,,
103,set27__Valerolactam nitrogen source,-1.6040884925242755,0.13141554042172265,2.0,156.0,-1.6970133123097704,157.0,-1.5111636727387805,,,,
104,set27__4-aminobutyric acid nitrogen source,-2.4072271569823807,0.3046777273344189,2.0,158.0,-2.622666844057054,159.0,-2.191787469907707,,,,
105,set27__Sodium nitrate nitrogen source,-2.706815583768474,0.19726066982653673,2.0,160.0,-2.5673312264727293,161.0,-2.8462999410642187,,,,
106,set27__5-Aminovaleric acid nitrogen source,-2.743152012057081,0.024340827524307808,2.0,162.0,-2.7259404478549505,163.0,-2.760363576259211,,,,
107,set27__Caprolactam nitrogen source,-1.2136053523729475,0.077931223129833,2.0,164.0,-1.2687110487142144,165.0,-1.1584996560316807,,,,
108,set27__Hydantoin nitrogen source,-0.6736123629500845,0.39766152727063875,2.0,166.0,-0.3924232004000167,167.0,-0.9548015255001524,,,,
109,set27__DL-2-Aminobutyric acid nitrogen source,-1.9334805262905332,0.5368293066969487,2.0,168.0,-2.3130761693956186,169.0,-1.553884883185448,,,,
110,set27__3-aminobutyric acid nitrogen source,-1.5451741396855376,0.3560912958762081,2.0,170.0,-1.2933795696499657,171.0,-1.7969687097211098,,,,
111,set27__D-Lysine nitrogen source,-2.0750997743661173,0.2476365153334651,2.0,172.0,-2.250205233627817,173.0,-1.8999943151044176,,,,
112,set27__D-Alanine nitrogen source,-0.4968820028376919,0.35965072682029336,2.0,174.0,-0.7511934706309918,175.0,-0.2425705350443919,,,,
113,set27__L-Arginine nitrogen source,-2.056094023300505,0.431752929811547,2.0,176.0,-1.7507985988336006,177.0,-2.3613894477674093,,,,
