,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.14150000000000001,0.028991378028648453,2.0,0.0,-0.162,1.0,-0.121,,,,
1,set1__Glucose carbon source (20mM),-0.022,0.07636753236814713,2.0,2.0,-0.076,3.0,0.032,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.0415,0.021920310216782975,2.0,4.0,-0.026,5.0,-0.057,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.037,0.07071067811865475,2.0,6.0,0.013,7.0,-0.087,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.09799999999999999,0.1131370849898476,2.0,8.0,-0.178,9.0,-0.018,,,,
5,set5__D-Glucose carbon source,-0.02,0.06222539674441618,2.0,10.0,0.024,11.0,-0.064,,,,
6,set5__Levulinic Acid carbon source,-0.0165,0.04398863489584554,4.0,12.0,-0.018,13.0,-0.057,14.0,0.045,15.0,-0.036
7,set5__Vanillin carbon source,-0.1185,0.08414570696119915,2.0,16.0,-0.178,17.0,-0.059,,,,
8,set5__p-Coumaric acid carbon source,-0.008,0.01131370849898476,2.0,18.0,-0.016,19.0,0.0,,,,
9,set6__D-Glucose carbon source,0.106,,1.0,20.0,0.106,,,,,,
10,set6__Ferulic Acid carbon source,-0.833,,1.0,21.0,-0.833,,,,,,
11,set6__benzoic acid carbon source,-0.112,,1.0,22.0,-0.112,,,,,,
12,set6__Valerolactam carbon source,0.131,,1.0,23.0,0.131,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.144,,1.0,24.0,0.144,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.12,,1.0,25.0,0.12,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.0905,0.03040559159102154,2.0,26.0,-0.069,30.0,-0.112,,,,
16,set7__Valerolactam 10 mM carbon source,0.017,,1.0,27.0,0.017,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.183,,1.0,28.0,-0.183,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.013500000000000002,0.027577164466275356,2.0,29.0,0.033,31.0,-0.006,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.043,,1.0,32.0,0.043,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.107,,1.0,33.0,0.107,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.141,,1.0,34.0,0.141,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.056,0.10040916292848977,2.0,35.0,0.127,47.0,-0.015,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0585,0.07848885271170677,2.0,36.0,0.114,49.0,0.003,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.057,,1.0,37.0,-0.057,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.19,,1.0,38.0,-0.19,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.003,,1.0,39.0,0.003,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.142,,1.0,40.0,-0.142,,,,,,
