,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.23199999999999998,0.032526911934581196,2.0,0.0,0.209,1.0,0.255,,,,
1,set1__Glucose carbon source (20mM),0.2245,0.0417193000900063,2.0,2.0,0.254,3.0,0.195,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.31000000000000005,0.04666904755831214,2.0,4.0,0.343,5.0,0.277,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.1375,0.10253048327204937,2.0,6.0,0.065,7.0,0.21,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.3475,0.1845548698896889,2.0,8.0,0.478,9.0,0.217,,,,
5,set5__D-Glucose carbon source,-0.1555,0.1011162697096763,2.0,10.0,-0.227,11.0,-0.084,,,,
6,set5__Levulinic Acid carbon source,-0.19975,0.14939293825345293,4.0,12.0,-0.121,13.0,-0.419,14.0,-0.167,15.0,-0.092
7,set5__Vanillin carbon source,-0.241,0.12303657992645928,2.0,16.0,-0.328,17.0,-0.154,,,,
8,set5__p-Coumaric acid carbon source,-0.149,0.03394112549695427,2.0,18.0,-0.125,19.0,-0.173,,,,
9,set6__D-Glucose carbon source,-0.1,,1.0,20.0,-0.1,,,,,,
10,set6__Ferulic Acid carbon source,0.196,,1.0,21.0,0.196,,,,,,
11,set6__benzoic acid carbon source,0.251,,1.0,22.0,0.251,,,,,,
12,set6__Valerolactam carbon source,0.136,,1.0,23.0,0.136,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.165,,1.0,24.0,0.165,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.386,,1.0,25.0,-0.386,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.011499999999999996,0.24395183950935886,2.0,26.0,-0.184,30.0,0.161,,,,
16,set7__Valerolactam 10 mM carbon source,0.005,,1.0,27.0,0.005,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.163,,1.0,28.0,-0.163,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.1315,0.0714177848998413,2.0,29.0,0.081,31.0,0.182,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.016,,1.0,32.0,-0.016,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.116,,1.0,33.0,0.116,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.059,,1.0,34.0,0.059,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0745,0.18455486988968892,2.0,35.0,0.205,47.0,-0.056,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.04400000000000001,0.48507525189397155,2.0,36.0,0.299,49.0,-0.387,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.023,,1.0,37.0,0.023,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.008,,1.0,38.0,0.008,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.275,,1.0,39.0,-0.275,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.287,,1.0,40.0,-0.287,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.286,,1.0,41.0,-0.286,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.308,,1.0,42.0,-0.308,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.135,,1.0,43.0,-0.135,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.006,,1.0,44.0,0.006,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.01,,1.0,45.0,-0.01,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.08,,1.0,46.0,-0.08,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.275,,1.0,48.0,-0.275,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.158,,1.0,50.0,-0.158,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.064,,1.0,51.0,0.064,,,,,,
