,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.036000000000000004,0.01697056274847714,2.0,0.0,0.024,1.0,0.048,,,,
1,set1__Glucose carbon source (20mM),-0.002,0.007071067811865475,2.0,2.0,0.003,3.0,-0.007,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.16749999999999998,0.013435028842544395,2.0,4.0,-0.177,5.0,-0.158,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.041499999999999995,0.08555992052357225,2.0,6.0,0.019,7.0,-0.102,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.14500000000000002,0.029698484809835002,2.0,8.0,-0.124,9.0,-0.166,,,,
5,set5__D-Glucose carbon source,-0.0975,0.06010407640085655,2.0,10.0,-0.14,11.0,-0.055,,,,
6,set5__Levulinic Acid carbon source,-0.0565,0.031331560233519594,4.0,12.0,-0.035,13.0,-0.103,14.0,-0.046,15.0,-0.042
7,set5__Vanillin carbon source,0.07150000000000001,0.03040559159102154,2.0,16.0,0.05,17.0,0.093,,,,
8,set5__p-Coumaric acid carbon source,-0.07300000000000001,0.060811183182043094,2.0,18.0,-0.116,19.0,-0.03,,,,
9,set6__D-Glucose carbon source,-0.143,,1.0,20.0,-0.143,,,,,,
10,set6__Ferulic Acid carbon source,-0.064,,1.0,21.0,-0.064,,,,,,
11,set6__benzoic acid carbon source,-0.077,,1.0,22.0,-0.077,,,,,,
12,set6__Valerolactam carbon source,-0.131,,1.0,23.0,-0.131,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.119,,1.0,24.0,-0.119,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.061,,1.0,25.0,0.061,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.0315,0.03181980515339464,2.0,26.0,-0.054,30.0,-0.009,,,,
16,set7__Valerolactam 10 mM carbon source,-0.109,,1.0,27.0,-0.109,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.196,,1.0,28.0,-0.196,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.009000000000000001,0.13717871555019023,2.0,29.0,0.088,31.0,-0.106,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.02,,1.0,32.0,0.02,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.088,,1.0,33.0,-0.088,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.314,,1.0,34.0,-0.314,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.036500000000000005,0.14071424945612296,2.0,35.0,-0.136,47.0,0.063,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0615,0.14212846301849608,2.0,36.0,-0.039,49.0,0.162,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.016,,1.0,37.0,-0.016,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.035,,1.0,38.0,0.035,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.042,,1.0,39.0,0.042,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.031,,1.0,40.0,0.031,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.106,,1.0,41.0,0.106,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.001,,1.0,42.0,0.001,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.028,,1.0,43.0,-0.028,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.079,,1.0,44.0,0.079,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.033,,1.0,45.0,0.033,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.138,,1.0,46.0,0.138,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.021,,1.0,48.0,-0.021,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.001,,1.0,50.0,0.001,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.141,,1.0,51.0,-0.141,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.012,,1.0,52.0,-0.012,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.048,,1.0,53.0,0.048,,,,,,
39,set10__L-Arginine carbon source,-0.026,,1.0,54.0,-0.026,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.086,,1.0,55.0,-0.086,,,,,,
41,set10__L-Histidine carbon source,-0.041,,1.0,56.0,-0.041,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.006,,1.0,57.0,-0.006,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.008,,1.0,58.0,-0.008,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.047,,1.0,59.0,-0.047,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.093,,1.0,60.0,0.093,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.155,,1.0,61.0,0.155,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.087,,1.0,62.0,-0.087,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.049,,1.0,63.0,-0.049,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.025,,1.0,64.0,0.025,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.066,,1.0,65.0,0.066,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.027,,1.0,66.0,0.027,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.057,,1.0,67.0,-0.057,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.068,,1.0,68.0,0.068,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.098,,1.0,69.0,-0.098,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.051,,1.0,70.0,-0.051,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,0.014,,1.0,71.0,0.014,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-0.078,,1.0,72.0,-0.078,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,0.075,,1.0,73.0,0.075,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.099,,1.0,74.0,-0.099,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.013,,1.0,75.0,-0.013,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,0.045,,1.0,76.0,0.045,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-0.017,,1.0,77.0,-0.017,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,0.048,,1.0,78.0,0.048,,,,,,
64,set10__Sodium butyrate carbon source,0.089,,1.0,79.0,0.089,,,,,,
65,set12__Vanillin carbon source,0.07200000000000001,0.012727922061357857,2.0,80.0,0.063,97.0,0.081,,,,
66,"set12__1,2-Propanediol carbon source",0.0465,0.0756604255869606,2.0,81.0,0.1,98.0,-0.007,,,,
67,set12__Sodium propionate carbon source,0.044000000000000004,0.03535533905932738,2.0,82.0,0.019,99.0,0.069,,,,
68,set12__2-methyl-1-butanol carbon source,0.0155,0.010606601717798213,2.0,83.0,0.023,100.0,0.008,,,,
69,"set12__1,5-Pentanediol carbon source",0.038000000000000006,0.13859292911256332,2.0,84.0,0.136,101.0,-0.06,,,,
70,"set12__1,4-Butanediol carbon source",0.066,0.09050966799187808,2.0,85.0,0.002,102.0,0.13,,,,
71,set12__Vanillic Acid carbon source,-0.0024999999999999996,0.02333452377915607,2.0,86.0,0.014,103.0,-0.019,,,,
