,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.433,0.06646803743153545,2.0,0.0,-0.386,1.0,-0.48,,,,
1,set1__Glucose carbon source (20mM),-0.457,0.11455129855222072,2.0,2.0,-0.376,3.0,-0.538,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.7215,0.12515790027001894,2.0,4.0,-0.633,5.0,-0.81,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.34099999999999997,0.1880904037956216,2.0,6.0,-0.474,7.0,-0.208,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.1315,0.03606244584051393,2.0,8.0,-0.157,9.0,-0.106,,,,
5,set5__D-Glucose carbon source,0.007000000000000006,0.18243354954612925,2.0,10.0,-0.122,11.0,0.136,,,,
6,set5__Levulinic Acid carbon source,-0.04225,0.1988959108009346,4.0,12.0,0.223,13.0,-0.228,14.0,-0.009,15.0,-0.155
7,set5__Vanillin carbon source,-0.1,0.011313708498984762,2.0,16.0,-0.108,17.0,-0.092,,,,
8,set5__p-Coumaric acid carbon source,-0.030000000000000013,0.24324473272817232,2.0,18.0,-0.202,19.0,0.142,,,,
9,set6__D-Glucose carbon source,-0.167,,1.0,20.0,-0.167,,,,,,
10,set6__Ferulic Acid carbon source,-0.095,,1.0,21.0,-0.095,,,,,,
11,set6__benzoic acid carbon source,0.078,,1.0,22.0,0.078,,,,,,
12,set6__Valerolactam carbon source,0.11,,1.0,23.0,0.11,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.047,,1.0,24.0,0.047,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.082,,1.0,25.0,0.082,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.11249999999999999,0.13364318164425748,2.0,26.0,0.018,30.0,0.207,,,,
16,set7__Valerolactam 10 mM carbon source,-0.285,,1.0,27.0,-0.285,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.003,,1.0,28.0,-0.003,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.198,0.008485281374238558,2.0,29.0,0.192,31.0,0.204,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.022,,1.0,32.0,0.022,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.32,,1.0,33.0,0.32,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.071,,1.0,34.0,0.071,,,,,,
