,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.097,0.14849242404917498,2.0,0.0,-0.008,1.0,0.202,,,,
1,set1__Glucose carbon source (20mM),0.264,0.07919595949289333,2.0,2.0,0.208,3.0,0.32,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.137,0.05091168824543141,2.0,4.0,-0.173,5.0,-0.101,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.040999999999999995,0.06929646455628166,2.0,6.0,-0.09,7.0,0.008,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.172,0.019798989873223326,2.0,8.0,0.186,9.0,0.158,,,,
5,set5__D-Glucose carbon source,0.032,0.0862670273047588,2.0,10.0,-0.029,11.0,0.093,,,,
6,set5__Levulinic Acid carbon source,0.0305,0.07333257575366262,4.0,12.0,0.059,13.0,0.116,14.0,0.001,15.0,-0.054
7,set5__Vanillin carbon source,0.005,0.015556349186104044,2.0,16.0,-0.006,17.0,0.016,,,,
8,set5__p-Coumaric acid carbon source,0.019999999999999997,0.07353910524340095,2.0,18.0,-0.032,19.0,0.072,,,,
9,set6__D-Glucose carbon source,-0.369,,1.0,20.0,-0.369,,,,,,
10,set6__Ferulic Acid carbon source,-0.264,,1.0,21.0,-0.264,,,,,,
11,set6__benzoic acid carbon source,-0.447,,1.0,22.0,-0.447,,,,,,
12,set6__Valerolactam carbon source,-0.275,,1.0,23.0,-0.275,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.013,,1.0,24.0,-0.013,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.066,,1.0,25.0,0.066,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.132,0.08485281374238571,2.0,26.0,-0.072,30.0,-0.192,,,,
16,set7__Valerolactam 10 mM carbon source,-0.197,,1.0,27.0,-0.197,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.288,,1.0,28.0,-0.288,,,,,,
