,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-0.14931788742875313,0.3542570537560447,2.0,0.0,-0.3998154524228197,1.0,0.1011796775653134,,,,
1,set1__Glucose carbon source (20mM),0.33515916597896633,0.20376742129465988,2.0,2.0,0.1910738405966162,3.0,0.4792444913613164,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.5959632382452511,0.17687927118843935,2.0,4.0,-0.4708907061365713,5.0,-0.7210357703539308,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.5008052930266783,0.5829817368773674,2.0,6.0,0.0885749535727802,7.0,0.9130356324805764,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.30800653625730345,0.07111139896426052,2.0,8.0,0.2577231838300128,9.0,0.3582898886845941,,,,
5,set5__D-Glucose carbon source,-0.39669592763519607,0.3505305607727878,2.0,10.0,-0.6445584641707576,11.0,-0.1488333910996346,,,,
6,set5__Levulinic Acid carbon source,-0.5705975179190939,0.21433509823321062,4.0,12.0,-0.4296315319888634,13.0,-0.3531059567265648,14.0,-0.8063891241537136,15.0,-0.6932634588072338
7,set5__Vanillin carbon source,-1.6040048901024626,0.4501900335787369,2.0,16.0,-1.2856724645363382,17.0,-1.922337315668587,,,,
8,set5__p-Coumaric acid carbon source,-1.0152017625982581,0.1859610663335247,2.0,18.0,-0.8837074315571415,19.0,-1.1466960936393749,,,,
9,set6__D-Glucose carbon source,0.0454718253584632,,1.0,20.0,0.0454718253584632,,,,,,
10,set6__Ferulic Acid carbon source,-0.9548963453405102,,1.0,21.0,-0.9548963453405102,,,,,,
11,set6__benzoic acid carbon source,-0.5207650650820409,,1.0,22.0,-0.5207650650820409,,,,,,
12,set6__Valerolactam carbon source,-0.1072321220744878,,1.0,23.0,-0.1072321220744878,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.2207195594106995,,1.0,24.0,0.2207195594106995,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.1437310712071793,,1.0,25.0,-0.1437310712071793,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.44884829116093466,0.16254083171549513,2.0,26.0,-0.5637820154866627,30.0,-0.3339145668352066,,,,
16,set7__Valerolactam 10 mM carbon source,-0.1194632691347727,,1.0,27.0,-0.1194632691347727,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.3484472531447355,,1.0,28.0,-0.3484472531447355,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.10527652007458929,0.35592933942409855,2.0,29.0,-0.3569565696046177,31.0,0.1464035294554391,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.6448254361357242,,1.0,32.0,-0.6448254361357242,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.0330523993846987,,1.0,33.0,-0.0330523993846987,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0593178338143205,,1.0,34.0,0.0593178338143205,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.19726427369159316,0.5730990223662892,2.0,35.0,0.2079779313149908,47.0,-0.6025064786981771,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.14740378200412504,0.2383012198757481,2.0,36.0,0.0211006265350429,49.0,-0.315908190543293,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.2754339109836829,,1.0,37.0,-0.2754339109836829,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.0139516428307402,,1.0,38.0,-0.0139516428307402,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.2288567227796981,,1.0,39.0,-0.2288567227796981,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.301439280605859,,1.0,40.0,0.301439280605859,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.0872977214781987,,1.0,41.0,0.0872977214781987,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.2941077378201991,,1.0,42.0,0.2941077378201991,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.1801941425176082,,1.0,43.0,0.1801941425176082,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.5376022606278698,,1.0,44.0,0.5376022606278698,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.2921063939908273,,1.0,45.0,0.2921063939908273,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.8656502862514022,,1.0,46.0,-0.8656502862514022,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.5134944632797533,,1.0,48.0,-0.5134944632797533,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.6172207730783472,,1.0,50.0,-0.6172207730783472,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.6253979787606512,,1.0,51.0,-0.6253979787606512,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.1494690395389444,,1.0,52.0,0.1494690395389444,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.5085728095148605,,1.0,53.0,-0.5085728095148605,,,,,,
39,set10__L-Arginine carbon source,-0.1127073825562637,,1.0,54.0,-0.1127073825562637,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.7448688880539477,,1.0,55.0,-0.7448688880539477,,,,,,
41,set10__L-Histidine carbon source,0.3574012186460231,,1.0,56.0,0.3574012186460231,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.178681622446338,,1.0,57.0,0.178681622446338,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.356771805165117,,1.0,58.0,0.356771805165117,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.2848454032047582,,1.0,59.0,0.2848454032047582,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.0098797339455487,,1.0,60.0,0.0098797339455487,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.7345564635710581,,1.0,61.0,0.7345564635710581,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.1852318071372631,,1.0,62.0,-0.1852318071372631,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.5187839727000744,,1.0,63.0,0.5187839727000744,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.7662040182486979,,1.0,64.0,0.7662040182486979,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.193515283441708,,1.0,65.0,0.193515283441708,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.6996581224548389,,1.0,66.0,0.6996581224548389,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.0204375345137883,,1.0,67.0,0.0204375345137883,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-0.1611365936360213,,1.0,68.0,-0.1611365936360213,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,0.3176785140589681,,1.0,69.0,0.3176785140589681,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.1964144392787994,,1.0,70.0,0.1964144392787994,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.0339546431928816,,1.0,71.0,-0.0339546431928816,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-0.5895395800029076,,1.0,72.0,-0.5895395800029076,,,,,,
