,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.006499999999999999,0.0431335136523794,2.0,0.0,-0.037,1.0,0.024,,,,
1,set1__Glucose carbon source (20mM),0.1995,0.1605132393293463,2.0,2.0,0.086,3.0,0.313,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0795,0.006363961030678933,2.0,4.0,0.084,5.0,0.075,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.007499999999999979,0.3882016228714145,2.0,6.0,0.282,7.0,-0.267,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.26,0.10040916292848977,2.0,8.0,0.189,9.0,0.331,,,,
5,set5__D-Glucose carbon source,0.087,0.13859292911256332,2.0,10.0,0.185,11.0,-0.011,,,,
6,set5__Levulinic Acid carbon source,0.09175000000000001,0.08813011214486606,4.0,12.0,0.138,13.0,0.193,14.0,0.014,15.0,0.022
7,set5__Vanillin carbon source,-0.1835,0.08273149339882606,2.0,16.0,-0.125,17.0,-0.242,,,,
8,set5__p-Coumaric acid carbon source,-0.0625,0.13788582233137678,2.0,18.0,-0.16,19.0,0.035,,,,
9,set6__D-Glucose carbon source,0.286,,1.0,20.0,0.286,,,,,,
10,set6__Ferulic Acid carbon source,0.268,,1.0,21.0,0.268,,,,,,
11,set6__benzoic acid carbon source,0.204,,1.0,22.0,0.204,,,,,,
12,set6__Valerolactam carbon source,0.029,,1.0,23.0,0.029,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.075,,1.0,24.0,-0.075,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.496,,1.0,25.0,-0.496,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.0015000000000000013,0.31890515831513294,2.0,26.0,-0.224,30.0,0.227,,,,
16,set7__Valerolactam 10 mM carbon source,0.141,,1.0,27.0,0.141,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.007,,1.0,28.0,0.007,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.166,0.6660945878777278,2.0,29.0,0.637,31.0,-0.305,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.214,,1.0,32.0,-0.214,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.024,,1.0,33.0,-0.024,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.476,,1.0,34.0,0.476,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.05500000000000001,0.2489015869776647,2.0,35.0,0.121,47.0,-0.231,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.015,0.20081832585697953,2.0,36.0,-0.157,49.0,0.127,,,,
