,PP_0820
set1IT078,-0.018
set1IT079,-0.127
set1IT080,-0.099
set1IT081,0.068
set1IT082,-0.593
set1IT083,-0.314
set1IT084,-0.648
set1IT085,-1.386
set1IT086,-0.593
set1IT087,-0.71
set5IT075,0.051
set5IT076,0.048
set5IT081,-0.339
set5IT082,-0.402
set5IT083,-0.177
set5IT084,-0.097
set5IT085,0.224
set5IT086,0.176
set5IT087,-0.092
set5IT088,0.045
set6IT057,-0.162
set6IT059,-0.328
set6IT061,-0.296
set6IT064,-0.202
set6IT065,-0.122
set7IT042,-0.583
set7IT044,-0.142
set7IT045,-0.111
set7IT055,-0.15
set7IT056,-0.144
set7IT057,0.059
set7IT062,0.392
set8IT058,0.222
set8IT059,0.103
set8IT060,0.375
set8IT062,0.209
set8IT064,0.17
set8IT070,-0.263
set8IT073,0.072
set8IT080,0.028
set8IT081,0.19
set8IT082,-0.306
set8IT084,0.364
set8IT085,0.464
set8IT089,-0.414
set8IT090,0.22
set8IT092,0.286
set8IT093,0.393
set8IT094,0.478
set8IT095,-0.337
set8IT096,-0.055
set9IT020,0.165
set9IT022,-0.089
set9IT025,0.072
set10IT006,-0.11
set10IT008,-0.199
set10IT010,-0.114
set10IT017,0.12
set10IT018,0.046
set10IT019,-0.113
set10IT020,0.023
set10IT021,-0.534
set10IT022,0.001
set10IT023,-0.055
set10IT024,0.15
set10IT025,0.138
set10IT026,-0.107
set10IT027,-0.047
set10IT028,-0.227
set10IT029,0.169
set10IT031,0.13
set10IT032,-0.185
set10IT033,0.018
set10IT034,0.015
set10IT035,-0.541
set10IT036,0.061
set10IT037,-0.095
set10IT043,-0.075
set10IT044,-0.008
set10IT053,0.018
set12IT001,-0.041
set12IT002,-0.22
set12IT004,-0.15
set12IT007,0.309
set12IT008,-0.298
set12IT009,-0.056
set12IT014,0.102
set12IT015,-0.111
set12IT016,-0.003
set12IT017,0.25
set12IT023,0.24
set12IT024,-0.152
set12IT025,-0.035
set12IT026,0.157
set12IT027,0.061
set12IT028,-0.223
set12IT029,-0.228
set12IT031,-0.14
set12IT032,0.035
set12IT034,-0.052
set12IT037,0.075
set12IT038,-0.274
set12IT039,0.179
set12IT044,-0.008
set12IT046,-0.059
set12IT053,0.024
set12IT054,0.235
set12IT055,0.053
set12IT056,0.169
set12IT057,0.065
set12IT058,-0.017
set12IT059,0.153
set15IT054,0.211
set15IT057,-0.288
set15IT058,-0.174
set15IT059,-0.1
set15IT060,0.034
set15IT061,-0.052
set15IT062,0.076
set15IT063,0.281
set15IT064,-0.163
set15IT065,-0.216
set15IT066,0.019
set15IT067,0.036
set15IT068,-0.021
set15IT071,-0.429
set15IT072,0.01
set15IT073,0.062
set15IT074,0.477
set15IT075,-0.184
set15IT076,0.065
set15IT077,0.076
set15IT078,-0.132
set15IT079,-0.101
set15IT080,0.131
set15IT081,0.567
set16IT004,0.006
set16IT005,-0.21
set16IT006,-0.119
set16IT007,0.001
set16IT008,-0.032
set16IT009,-0.141
set16IT010,0.057
set16IT011,-0.213
set16IT012,-0.1
set16IT013,-0.005
set16IT014,-0.046
set16IT015,-0.101
set27IT004,-0.029
set27IT005,0.112
set27IT006,0.135
set27IT007,-0.048
set27IT008,-0.125
set27IT009,0.056
set27IT010,-0.002
set27IT011,-0.066
set27IT012,-0.225
set27IT013,-0.166
set27IT014,-0.093
set27IT015,-0.013
set27IT016,-0.143
set27IT017,0.19
set27IT018,-0.078
set27IT019,-0.136
set27IT020,0.031
