,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.1005,0.044547727214752496,2.0,0.0,0.132,1.0,0.069,,,,
1,set1__Glucose carbon source (20mM),0.055499999999999994,0.1322289680818844,2.0,2.0,0.149,3.0,-0.038,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.11649999999999999,0.0077781745930520195,2.0,4.0,0.122,5.0,0.111,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.027,0.04101219330881976,2.0,6.0,0.056,7.0,-0.002,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.016,0.026870057685088808,2.0,8.0,-0.035,9.0,0.003,,,,
5,set5__D-Glucose carbon source,0.023,0.015556349186104048,2.0,10.0,0.012,11.0,0.034,,,,
6,set5__Levulinic Acid carbon source,0.05550000000000001,0.0432781700167648,4.0,12.0,0.1,13.0,0.028,14.0,0.01,15.0,0.084
7,set5__Vanillin carbon source,0.1565,0.028991378028648436,2.0,16.0,0.177,17.0,0.136,,,,
8,set5__p-Coumaric acid carbon source,0.14200000000000002,0.03818376618407357,2.0,18.0,0.169,19.0,0.115,,,,
9,set6__D-Glucose carbon source,0.038,,1.0,20.0,0.038,,,,,,
10,set6__Ferulic Acid carbon source,-0.001,,1.0,21.0,-0.001,,,,,,
11,set6__benzoic acid carbon source,-0.049,,1.0,22.0,-0.049,,,,,,
12,set6__Valerolactam carbon source,0.016,,1.0,23.0,0.016,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.046,,1.0,24.0,0.046,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.047,,1.0,25.0,0.047,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.053,0.19091883092036785,2.0,26.0,0.188,30.0,-0.082,,,,
16,set7__Valerolactam 10 mM carbon source,-0.052,,1.0,27.0,-0.052,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.16,,1.0,28.0,0.16,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.0305,0.03181980515339464,2.0,29.0,0.008,31.0,0.053,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.0,,1.0,32.0,0.0,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.125,,1.0,33.0,0.125,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.191,,1.0,34.0,0.191,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0295,0.002121320343559642,2.0,35.0,0.028,47.0,0.031,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.0615,0.06434671708797582,2.0,36.0,0.107,49.0,0.016,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.011,,1.0,37.0,-0.011,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.032,,1.0,38.0,0.032,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.049,,1.0,39.0,0.049,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.009,,1.0,40.0,0.009,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.048,,1.0,41.0,-0.048,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.02,,1.0,42.0,0.02,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.034,,1.0,43.0,-0.034,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.018,,1.0,44.0,0.018,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.072,,1.0,45.0,0.072,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.031,,1.0,46.0,-0.031,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.243,,1.0,48.0,0.243,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.106,,1.0,50.0,0.106,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.064,,1.0,51.0,0.064,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.001,,1.0,52.0,0.001,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.055,,1.0,53.0,-0.055,,,,,,
39,set10__L-Arginine carbon source,0.037,,1.0,54.0,0.037,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.202,,1.0,55.0,-0.202,,,,,,
41,set10__L-Histidine carbon source,-0.077,,1.0,56.0,-0.077,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.06,,1.0,57.0,-0.06,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.016,,1.0,58.0,0.016,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.037,,1.0,59.0,-0.037,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.021,,1.0,60.0,-0.021,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.069,,1.0,61.0,-0.069,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.047,,1.0,62.0,-0.047,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.085,,1.0,63.0,-0.085,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.047,,1.0,64.0,-0.047,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.136,,1.0,65.0,-0.136,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.045,,1.0,66.0,-0.045,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.098,,1.0,67.0,-0.098,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.015,,1.0,68.0,0.015,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.045,,1.0,69.0,-0.045,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.019,,1.0,70.0,0.019,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.103,,1.0,71.0,-0.103,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.001,,1.0,72.0,0.001,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-0.109,,1.0,73.0,-0.109,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.156,,1.0,74.0,-0.156,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,0.026,,1.0,75.0,0.026,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.044,,1.0,76.0,-0.044,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,0.101,,1.0,77.0,0.101,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-0.054,,1.0,78.0,-0.054,,,,,,
64,set10__Sodium butyrate carbon source,0.092,,1.0,79.0,0.092,,,,,,
65,set12__Vanillin carbon source,-0.064,0.024041630560342617,2.0,80.0,-0.047,97.0,-0.081,,,,
66,"set12__1,2-Propanediol carbon source",0.010000000000000002,0.1442497833620557,2.0,81.0,0.112,98.0,-0.092,,,,
67,set12__Sodium propionate carbon source,-0.01,0.00282842712474619,2.0,82.0,-0.012,99.0,-0.008,,,,
68,set12__2-methyl-1-butanol carbon source,-0.05149999999999999,0.126572113832392,2.0,83.0,-0.141,100.0,0.038,,,,
69,"set12__1,5-Pentanediol carbon source",0.004,0.07353910524340095,2.0,84.0,-0.048,101.0,0.056,,,,
70,"set12__1,4-Butanediol carbon source",-0.0505,0.06717514421272201,2.0,85.0,-0.098,102.0,-0.003,,,,
71,set12__Vanillic Acid carbon source,0.0825,0.1011162697096763,2.0,86.0,0.154,103.0,0.011,,,,
72,set12__Protocatechuic Acid carbon source,0.1075,0.01909188309203678,2.0,87.0,0.094,89.0,0.121,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,0.069,0.04808326112068523,2.0,88.0,0.103,104.0,0.035,,,,
74,set12__L-Lysine carbon source,-0.0020000000000000018,0.04525483399593904,2.0,90.0,-0.034,105.0,0.03,,,,
75,set12__p-Coumaric acid carbon source,0.088,0.007071067811865472,2.0,91.0,0.083,106.0,0.093,,,,
76,set12__benzoic acid carbon source,0.047499999999999994,0.1322289680818844,2.0,92.0,0.141,107.0,-0.046,,,,
77,set12__Ferulic Acid carbon source,0.108,0.06646803743153547,2.0,93.0,0.061,108.0,0.155,,,,
78,set12__D-Glucose carbon source,0.062,0.004242640687119289,2.0,94.0,0.059,109.0,0.065,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,0.0575,0.017677669529663695,2.0,95.0,0.045,110.0,0.07,,,,
80,set12__Phenylacetic acid carbon source,0.0955,0.006363961030678933,2.0,96.0,0.091,111.0,0.1,,,,
81,set15__Butyl stearate carbon source,-0.08499999999999999,0.019798989873223337,2.0,112.0,-0.099,124.0,-0.071,,,,
82,set15__Hexanoic acid carbon source,-0.1085,0.0714177848998413,2.0,113.0,-0.058,125.0,-0.159,,,,
83,set15__Decanoic acid carbon source,-0.0575,0.017677669529663695,2.0,114.0,-0.07,126.0,-0.045,,,,
84,set15__Lauric acid carbon source,-0.079,0.031112698372208095,2.0,115.0,-0.101,127.0,-0.057,,,,
85,set15__Valeric acid carbon source,0.038,0.09333809511662428,2.0,116.0,-0.028,128.0,0.104,,,,
86,set15__Octanoic acid carbon source,-0.0485,0.038890872965260115,2.0,117.0,-0.021,129.0,-0.076,,,,
87,set15__Nonanoic acid carbon source,-0.1065,0.05868986283848344,2.0,118.0,-0.148,130.0,-0.065,,,,
88,set15__Tween 20 carbon source,-0.07100000000000001,0.13293607486307094,2.0,119.0,0.023,131.0,-0.165,,,,
89,set15__Myristic acid carbon source,-0.1105,0.10394469683442249,2.0,120.0,-0.037,132.0,-0.184,,,,
90,set15__Sodium butyrate carbon source,-0.11699999999999999,0.09333809511662428,2.0,121.0,-0.051,133.0,-0.183,,,,
91,set15__Oleic acid carbon source,-0.0385,0.05868986283848345,2.0,122.0,-0.08,134.0,0.003,,,,
92,set15__Heptanoic acid carbon source,-0.119,0.0014142135623730963,2.0,123.0,-0.12,135.0,-0.118,,,,
93,set16__Butanol carbon source,-0.009000000000000001,0.01131370849898476,2.0,136.0,-0.017,137.0,-0.001,,,,
94,"set16__1,3-Butandiol carbon source",-0.026,0.05091168824543142,2.0,138.0,-0.062,139.0,0.01,,,,
95,set16__3-methyl-3-butenol carbon source,-0.051500000000000004,0.014849242404917496,2.0,140.0,-0.062,141.0,-0.041,,,,
96,set16__3-methyl-1-butanol carbon source,-0.032,0.04101219330881976,2.0,142.0,-0.061,143.0,-0.003,,,,
97,set16__1-Pentanol carbon source,-0.048,0.02262741699796952,2.0,144.0,-0.032,145.0,-0.064,,,,
98,set16__Ethanol carbon source,-0.000499999999999997,0.050204581464244884,2.0,146.0,-0.036,147.0,0.035,,,,
99,set27__Ammonium chloride nitrogen source,0.1105,0.027577164466275356,2.0,148.0,0.13,149.0,0.091,,,,
100,set27__6-aminocaproic acid nitrogen source,0.1185,0.014849242404917501,2.0,150.0,0.129,151.0,0.108,,,,
101,set27__Urea nitrogen source,0.0595,0.08838834764831845,2.0,152.0,0.122,153.0,-0.003,,,,
102,set27__Sodium nitrite nitrogen source,0.0695,0.043133513652379406,2.0,154.0,0.1,155.0,0.039,,,,
103,set27__Valerolactam nitrogen source,0.091,0.02687005768508881,2.0,156.0,0.072,157.0,0.11,,,,
104,set27__4-aminobutyric acid nitrogen source,0.053000000000000005,0.01697056274847714,2.0,158.0,0.041,159.0,0.065,,,,
105,set27__Sodium nitrate nitrogen source,0.11199999999999999,0.04666904755831213,2.0,160.0,0.145,161.0,0.079,,,,
106,set27__5-Aminovaleric acid nitrogen source,0.051000000000000004,0.005656854249492381,2.0,162.0,0.055,163.0,0.047,,,,
