,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.882671365460168,0.6411631494374588,2.0,0.0,0.4293005546460172,1.0,1.3360421762743189,,,,
1,set1__Glucose carbon source (20mM),1.284510955151104,0.16102354282267256,2.0,2.0,1.1706501160905098,3.0,1.3983717942116982,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),3.5258919534041677,0.05920458096538267,2.0,4.0,3.567755914082098,5.0,3.484027992726238,,,,
3,set1__Potassium Acetate Carbon Source (20mM),2.2217825606457957,0.2044963572869841,2.0,6.0,2.077181799680222,7.0,2.366383321611369,,,,
4,set1__Potassium Acetate Carbon Source (5mM),1.9887045248802413,0.23170646226703673,2.0,8.0,2.152545735594008,9.0,1.8248633141664747,,,,
5,set5__D-Glucose carbon source,0.2582682222056808,0.22901462601063954,2.0,10.0,0.4202060172487051,11.0,0.0963304271626565,,,,
6,set5__Levulinic Acid carbon source,2.5035260751881205,1.1560901739977163,4.0,12.0,2.084900232585823,13.0,1.1673678690095537,14.0,2.8762233431754782,15.0,3.885612855981628
7,set5__Vanillin carbon source,4.137241669033033,0.29446939676805345,2.0,16.0,3.92902036172643,17.0,4.345462976339635,,,,
8,set5__p-Coumaric acid carbon source,0.4184625083583765,0.2633878143624111,2.0,18.0,0.6047058179759409,19.0,0.2322191987408121,,,,
9,set6__D-Glucose carbon source,-2.5678800835557705,,1.0,20.0,-2.5678800835557705,,,,,,
10,set6__Ferulic Acid carbon source,2.017257466197748,,1.0,21.0,2.017257466197748,,,,,,
11,set6__benzoic acid carbon source,-0.8102315077103789,,1.0,22.0,-0.8102315077103789,,,,,,
12,set6__Valerolactam carbon source,-2.326060727325199,,1.0,23.0,-2.326060727325199,,,,,,
13,set6__D-Glucuronic Acid carbon source,-1.3256010337427693,,1.0,24.0,-1.3256010337427693,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-2.3056802908502654,,1.0,25.0,-2.3056802908502654,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,1.024962320428241,1.2421345392972933,2.0,26.0,1.9032840763113852,30.0,0.1466405645450968,,,,
16,set7__Valerolactam 10 mM carbon source,0.8224510424733935,,1.0,27.0,0.8224510424733935,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.7699929568148234,,1.0,28.0,0.7699929568148234,,,,,,
18,set7__D-Lysine 10 mM carbon source,2.1675279793068998,0.8221472337119451,2.0,29.0,1.586182095215422,31.0,2.7488738633983774,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,1.641617831888844,,1.0,32.0,1.641617831888844,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,2.896342257615063,,1.0,33.0,2.896342257615063,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.539323720232358,,1.0,34.0,0.539323720232358,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.1540791950156921,2.1416363796207802,2.0,35.0,0.3602864118499688,47.0,-2.668444801881353,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.2826404388028567,4.169234125435757,2.0,36.0,1.6654532836471323,49.0,-4.230734161252846,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,1.1430356665896342,,1.0,37.0,1.1430356665896342,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,1.6281572632489765,,1.0,38.0,1.6281572632489765,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,1.2098005854027254,,1.0,39.0,1.2098005854027254,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,1.8089796984308808,,1.0,40.0,1.8089796984308808,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.863680394888302,,1.0,41.0,0.863680394888302,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.2172060078839481,,1.0,42.0,-0.2172060078839481,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-1.1236364789706288,,1.0,43.0,-1.1236364789706288,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-1.7343197533509704,,1.0,44.0,-1.7343197533509704,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-2.6912710347966358,,1.0,45.0,-2.6912710347966358,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-3.3748139002709734,,1.0,46.0,-3.3748139002709734,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-3.7423822715475255,,1.0,48.0,-3.7423822715475255,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-5.97342006597596,,1.0,50.0,-5.97342006597596,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.734827348225917,,1.0,51.0,0.734827348225917,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,1.1555384122973018,,1.0,52.0,1.1555384122973018,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,3.237146489276993,,1.0,53.0,3.237146489276993,,,,,,
39,set10__L-Arginine carbon source,0.8831572737630077,,1.0,54.0,0.8831572737630077,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,2.5479963600751976,,1.0,55.0,2.5479963600751976,,,,,,
41,set10__L-Histidine carbon source,0.2149100492067744,,1.0,56.0,0.2149100492067744,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.8529617054704702,,1.0,57.0,-0.8529617054704702,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.7202310113061288,,1.0,58.0,-0.7202310113061288,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.5518401997717265,,1.0,59.0,-0.5518401997717265,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.967210336210332,,1.0,60.0,-0.967210336210332,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,-0.0058907665230577,,1.0,61.0,-0.0058907665230577,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.9450294802133224,,1.0,62.0,-0.9450294802133224,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-1.3208276677915536,,1.0,63.0,-1.3208276677915536,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.6535598801196095,,1.0,64.0,-0.6535598801196095,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-1.0946151543409135,,1.0,65.0,-1.0946151543409135,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.969489482965119,,1.0,66.0,-0.969489482965119,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.3599808348591681,,1.0,67.0,-0.3599808348591681,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-1.428908967273944,,1.0,68.0,-1.428908967273944,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.1807826800044728,,1.0,69.0,-0.1807826800044728,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.4203910737788479,,1.0,70.0,-0.4203910737788479,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.8882236740876165,,1.0,71.0,-0.8882236740876165,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-0.295768761479933,,1.0,72.0,-0.295768761479933,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-0.7570723848805978,,1.0,73.0,-0.7570723848805978,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.2723666383336278,,1.0,74.0,-0.2723666383336278,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-1.1202024920338092,,1.0,75.0,-1.1202024920338092,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.3327257106812329,,1.0,76.0,-0.3327257106812329,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-2.506394712597319,,1.0,77.0,-2.506394712597319,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-2.749446439940191,,1.0,78.0,-2.749446439940191,,,,,,
64,set10__Sodium butyrate carbon source,0.8308186121211667,,1.0,79.0,0.8308186121211667,,,,,,
65,set12__Vanillin carbon source,-0.10787442409837525,0.7234027784576789,2.0,80.0,0.4036485860782391,97.0,-0.6193974342749896,,,,
66,"set12__1,2-Propanediol carbon source",-4.623898496516262,0.6694507536533519,2.0,81.0,-5.097271664094992,98.0,-4.150525328937532,,,,
67,set12__Sodium propionate carbon source,-1.0150806446395906,1.622142157112651,2.0,82.0,-2.16210836398252,99.0,0.131947074703339,,,,
68,set12__2-methyl-1-butanol carbon source,-2.9342554563171923,0.911378097645796,2.0,83.0,-3.5786970893874304,100.0,-2.2898138232469547,,,,
69,"set12__1,5-Pentanediol carbon source",2.0149908387573103,1.0885889282706227,2.0,84.0,1.2452422256525568,101.0,2.784739451862064,,,,
70,"set12__1,4-Butanediol carbon source",1.1719716166462606,0.6764097055687933,2.0,85.0,1.6502655063143503,102.0,0.6936777269781708,,,,
71,set12__Vanillic Acid carbon source,-2.591027764493647,0.9084220245617947,2.0,86.0,-1.9486763907467897,103.0,-3.2333791382405046,,,,
72,set12__Protocatechuic Acid carbon source,-5.019608989303011,0.47154545545390486,2.0,87.0,-5.353041978492166,89.0,-4.686176000113855,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-3.6983875718914057,0.3987929312869823,2.0,88.0,-3.41639838588912,104.0,-3.980376757893692,,,,
74,set12__L-Lysine carbon source,-0.032628286474653906,0.31504721567420046,2.0,90.0,-0.2554003090718218,105.0,0.190143736122514,,,,
75,set12__p-Coumaric acid carbon source,-5.1794655445536275,0.17360487980080172,2.0,91.0,-5.3022227323078495,106.0,-5.056708356799405,,,,
76,set12__benzoic acid carbon source,-4.3014157946125025,0.6180887719434213,2.0,92.0,-3.864361032596044,107.0,-4.738470556628961,,,,
77,set12__Ferulic Acid carbon source,-5.089174605436109,0.2677726445145092,2.0,93.0,-4.899830752683645,108.0,-5.278518458188573,,,,
78,set12__D-Glucose carbon source,-4.184453144916576,0.08906863535908428,2.0,94.0,-4.247434180970017,109.0,-4.121472108863136,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,-3.80275457216261,0.7813217935961014,2.0,95.0,-4.3552325107032495,110.0,-3.250276633621971,,,,
80,set12__Phenylacetic acid carbon source,-2.570527266578014,0.7160015561498592,2.0,96.0,-3.0768168222717,111.0,-2.064237710884328,,,,
81,set15__Butyl stearate carbon source,2.4334862406414053,0.5545296231668223,2.0,112.0,2.0413745837313244,124.0,2.825597897551486,,,,
82,set15__Hexanoic acid carbon source,1.269564535472389,0.09434747557467166,2.0,113.0,1.2028507957057066,125.0,1.3362782752390716,,,,
83,set15__Decanoic acid carbon source,-1.0211489437108492,0.7264249309225006,2.0,114.0,-0.5074889490325796,126.0,-1.5348089383891186,,,,
84,set15__Lauric acid carbon source,-2.269320031186915,0.18879472617526707,2.0,115.0,-2.402818062317704,127.0,-2.1358220000561263,,,,
85,set15__Valeric acid carbon source,2.924589199807377,0.3316214356005069,2.0,116.0,3.1590809657073136,128.0,2.690097433907441,,,,
86,set15__Octanoic acid carbon source,-2.5848823231151523,0.42837867355441767,2.0,117.0,-2.281972858129125,129.0,-2.8877917881011794,,,,
87,set15__Nonanoic acid carbon source,-3.5780710414824326,0.7260874151508462,2.0,118.0,-4.091492376469808,130.0,-3.0646497064950573,,,,
88,set15__Tween 20 carbon source,-1.3492530960710514,0.8498020007408763,2.0,119.0,-0.7483523386812824,131.0,-1.9501538534608205,,,,
89,set15__Myristic acid carbon source,-3.0252644701768556,0.5536400840072332,2.0,120.0,-3.4167471279150603,132.0,-2.6337818124386514,,,,
90,set15__Sodium butyrate carbon source,1.9441000252272174,0.08226532183424562,2.0,121.0,2.002270392152706,133.0,1.8859296583017284,,,,
91,set15__Oleic acid carbon source,-0.5567183951318763,0.19963261939537888,2.0,122.0,-0.4155568162113708,134.0,-0.6978799740523818,,,,
92,set15__Heptanoic acid carbon source,-3.8244851357726097,0.6624828793416454,2.0,123.0,-3.356038999370143,135.0,-4.2929312721750765,,,,
93,set16__Butanol carbon source,-1.293356849173243,0.03310328262835048,2.0,136.0,-1.3167644047992846,137.0,-1.2699492935472017,,,,
94,"set16__1,3-Butandiol carbon source",0.7166902483168751,0.8359200571509797,2.0,138.0,0.125605507375571,139.0,1.3077749892581791,,,,
95,set16__3-methyl-3-butenol carbon source,-1.2375583883722097,0.36018280400652997,2.0,140.0,-1.4922460915520122,141.0,-0.9828706851924072,,,,
96,set16__3-methyl-1-butanol carbon source,-0.215648720720405,0.8526372199933004,2.0,142.0,0.3872568394289038,143.0,-0.8185542808697138,,,,
97,set16__1-Pentanol carbon source,0.5733814695635423,0.02101688681944672,2.0,144.0,0.5585202863740814,145.0,0.5882426527530032,,,,
98,set16__Ethanol carbon source,-1.4454341205454457,0.1434893132004485,2.0,146.0,-1.343971854153608,147.0,-1.5468963869372832,,,,
99,set27__Ammonium chloride nitrogen source,-3.1057316112997766,0.19403201231765785,2.0,148.0,-2.968530259622689,149.0,-3.242932962976864,,,,
100,set27__6-aminocaproic acid nitrogen source,1.522082688459295,0.2708058175345786,2.0,150.0,1.7135713184227623,151.0,1.3305940584958276,,,,
101,set27__Urea nitrogen source,-2.6848035095859504,0.18488486643948657,2.0,152.0,-2.5540701667878203,153.0,-2.8155368523840805,,,,
