,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.064,0.06929646455628166,2.0,0.0,-0.113,1.0,-0.015,,,,
1,set1__Glucose carbon source (20mM),-0.1115,0.028991378028648453,2.0,2.0,-0.091,3.0,-0.132,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.154,0.15556349186104046,2.0,4.0,-0.044,5.0,-0.264,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.0040000000000000036,0.20506096654409878,2.0,6.0,-0.149,7.0,0.141,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.1255,0.1308147545195113,2.0,8.0,-0.033,9.0,-0.218,,,,
5,set5__D-Glucose carbon source,0.032,0.07353910524340095,2.0,10.0,-0.02,11.0,0.084,,,,
6,set5__Levulinic Acid carbon source,-0.031,0.05914952803418355,4.0,12.0,0.009,13.0,-0.007,14.0,-0.007,15.0,-0.119
7,set5__Vanillin carbon source,-0.003,0.00282842712474619,2.0,16.0,-0.005,17.0,-0.001,,,,
8,set5__p-Coumaric acid carbon source,-0.0275,0.051618795026617974,2.0,18.0,0.009,19.0,-0.064,,,,
9,set6__D-Glucose carbon source,0.099,,1.0,20.0,0.099,,,,,,
10,set6__Ferulic Acid carbon source,-0.019,,1.0,21.0,-0.019,,,,,,
11,set6__benzoic acid carbon source,-0.097,,1.0,22.0,-0.097,,,,,,
12,set6__Valerolactam carbon source,-0.011,,1.0,23.0,-0.011,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.079,,1.0,24.0,-0.079,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.095,,1.0,25.0,-0.095,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.081,0.1682914139223983,2.0,26.0,-0.2,30.0,0.038,,,,
16,set7__Valerolactam 10 mM carbon source,0.011,,1.0,27.0,0.011,,,,,,
17,set7__L-Lysine 10 mM carbon source,-3.453,,1.0,28.0,-3.453,,,,,,
18,set7__D-Lysine 10 mM carbon source,-4.53,0.7028641404994281,2.0,29.0,-5.027,31.0,-4.033,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.166,,1.0,32.0,0.166,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.016,,1.0,33.0,-0.016,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.041,,1.0,34.0,0.041,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.2885,0.13930003589374987,2.0,35.0,0.19,47.0,0.387,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.1385,0.41224325343175716,2.0,36.0,-0.153,49.0,0.43,,,,
