,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-4.612,0.08061017305526634,2.0,0.0,-4.669,1.0,-4.555,,,,
1,set1__Glucose carbon source (20mM),-5.672499999999999,0.11384419177103448,2.0,2.0,-5.753,3.0,-5.592,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-3.108,1.2020815280171309,2.0,4.0,-3.958,5.0,-2.258,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-4.525,0.2927422074112311,2.0,6.0,-4.318,7.0,-4.732,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-3.5105,0.41365746699413025,2.0,8.0,-3.803,9.0,-3.218,,,,
5,set5__D-Glucose carbon source,-4.679,0.5359869401394031,2.0,10.0,-4.3,11.0,-5.058,,,,
6,set5__Levulinic Acid carbon source,-4.1259999999999994,0.32401543173126807,4.0,12.0,-4.269,13.0,-3.642,14.0,-4.329,15.0,-4.264
7,set5__Vanillin carbon source,-5.0645,0.23546655813512046,2.0,16.0,-5.231,17.0,-4.898,,,,
8,set5__p-Coumaric acid carbon source,-4.670999999999999,0.7382194795587553,2.0,18.0,-5.193,19.0,-4.149,,,,
9,set6__D-Glucose carbon source,-3.075,,1.0,20.0,-3.075,,,,,,
10,set6__Ferulic Acid carbon source,-1.515,,1.0,21.0,-1.515,,,,,,
11,set6__benzoic acid carbon source,-1.63,,1.0,22.0,-1.63,,,,,,
12,set6__Valerolactam carbon source,-2.175,,1.0,23.0,-2.175,,,,,,
13,set6__D-Glucuronic Acid carbon source,-2.158,,1.0,24.0,-2.158,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-2.757,,1.0,25.0,-2.757,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-3.4945,0.3288046532517445,2.0,26.0,-3.262,30.0,-3.727,,,,
16,set7__Valerolactam 10 mM carbon source,-3.585,,1.0,27.0,-3.585,,,,,,
17,set7__L-Lysine 10 mM carbon source,-2.537,,1.0,28.0,-2.537,,,,,,
18,set7__D-Lysine 10 mM carbon source,-3.657,0.9446946596652277,2.0,29.0,-2.989,31.0,-4.325,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.87,,1.0,32.0,-0.87,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-1.509,,1.0,33.0,-1.509,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-3.554,,1.0,34.0,-3.554,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-3.7640000000000002,0.18101933598375602,2.0,35.0,-3.892,47.0,-3.636,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-3.3615,0.42638538905548795,2.0,36.0,-3.663,49.0,-3.06,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-1.641,,1.0,37.0,-1.641,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-2.678,,1.0,38.0,-2.678,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-2.021,,1.0,39.0,-2.021,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-2.591,,1.0,40.0,-2.591,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-3.162,,1.0,41.0,-3.162,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-3.755,,1.0,42.0,-3.755,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-3.144,,1.0,43.0,-3.144,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-1.611,,1.0,44.0,-1.611,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-3.244,,1.0,45.0,-3.244,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-3.716,,1.0,46.0,-3.716,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-3.974,,1.0,48.0,-3.974,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-4.157,,1.0,50.0,-4.157,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.711,,1.0,51.0,0.711,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.525,,1.0,52.0,0.525,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,1.77,,1.0,53.0,1.77,,,,,,
39,set10__L-Arginine carbon source,0.039,,1.0,54.0,0.039,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-4.782,,1.0,55.0,-4.782,,,,,,
41,set10__L-Histidine carbon source,-6.927,,1.0,56.0,-6.927,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.86,,1.0,57.0,-0.86,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-5.711,,1.0,58.0,-5.711,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.867,,1.0,59.0,-0.867,,,,,,
