,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.0455,0.11101576464628796,2.0,0.0,0.124,1.0,-0.033,,,,
1,set1__Glucose carbon source (20mM),0.0085,0.10818733752154179,2.0,2.0,-0.068,3.0,0.085,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0365,0.1534421715174808,2.0,4.0,0.145,5.0,-0.072,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.0315,0.12091525958289963,2.0,6.0,0.117,7.0,-0.054,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.103,0.06788225099390856,2.0,8.0,0.151,9.0,0.055,,,,
5,set5__D-Glucose carbon source,-0.1495,0.10394469683442249,2.0,10.0,-0.076,11.0,-0.223,,,,
6,set5__Levulinic Acid carbon source,-0.0655,0.10460560851758063,4.0,12.0,-0.12,13.0,0.076,14.0,-0.164,15.0,-0.054
7,set5__Vanillin carbon source,-0.097,0.14142135623730953,2.0,16.0,0.003,17.0,-0.197,,,,
8,set5__p-Coumaric acid carbon source,0.112,0.0311126983722081,2.0,18.0,0.09,19.0,0.134,,,,
9,set6__D-Glucose carbon source,0.263,,1.0,20.0,0.263,,,,,,
10,set6__Ferulic Acid carbon source,0.067,,1.0,21.0,0.067,,,,,,
11,set6__benzoic acid carbon source,0.032,,1.0,22.0,0.032,,,,,,
12,set6__Valerolactam carbon source,0.329,,1.0,23.0,0.329,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.195,,1.0,24.0,0.195,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.195,,1.0,25.0,-0.195,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.05500000000000001,0.3196122650963195,2.0,26.0,-0.281,30.0,0.171,,,,
16,set7__Valerolactam 10 mM carbon source,0.014,,1.0,27.0,0.014,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.17,,1.0,28.0,0.17,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.099,0.03535533905932738,2.0,29.0,0.074,31.0,0.124,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.13,,1.0,32.0,-0.13,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.01,,1.0,33.0,0.01,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.115,,1.0,34.0,0.115,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.14750000000000002,0.17465537495307726,2.0,35.0,-0.271,47.0,-0.024,,,,
