,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.32299999999999995,0.04101219330881976,2.0,0.0,0.352,1.0,0.294,,,,
1,set1__Glucose carbon source (20mM),0.248,0.0862670273047588,2.0,2.0,0.187,3.0,0.309,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.0465,0.24395183950935886,2.0,4.0,0.219,5.0,-0.126,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.082,0.04525483399593904,2.0,6.0,0.114,7.0,0.05,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.11499999999999999,0.014142135623730954,2.0,8.0,0.105,9.0,0.125,,,,
5,set5__D-Glucose carbon source,-0.196,0.02687005768508881,2.0,10.0,-0.177,11.0,-0.215,,,,
6,set5__Levulinic Acid carbon source,-0.0945,0.14838800490605702,4.0,12.0,-0.238,13.0,0.038,14.0,0.029,15.0,-0.207
7,set5__Vanillin carbon source,0.004999999999999999,0.024041630560342617,2.0,16.0,-0.012,17.0,0.022,,,,
8,set5__p-Coumaric acid carbon source,-0.025500000000000002,0.002121320343559642,2.0,18.0,-0.024,19.0,-0.027,,,,
9,set6__D-Glucose carbon source,0.32,,1.0,20.0,0.32,,,,,,
10,set6__Ferulic Acid carbon source,0.382,,1.0,21.0,0.382,,,,,,
11,set6__benzoic acid carbon source,0.321,,1.0,22.0,0.321,,,,,,
12,set6__Valerolactam carbon source,0.112,,1.0,23.0,0.112,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.245,,1.0,24.0,0.245,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.489,,1.0,25.0,-0.489,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,0.024999999999999994,0.06505382386916236,2.0,26.0,-0.021,30.0,0.071,,,,
16,set7__Valerolactam 10 mM carbon source,-0.065,,1.0,27.0,-0.065,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.051,,1.0,28.0,-0.051,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.0665,0.05020458146424487,2.0,29.0,0.031,31.0,0.102,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.038,,1.0,32.0,0.038,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.065,,1.0,33.0,-0.065,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.445,,1.0,34.0,-0.445,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1275,0.09121677477306463,2.0,35.0,-0.192,47.0,-0.063,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.022,0.07495331880577404,2.0,36.0,-0.075,49.0,0.031,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.12,,1.0,37.0,-0.12,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.139,,1.0,38.0,-0.139,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.127,,1.0,39.0,0.127,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.155,,1.0,40.0,0.155,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.34,,1.0,41.0,-0.34,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.102,,1.0,42.0,0.102,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.111,,1.0,43.0,0.111,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.066,,1.0,44.0,-0.066,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.083,,1.0,45.0,0.083,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.107,,1.0,46.0,0.107,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.088,,1.0,48.0,0.088,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.001,,1.0,50.0,0.001,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.196,,1.0,51.0,-0.196,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.049,,1.0,52.0,-0.049,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.358,,1.0,53.0,-0.358,,,,,,
39,set10__L-Arginine carbon source,-0.219,,1.0,54.0,-0.219,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.126,,1.0,55.0,0.126,,,,,,
41,set10__L-Histidine carbon source,-0.006,,1.0,56.0,-0.006,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.147,,1.0,57.0,-0.147,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.006,,1.0,58.0,-0.006,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.042,,1.0,59.0,0.042,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.034,,1.0,60.0,0.034,,,,,,
