,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.0475,0.16475588001646557,2.0,0.0,-0.164,1.0,0.069,,,,
1,set1__Glucose carbon source (20mM),0.060000000000000005,0.18950461735799476,2.0,2.0,-0.074,3.0,0.194,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.2555,0.14071424945612296,2.0,4.0,0.156,5.0,0.355,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.0029999999999999957,0.09616652224137047,2.0,6.0,-0.071,7.0,0.065,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.1005,0.21283914113715083,2.0,8.0,-0.251,9.0,0.05,,,,
5,set5__D-Glucose carbon source,0.14600000000000002,0.16546298679765212,2.0,10.0,0.263,11.0,0.029,,,,
6,set5__Levulinic Acid carbon source,0.06825,0.11170608756912041,4.0,12.0,-0.083,13.0,0.111,14.0,0.064,15.0,0.181
7,set5__Vanillin carbon source,0.03900000000000001,0.32951176003293114,2.0,16.0,-0.194,17.0,0.272,,,,
8,set5__p-Coumaric acid carbon source,-0.06999999999999999,0.14424978336205568,2.0,18.0,-0.172,19.0,0.032,,,,
9,set6__D-Glucose carbon source,-0.075,,1.0,20.0,-0.075,,,,,,
10,set6__Ferulic Acid carbon source,0.159,,1.0,21.0,0.159,,,,,,
11,set6__benzoic acid carbon source,0.125,,1.0,22.0,0.125,,,,,,
12,set6__Valerolactam carbon source,-0.362,,1.0,23.0,-0.362,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.101,,1.0,24.0,-0.101,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.016,,1.0,25.0,0.016,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.2835,0.11808683245815342,2.0,26.0,-0.367,30.0,-0.2,,,,
16,set7__Valerolactam 10 mM carbon source,0.06,,1.0,27.0,0.06,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.106,,1.0,28.0,0.106,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.006000000000000005,0.22485995641732212,2.0,29.0,0.153,31.0,-0.165,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.076,,1.0,32.0,-0.076,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.008,,1.0,33.0,-0.008,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.187,,1.0,34.0,-0.187,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.297,0.29839906166072305,2.0,35.0,-0.086,47.0,-0.508,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.27249999999999996,0.11667261889578033,2.0,36.0,0.19,49.0,0.355,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.413,,1.0,37.0,0.413,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.58,,1.0,38.0,0.58,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.223,,1.0,39.0,-0.223,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.506,,1.0,40.0,-0.506,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.114,,1.0,41.0,-0.114,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.2,,1.0,42.0,-0.2,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.024,,1.0,43.0,0.024,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.029,,1.0,44.0,0.029,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,0.12,,1.0,45.0,0.12,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.522,,1.0,46.0,0.522,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.274,,1.0,48.0,0.274,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.047,,1.0,50.0,-0.047,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.04,,1.0,51.0,0.04,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.002,,1.0,52.0,0.002,,,,,,
