,PP_3354
set1IT078,-0.038
set1IT079,0.023
set1IT080,-0.176
set1IT081,-0.059
set1IT082,-0.134
set1IT083,-0.02
set1IT084,-0.074
set1IT085,-0.187
set1IT086,-0.097
set1IT087,-0.1
set5IT075,-0.043
set5IT076,-0.048
set5IT081,-0.068
set5IT082,-0.028
set5IT083,-0.031
set5IT084,0.001
set5IT085,-0.093
set5IT086,-0.122
set5IT087,0.021
set5IT088,-0.118
set6IT057,0.074
set6IT059,0.042
set6IT061,0.134
set6IT064,-0.084
set6IT065,0.123
set7IT042,0.028
set7IT044,-0.038
set7IT045,-0.028
set7IT055,0.084
set7IT056,-0.063
set7IT057,0.147
set7IT062,-0.052
set8IT058,0.005
set8IT059,-0.09
set8IT060,0.002
set8IT062,0.05
set8IT064,-0.02
set8IT070,-0.062
set8IT073,-0.037
set8IT080,-0.008
set8IT081,0.072
set8IT082,0.224
set8IT084,-0.089
set8IT085,0.053
set8IT089,-0.049
set8IT090,-0.048
set8IT092,0.275
set8IT093,0.084
set8IT094,-0.088
set8IT095,0.057
set8IT096,-0.135
set9IT020,-0.064
set9IT022,-0.021
set9IT025,-0.131
set10IT006,0.108
set10IT008,0.053
set10IT010,-0.081
set10IT017,-0.044
set10IT018,-0.077
set10IT019,-0.064
set10IT020,-0.072
set10IT021,-0.091
set10IT022,0.057
set10IT023,-0.057
set10IT024,-0.071
set10IT025,0.034
set10IT026,0.129
set10IT027,-0.089
set10IT028,-0.113
set10IT029,-0.034
set10IT031,-0.007
set10IT032,-0.086
set10IT033,-0.001
set10IT034,-0.073
set10IT035,-0.022
set10IT036,-0.133
set10IT037,0.008
set10IT043,-0.081
set10IT044,0.008
set10IT053,-0.106
set12IT001,-0.086
set12IT002,-0.095
set12IT004,-0.006
set12IT007,-0.019
set12IT008,-0.111
set12IT009,0.109
set12IT014,0.199
set12IT015,-0.003
set12IT016,0.106
set12IT017,0.147
set12IT023,0.132
set12IT024,-0.102
set12IT025,0.058
set12IT026,0.117
set12IT027,0.132
set12IT028,0.025
set12IT029,0.082
set12IT031,-0.031
set12IT032,0.022
set12IT034,0.053
set12IT037,0.024
set12IT038,0.043
set12IT039,-0.017
set12IT044,-0.11
set12IT046,0.208
set12IT053,-0.157
set12IT054,-0.052
set12IT055,-0.089
set12IT056,0.133
set12IT057,-0.019
set12IT058,-0.002
set12IT059,-0.183
set15IT054,0.022
set15IT057,0.174
set15IT058,0.125
set15IT059,0.099
set15IT060,0.132
set15IT061,0.044
set15IT062,-0.017
set15IT063,0.16
set15IT064,-0.127
set15IT065,-0.014
set15IT066,-0.094
set15IT067,-0.001
set15IT068,0.148
set15IT071,-0.059
set15IT072,-0.036
set15IT073,0.107
set15IT074,-0.017
set15IT075,0.044
set15IT076,0.035
set15IT077,-0.153
set15IT078,-0.051
set15IT079,-0.024
set15IT080,-0.008
set15IT081,-0.082
set16IT004,0.064
set16IT005,0.042
set16IT006,-0.082
set16IT007,0.157
set16IT008,0.016
set16IT009,0.021
set16IT010,0.033
set16IT011,0.072
set16IT012,-0.009
set16IT013,0.019
set16IT014,-0.034
