k,name,in_iM,gene_weight,regulator,function,category
1,fModule_2,False,-0.0321564262811903,,,
24,fModule_25,False,0.0308526218263725,PrpR,,
57,fModule_58,False,-0.0296822796664059,PrpR,,
3,fModule_4,False,-0.0293424627835281,,,
65,fModule_66,False,-0.029321385350525,,,
9,fModule_10,False,0.0278729160211064,,,
4,fModule_5,False,0.026120041746912,BenR,,
25,fModule_26,False,0.0238518572124794,,,
10,fModule_11,False,-0.0227238837441914,PrpR,,
55,fModule_56,False,0.0219036319406139,PydR,,
39,fModule_40,False,-0.0214429033022195,,,
80,fModule_81,False,-0.0211897279104833,,,
17,fModule_18,False,-0.0199297604142523,,,
28,fModule_29,False,-0.0184242362784295,,,
60,fModule_61,False,0.0181075595640016,,,
19,fModule_20,False,-0.0179784262735252,,,
48,fModule_49,False,-0.0178728842026064,,,
12,fModule_13,False,0.017869470249449,ModR,,
38,fModule_39,False,-0.0178384518288499,,,
67,fModule_68,False,0.017238456121114,,,
2,fModule_3,False,-0.0171507748893762,,,
76,fModule_77,False,0.0166332836265418,PsrA,,
21,fModule_22,False,0.0164974476391059,,,
44,fModule_45,False,-0.016136370839401,,,
78,fModule_79,False,-0.016134861382219,,,
0,fModule_1,False,-0.0139438523058045,,,
37,fModule_38,False,-0.0138979101720586,,,
82,fModule_83,False,-0.0130680292147722,,,
66,fModule_67,False,0.012494206632178,,,
74,fModule_75,False,-0.0121204969029384,,,
35,fModule_36,False,0.0120230387823382,,,
45,fModule_46,False,-0.0117316909238257,,,
62,fModule_63,False,0.011660329011824,,,
51,fModule_52,False,-0.01163860943323,FleQ,,
40,fModule_41,False,-0.0112010766460104,,,
13,fModule_14,False,-0.0110958109789938,PP_3359,,
52,fModule_53,False,0.0110548877951961,PP_5350,,
46,fModule_47,False,-0.0108172891147729,,,
7,fModule_8,False,-0.0106341736031003,GltR-II,,
43,fModule_44,False,-0.0103005801745792,,,
56,fModule_57,False,0.0102497027499151,,,
34,fModule_35,False,0.0097949864649181,,,
11,fModule_12,False,0.0096600517754452,BirA,,
23,fModule_24,False,0.0093538775020885,,,
47,fModule_48,False,0.0093377772723515,,,
64,fModule_65,False,0.0092661320619179,DctD-II,,
63,fModule_64,False,0.0092243985606702,,,
59,fModule_60,False,0.008656980393891,,,
42,fModule_43,False,-0.0086555563569474,PhhR,,
18,fModule_19,False,-0.0086043332595776,,,
5,fModule_6,False,-0.0085198924812876,GcsR,,
29,fModule_30,False,-0.0078240180478915,HutC,,
70,fModule_71,False,-0.0077456724800068,,,
54,fModule_55,False,0.0077411076438572,,,
49,fModule_50,False,-0.0075359847837042,PP_2046,,
14,fModule_15,False,0.0072948678206376,,,
8,fModule_9,False,0.0072470545912023,,,
79,fModule_80,False,0.0069999310872687,,,
26,fModule_27,False,0.0068186566617931,,,
73,fModule_74,False,0.0063102295682635,,,
27,fModule_28,False,-0.0059957746511991,VanR,,
68,fModule_69,False,-0.0058512334020857,,,
69,fModule_70,False,-0.0052224420991537,,,
71,fModule_72,False,0.0049522824755574,,,
53,fModule_54,False,-0.004317119089548,,,
61,fModule_62,False,-0.0039950669079475,PP_3603,,
20,fModule_21,False,0.0038285124202344,,,
75,fModule_76,False,0.0035969491284346,,,
32,fModule_33,False,-0.0035056068281275,BirA,,
72,fModule_73,False,0.0034171324836732,RpoD,,
33,fModule_34,False,0.0029349706381671,,,
15,fModule_16,False,0.0028745562262307,PcaR,,
31,fModule_32,False,0.0026676770097666,,,
6,fModule_7,False,-0.0025483999586654,GbdR,,
36,fModule_37,False,0.0025155556046679,,,
81,fModule_82,False,-0.0025104214106448,,,
83,fModule_84,False,-0.0021898719185027,,,
30,fModule_31,False,0.0020718364962246,,,
50,fModule_51,False,0.0013646964518978,,,
22,fModule_23,False,0.0013152651521046,,,
77,fModule_78,False,-0.0011765857304259,,,
16,fModule_17,False,0.0010999506972359,PedR1,,
41,fModule_42,False,-0.0010620827914378,,,
58,fModule_59,False,0.0006761026851221,,,
