,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-11.03800593974696,0.10101718546712521,2.0,0.0,-10.966576002886775,1.0,-11.109435876607142,,,,
1,set1__Glucose carbon source (20mM),-11.670318109613001,0.29434385049078593,2.0,2.0,-11.878450642295595,3.0,-11.462185576930407,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-9.289906896823375,0.3509470743955066,2.0,4.0,-9.538063952966017,5.0,-9.041749840680732,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-11.190674708032839,0.05186943766367742,2.0,6.0,-11.227351939141158,7.0,-11.15399747692452,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-8.036203492197725,0.24940956662233016,2.0,8.0,-7.859844296346278,9.0,-8.212562688049173,,,,
5,set5__D-Glucose carbon source,-13.005318179002519,0.1933994548707219,2.0,10.0,-13.142072245019389,11.0,-12.86856411298565,,,,
6,set5__Levulinic Acid carbon source,-12.125538839610027,1.2858633996208633,4.0,12.0,-13.919156032284276,13.0,-11.371913509805829,14.0,-12.168805164347232,15.0,-11.042280652002766
7,set5__Vanillin carbon source,-12.657174981040612,0.28891379576971615,2.0,16.0,-12.861467885207723,17.0,-12.4528820768735,,,,
8,set5__p-Coumaric acid carbon source,-12.467759612961828,0.07875104180634741,2.0,18.0,-12.412074217275055,19.0,-12.523445008648602,,,,
9,set6__D-Glucose carbon source,-2.4004863522303643,,1.0,20.0,-2.4004863522303643,,,,,,
10,set6__Ferulic Acid carbon source,-3.937988245452672,,1.0,21.0,-3.937988245452672,,,,,,
11,set6__benzoic acid carbon source,-1.0963549373990014,,1.0,22.0,-1.0963549373990014,,,,,,
12,set6__Valerolactam carbon source,-1.341357420292714,,1.0,23.0,-1.341357420292714,,,,,,
13,set6__D-Glucuronic Acid carbon source,-1.529506047415888,,1.0,24.0,-1.529506047415888,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-7.778024031613834,,1.0,25.0,-7.778024031613834,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-9.257027906106567,0.05399324080418417,2.0,26.0,-9.21884891939569,30.0,-9.295206892817443,,,,
16,set7__Valerolactam 10 mM carbon source,-7.926876946164418,,1.0,27.0,-7.926876946164418,,,,,,
17,set7__L-Lysine 10 mM carbon source,-9.054230791228145,,1.0,28.0,-9.054230791228145,,,,,,
18,set7__D-Lysine 10 mM carbon source,-9.700685845918578,0.18837943549862587,2.0,29.0,-9.567481469641406,31.0,-9.83389022219575,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-3.0818683430863865,,1.0,32.0,-3.0818683430863865,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-4.812760522266917,,1.0,33.0,-4.812760522266917,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-6.362706428277085,,1.0,34.0,-6.362706428277085,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-6.755362244896437,0.35431227952843597,2.0,35.0,-6.504825629384217,47.0,-7.005898860408658,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-6.987720313598729,0.9702631854983754,2.0,36.0,-6.301640635597166,49.0,-7.673799991600291,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-5.257801421137806,,1.0,37.0,-5.257801421137806,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-4.55786406003062,,1.0,38.0,-4.55786406003062,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-1.7069781776011186,,1.0,39.0,-1.7069781776011186,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-4.163806670990424,,1.0,40.0,-4.163806670990424,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-4.541289089926916,,1.0,41.0,-4.541289089926916,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-7.056477849760775,,1.0,42.0,-7.056477849760775,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-6.905814859220667,,1.0,43.0,-6.905814859220667,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-4.159969834177057,,1.0,44.0,-4.159969834177057,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-7.52747913391705,,1.0,45.0,-7.52747913391705,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-7.140552612630795,,1.0,46.0,-7.140552612630795,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-7.453888443438525,,1.0,48.0,-7.453888443438525,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-7.804442949471346,,1.0,50.0,-7.804442949471346,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,3.6588541979553897,,1.0,51.0,3.6588541979553897,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,2.4775678573593414,,1.0,52.0,2.4775678573593414,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,5.343301114446376,,1.0,53.0,5.343301114446376,,,,,,
39,set10__L-Arginine carbon source,-8.299873855857006,,1.0,54.0,-8.299873855857006,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,-6.944360372570897,,1.0,55.0,-6.944360372570897,,,,,,
41,set10__L-Histidine carbon source,-10.156005824753816,,1.0,56.0,-10.156005824753816,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.2931148968370441,,1.0,57.0,0.2931148968370441,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.1988831823594277,,1.0,58.0,-0.1988831823594277,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.1951515003718252,,1.0,59.0,0.1951515003718252,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.1704033193453276,,1.0,60.0,0.1704033193453276,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.6759062411101323,,1.0,61.0,0.6759062411101323,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.2246454801563001,,1.0,62.0,0.2246454801563001,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.5047776612874966,,1.0,63.0,-0.5047776612874966,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.1371371891164999,,1.0,64.0,0.1371371891164999,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.7139164725497562,,1.0,65.0,0.7139164725497562,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,-0.7294346094249002,,1.0,66.0,-0.7294346094249002,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.3991523640193835,,1.0,67.0,0.3991523640193835,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.5807262683994164,,1.0,68.0,0.5807262683994164,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.101583824740494,,1.0,69.0,-0.101583824740494,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.5170048557571155,,1.0,70.0,0.5170048557571155,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,0.2053503351354977,,1.0,71.0,0.2053503351354977,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,1.0033520430181035,,1.0,72.0,1.0033520430181035,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-7.831443771533681,,1.0,73.0,-7.831443771533681,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.6836797366457467,,1.0,74.0,0.6836797366457467,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.1325047094498922,,1.0,75.0,-0.1325047094498922,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.0964104776315212,,1.0,76.0,-0.0964104776315212,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-8.633790471308304,,1.0,77.0,-8.633790471308304,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-8.844834038381771,,1.0,78.0,-8.844834038381771,,,,,,
64,set10__Sodium butyrate carbon source,-5.320929550065072,,1.0,79.0,-5.320929550065072,,,,,,
65,set12__Vanillin carbon source,-13.566986184979346,0.08679510008860068,2.0,80.0,-13.62835958882576,97.0,-13.50561278113293,,,,
66,"set12__1,2-Propanediol carbon source",-13.621287254230474,0.30579385469373815,2.0,81.0,-13.405058345931357,98.0,-13.837516162529589,,,,
67,set12__Sodium propionate carbon source,-10.880429009914042,1.946927464328418,2.0,82.0,-12.257114622418998,99.0,-9.503743397409089,,,,
68,set12__2-methyl-1-butanol carbon source,-9.779223508324131,1.0969148419992747,2.0,83.0,-9.003587585162274,100.0,-10.554859431485989,,,,
69,"set12__1,5-Pentanediol carbon source",-14.035056076247415,0.11536295404391646,2.0,84.0,-14.11663000334958,101.0,-13.95348214914525,,,,
70,"set12__1,4-Butanediol carbon source",-11.91219995627202,0.07496152397552401,2.0,85.0,-11.965205758203192,102.0,-11.85919415434085,,,,
71,set12__Vanillic Acid carbon source,-14.727785829174167,0.4514974012326272,2.0,86.0,-15.04704270327386,103.0,-14.408528955074472,,,,
72,set12__Protocatechuic Acid carbon source,-14.930181208707953,0.36716874270932826,2.0,87.0,-15.189808716517458,89.0,-14.670553700898449,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-14.612094255534329,0.6795145979125807,2.0,88.0,-14.131604875435093,104.0,-15.092583635633565,,,,
74,set12__L-Lysine carbon source,-13.971980396045744,0.05663704337850657,2.0,90.0,-13.931931958606445,105.0,-14.012028833485042,,,,
75,set12__p-Coumaric acid carbon source,-14.004427186556848,0.05209658552523062,2.0,91.0,-14.041265035458403,106.0,-13.967589337655292,,,,
76,set12__benzoic acid carbon source,-14.032326580821223,0.7496916932276596,2.0,92.0,-13.50221450074072,107.0,-14.562438660901726,,,,
77,set12__Ferulic Acid carbon source,-14.385208732930746,0.28408723548100534,2.0,93.0,-14.586088743587904,108.0,-14.184328722273587,,,,
78,set12__D-Glucose carbon source,-12.166212218299417,1.020991722508865,2.0,94.0,-12.888162388820769,109.0,-11.444262047778064,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,-12.376860431789499,0.1028427006265507,2.0,95.0,-12.44958120279807,110.0,-12.304139660780926,,,,
80,set12__Phenylacetic acid carbon source,-13.998990635090973,0.17565208380310954,2.0,96.0,-13.874785855504246,111.0,-14.1231954146777,,,,
81,set15__Butyl stearate carbon source,-5.501834983785548,1.6170257379762085,2.0,112.0,-4.3584251191093895,124.0,-6.645244848461706,,,,
82,set15__Hexanoic acid carbon source,-7.778203033900111,2.242706190860465,2.0,113.0,-9.364035789666596,125.0,-6.192370278133624,,,,
83,set15__Decanoic acid carbon source,-8.72094118064101,0.14820622660788568,2.0,114.0,-8.616143552792503,126.0,-8.825738808489515,,,,
84,set15__Lauric acid carbon source,-9.84351785893969,0.5939478544840605,2.0,115.0,-9.42353330336281,127.0,-10.26350241451657,,,,
85,set15__Valeric acid carbon source,-7.583655457116361,0.3083167761649756,2.0,116.0,-7.365642573936532,128.0,-7.801668340296191,,,,
86,set15__Octanoic acid carbon source,-9.534656374104479,1.699137048512826,2.0,117.0,-10.736127703273194,129.0,-8.333185044935764,,,,
87,set15__Nonanoic acid carbon source,-8.736847343522749,1.7603602279939228,2.0,118.0,-7.492084688977149,130.0,-9.981609998068349,,,,
88,set15__Tween 20 carbon source,-7.783633007630897,0.35849893579318964,2.0,119.0,-7.530135979083371,131.0,-8.037130036178421,,,,
89,set15__Myristic acid carbon source,-9.089070789855915,1.0441652900388274,2.0,120.0,-8.350734432589842,132.0,-9.827407147121988,,,,
90,set15__Sodium butyrate carbon source,-7.6501468357229765,0.7258316279326387,2.0,121.0,-7.136906369612137,133.0,-8.163387301833817,,,,
91,set15__Oleic acid carbon source,-8.45014145423638,2.0347234403382517,2.0,122.0,-9.88890819673878,134.0,-7.011374711733982,,,,
92,set15__Heptanoic acid carbon source,-9.139437418635106,0.39350151848917764,2.0,123.0,-8.861189826504205,135.0,-9.417685010766007,,,,
93,set16__Butanol carbon source,-10.05370052147453,0.9045538397000655,2.0,136.0,-10.693316675474776,137.0,-9.414084367474285,,,,
94,"set16__1,3-Butandiol carbon source",-9.389578500892998,2.751780788805238,2.0,138.0,-11.335381356996049,139.0,-7.443775644789947,,,,
95,set16__3-methyl-3-butenol carbon source,-10.543813737473382,0.28270297123036225,2.0,140.0,-10.343912549454808,141.0,-10.743714925491958,,,,
96,set16__3-methyl-1-butanol carbon source,-10.433797900982732,2.6505581718375937,2.0,142.0,-8.55957024374695,143.0,-12.308025558218512,,,,
97,set16__1-Pentanol carbon source,-8.674225386531015,0.027924931903843698,2.0,144.0,-8.693971295244395,145.0,-8.654479477817635,,,,
98,set16__Ethanol carbon source,-9.359597508325855,0.006042397606787555,2.0,146.0,-9.36387012864824,147.0,-9.355324888003471,,,,
99,set27__Ammonium chloride nitrogen source,-11.40502496748129,0.4372291334440166,2.0,148.0,-11.714192652671873,149.0,-11.095857282290709,,,,
100,set27__6-aminocaproic acid nitrogen source,-4.711032101739034,0.04306050020285092,2.0,150.0,-4.741480473433755,151.0,-4.680583730044313,,,,
101,set27__Urea nitrogen source,-12.379047238775492,0.09595230697372162,2.0,152.0,-12.31119871184388,153.0,-12.446895765707104,,,,
102,set27__Sodium nitrite nitrogen source,-13.768194546565022,0.3161167352813002,2.0,154.0,-13.991722833728982,155.0,-13.544666259401062,,,,
103,set27__Valerolactam nitrogen source,-12.594215499537153,0.3140351070961261,2.0,156.0,-12.37215914577884,157.0,-12.816271853295468,,,,
104,set27__4-aminobutyric acid nitrogen source,-13.17859665895481,0.15890259808487944,2.0,158.0,-13.29095776360879,159.0,-13.066235554300832,,,,
105,set27__Sodium nitrate nitrogen source,-12.87203788682902,0.30655543702627974,2.0,160.0,-13.088805315159908,161.0,-12.655270458498132,,,,
106,set27__5-Aminovaleric acid nitrogen source,-13.602779899641895,0.01897341772151983,2.0,162.0,-13.589363667308724,163.0,-13.616196131975068,,,,
107,set27__Caprolactam nitrogen source,-9.327688036733228,0.47443510503671776,2.0,164.0,-8.992211756728812,165.0,-9.663164316737642,,,,
108,set27__Hydantoin nitrogen source,-4.250517525982901,1.0399692141019148,2.0,166.0,-4.985886809499609,167.0,-3.5151482424661924,,,,
109,set27__DL-2-Aminobutyric acid nitrogen source,-12.661835519845042,0.15060603109247053,2.0,168.0,-12.555340973971964,169.0,-12.76833006571812,,,,
110,set27__3-aminobutyric acid nitrogen source,-10.81548014994335,0.05752056159766657,2.0,170.0,-10.77480697077998,171.0,-10.856153329106718,,,,
111,set27__D-Lysine nitrogen source,-13.515763306224017,0.31385771623344405,2.0,172.0,-13.737694225700409,173.0,-13.293832386747626,,,,
112,set27__D-Alanine nitrogen source,-11.373176228288091,0.006596805245273504,2.0,174.0,-11.377840874011191,175.0,-11.368511582564992,,,,
113,set27__L-Arginine nitrogen source,-13.881446048839287,0.3471695122442718,2.0,176.0,-14.126931965168437,177.0,-13.635960132510135,,,,
114,set27__L-Aspartate nitrogen source,-10.884258067622941,0.06262418270082609,2.0,178.0,-10.92854005187696,179.0,-10.83997608336892,,,,
115,set27__Beta-alanine nitrogen source,-14.209136431361259,0.13105155334102944,2.0,180.0,-14.301803873413732,181.0,-14.116468989308787,,,,
116,set27__L-Ornithine nitrogen source,-13.045027410893347,0.01413792400517467,2.0,182.0,-13.035030388957388,183.0,-13.055024432829306,,,,
117,set27__L-Glutamine nitrogen source,-11.594883804567637,0.2379079014430999,2.0,184.0,-11.763110094975913,185.0,-11.42665751415936,,,,
118,set27__L-Alanine nitrogen source,-13.157380182610709,0.7473548739036309,2.0,186.0,-13.685839881900783,187.0,-12.628920483320634,,,,
119,set27__L-Cysteine nitrogen source,-3.1394202616571754,0.5026110177951424,2.0,188.0,-3.494819920639193,189.0,-2.7840206026751577,,,,
120,set27__L-Lysine nitrogen source,-13.701813708032681,0.0695383611415509,2.0,190.0,-13.652642661316891,191.0,-13.75098475474847,,,,
121,set27__L-Asparagine nitrogen source,-11.701444546647336,0.4410352593062605,2.0,192.0,-12.01330356924516,193.0,-11.389585524049512,,,,
122,set27__L-Proline nitrogen source,-13.60128860872808,0.1664702139162966,2.0,194.0,-13.719000825853868,195.0,-13.483576391602291,,,,
123,set27__Glycine nitrogen source,-12.968295435127171,0.3460142846375681,2.0,196.0,-12.723626388072535,197.0,-13.212964482181809,,,,
124,set27__L-Methionine nitrogen source,-6.57413551939806,0.33299460355492505,2.0,198.0,-6.809598261670273,199.0,-6.338672777125846,,,,
125,set27__L-Valine nitrogen source,-11.222384621600497,0.38122623327833877,2.0,200.0,-11.491952276317814,201.0,-10.952816966883178,,,,
