,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.4105,0.3358757210636101,2.0,0.0,0.173,1.0,0.648,,,,
1,set1__Glucose carbon source (20mM),0.524,0.6137686860699233,2.0,2.0,0.09,3.0,0.958,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.4345,0.1633416664540925,2.0,4.0,0.319,5.0,0.55,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.259,0.41577878733769,2.0,6.0,-0.553,7.0,0.035,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.135,0.4072935059634514,2.0,8.0,0.423,9.0,-0.153,,,,
5,set5__D-Glucose carbon source,0.09150000000000001,0.25950818869546294,2.0,10.0,-0.092,11.0,0.275,,,,
6,set5__Levulinic Acid carbon source,-0.185,0.23217378548549933,4.0,12.0,-0.227,13.0,0.154,14.0,-0.355,15.0,-0.312
7,set5__Vanillin carbon source,-0.10149999999999998,0.5366940469205896,2.0,16.0,-0.481,17.0,0.278,,,,
8,set5__p-Coumaric acid carbon source,-0.032,0.024041630560342617,2.0,18.0,-0.049,19.0,-0.015,,,,
9,set6__D-Glucose carbon source,-0.454,,1.0,20.0,-0.454,,,,,,
10,set6__Ferulic Acid carbon source,-1.096,,1.0,21.0,-1.096,,,,,,
11,set6__benzoic acid carbon source,-0.789,,1.0,22.0,-0.789,,,,,,
12,set6__Valerolactam carbon source,-0.565,,1.0,23.0,-0.565,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.499,,1.0,24.0,-0.499,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.23,,1.0,25.0,-1.23,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.4135,0.31466251762801367,2.0,26.0,-0.191,30.0,-0.636,,,,
16,set7__Valerolactam 10 mM carbon source,-0.175,,1.0,27.0,-0.175,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.214,,1.0,28.0,-0.214,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.3675,0.8944900782009827,2.0,29.0,0.265,31.0,-1.0,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.727,,1.0,32.0,-0.727,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.368,,1.0,33.0,-0.368,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.139,,1.0,34.0,0.139,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.281,1.2586500705120547,2.0,35.0,1.171,47.0,-0.609,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.52,0.16122034611053282,2.0,36.0,0.634,49.0,0.406,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.522,,1.0,37.0,-0.522,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.532,,1.0,38.0,0.532,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.235,,1.0,39.0,-0.235,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.405,,1.0,40.0,-0.405,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",1.191,,1.0,41.0,1.191,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.895,,1.0,42.0,0.895,,,,,,
