,PP_5523
set1IT078,0.002
set1IT079,0.072
set1IT080,0.122
set1IT081,0.243
set1IT082,0.03
set1IT083,0.19
set1IT084,0.006
set1IT085,-0.083
set1IT086,-0.119
set1IT087,-0.162
set5IT075,-0.193
set5IT076,-0.138
set5IT081,-0.258
set5IT082,-0.149
set5IT083,-0.251
set5IT084,0.04
set5IT085,-0.254
set5IT086,-0.004
set5IT087,-0.16
set5IT088,-0.05
set6IT057,-0.088
set6IT059,0.08
set6IT061,-0.058
set6IT064,0.087
set6IT065,0.1
set7IT042,-0.313
set7IT044,-0.238
set7IT045,-0.456
set7IT055,0.24
set7IT056,0.151
set7IT057,0.028
set7IT062,-0.132
set8IT058,-0.063
set8IT059,0.062
set8IT060,0.21
set8IT062,0.11
set8IT064,-0.179
set8IT070,-0.166
set8IT073,0.095
set8IT080,0.028
set8IT081,0.252
set8IT082,0.026
set8IT084,0.046
set8IT085,-0.094
set8IT089,0.115
set8IT090,-0.022
set8IT092,-0.126
set8IT093,-0.126
set8IT094,0.026
set8IT095,0.123
set8IT096,0.012
set9IT020,-0.02
set9IT022,0.069
set9IT025,-0.026
set10IT006,0.137
set10IT008,-0.009
set10IT010,0.103
set10IT017,0.203
set10IT018,0.117
set10IT019,0.235
set10IT020,-0.105
set10IT021,0.444
set10IT022,0.251
set10IT023,0.319
set10IT024,0.229
set10IT025,0.111
set10IT026,0.068
set10IT027,0.182
set10IT028,0.246
set10IT029,-0.057
set10IT031,0.238
set10IT032,0.018
set10IT033,0.154
set10IT034,-0.019
set10IT035,-0.125
set10IT036,0.1
set10IT037,0.152
set10IT043,-0.056
set10IT044,0.049
set10IT053,-0.06
set12IT001,-0.341
set12IT002,0.041
set12IT004,0.107
set12IT007,-0.034
set12IT008,0.138
set12IT009,0.163
set12IT014,-0.077
set12IT015,-0.015
set12IT016,-0.249
set12IT017,-0.176
set12IT023,0.003
set12IT024,-0.117
set12IT025,-0.3
set12IT026,0.033
set12IT027,0.051
set12IT028,-0.024
set12IT029,-0.071
set12IT031,-0.217
set12IT032,-0.118
set12IT034,0.128
set12IT037,0.004
set12IT038,-0.182
set12IT039,0.004
set12IT044,-0.039
set12IT046,-0.065
set12IT053,-0.164
set12IT054,0.142
set12IT055,-0.136
set12IT056,-0.036
set12IT057,-0.039
set12IT058,-0.262
set12IT059,0.121
set15IT054,-0.178
set15IT057,0.116
set15IT058,0.108
set15IT059,0.143
set15IT060,0.049
set15IT061,-0.074
set15IT062,0.248
set15IT063,0.209
set15IT064,0.043
set15IT065,0.236
set15IT066,0.08
set15IT067,-0.048
set15IT068,-0.016
set15IT071,0.095
set15IT072,-0.011
set15IT073,-0.076
set15IT074,-0.217
set15IT075,-0.251
set15IT076,-0.055
set15IT077,0.289
set15IT078,-0.089
set15IT079,-0.395
set15IT080,-0.212
set15IT081,-0.131
set16IT004,0.103
set16IT005,-0.174
set16IT006,0.053
set16IT007,-0.034
set16IT008,-0.209
set16IT009,-0.074
set16IT010,-0.028
set16IT011,0.114
set16IT012,-0.12
set16IT013,0.001
set16IT014,-0.008
set16IT015,-0.031
set27IT004,0.354
set27IT005,0.133
set27IT006,-0.059
set27IT007,0.098
set27IT008,0.186
set27IT009,0.011
set27IT010,-0.025
set27IT011,0.047
set27IT012,0.162
set27IT013,0.155
set27IT014,0.124
set27IT015,0.128
set27IT016,0.103
set27IT017,-0.005
set27IT018,-0.031
set27IT019,0.147
