,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),0.34882488588932514,0.009988102574891,2.0,0.0,0.3417622308274329,1.0,0.3558875409512174,,,,
1,set1__Glucose carbon source (20mM),0.7159191927240878,0.04753869022297476,2.0,2.0,0.6823042624986957,3.0,0.7495341229494799,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.27984011012605897,0.5012587468594603,2.0,4.0,0.6342835691594544,5.0,-0.0746033489073364,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.42241448296741346,0.07412608286295401,2.0,6.0,0.4748295388226042,7.0,0.3699994271122228,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.5854742686781624,0.20168526015894062,2.0,8.0,0.4428612535544025,9.0,0.7280872838019223,,,,
5,set5__D-Glucose carbon source,0.6898572484509343,0.17794370421012828,2.0,10.0,0.8156824483673693,11.0,0.5640320485344994,,,,
6,set5__Levulinic Acid carbon source,0.11638166851271274,0.45117779746612646,4.0,12.0,0.4592721749676913,13.0,-0.0463664091894839,14.0,0.500861679636777,15.0,-0.4482407713641334
7,set5__Vanillin carbon source,-0.030049065950864397,0.08402701560681054,2.0,16.0,-0.089465138489308,17.0,0.0293670065875792,,,,
8,set5__p-Coumaric acid carbon source,0.5228917087519616,0.12172909636723178,2.0,18.0,0.4368162392429813,19.0,0.6089671782609419,,,,
9,set6__D-Glucose carbon source,0.4369578425086075,,1.0,20.0,0.4369578425086075,,,,,,
10,set6__Ferulic Acid carbon source,0.098632799379741,,1.0,21.0,0.098632799379741,,,,,,
11,set6__benzoic acid carbon source,0.3803003174778076,,1.0,22.0,0.3803003174778076,,,,,,
12,set6__Valerolactam carbon source,0.2825748303316223,,1.0,23.0,0.2825748303316223,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.218773935781147,,1.0,24.0,-0.218773935781147,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-1.1011132646266362,,1.0,25.0,-1.1011132646266362,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.22068347817523715,0.3906041713718271,2.0,26.0,0.0555153801615341,30.0,-0.4968823365120084,,,,
16,set7__Valerolactam 10 mM carbon source,0.3205059333127815,,1.0,27.0,0.3205059333127815,,,,,,
17,set7__L-Lysine 10 mM carbon source,1.3596293321061552,,1.0,28.0,1.3596293321061552,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.7589898082406856,0.18857892935480944,2.0,29.0,0.625644368505001,31.0,0.8923352479763703,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.1181833767335877,,1.0,32.0,0.1181833767335877,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.5220483153949319,,1.0,33.0,-0.5220483153949319,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.0590996777940952,,1.0,34.0,-0.0590996777940952,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.384248583925913,0.33187915041134763,2.0,35.0,0.1495745861356189,47.0,0.6189225817162071,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.15976803007128865,0.4660516380047987,2.0,36.0,-0.1697802435450026,49.0,0.4893163036875799,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.7764125838174512,,1.0,37.0,0.7764125838174512,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.297473304093418,,1.0,38.0,-0.297473304093418,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.4564217352356647,,1.0,39.0,0.4564217352356647,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.6882973880265904,,1.0,40.0,0.6882973880265904,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.6338830572170947,,1.0,41.0,0.6338830572170947,,,,,,
