,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.0945,0.01909188309203678,2.0,0.0,0.081,1.0,0.108,,,,
1,set1__Glucose carbon source (20mM),-0.007,0.0,2.0,2.0,-0.007,3.0,-0.007,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.017499999999999998,0.028991378028648446,2.0,4.0,0.038,5.0,-0.003,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.1325,0.041719300090006316,2.0,6.0,0.103,7.0,0.162,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.035500000000000004,0.030405591591021547,2.0,8.0,0.014,9.0,0.057,,,,
5,set5__D-Glucose carbon source,-0.009500000000000001,0.06576093065034892,2.0,10.0,0.037,11.0,-0.056,,,,
6,set5__Levulinic Acid carbon source,0.017499999999999998,0.04532475409015843,4.0,12.0,0.009,13.0,0.077,14.0,0.017,15.0,-0.033
7,set5__Vanillin carbon source,-0.0235,0.010606601717798213,2.0,16.0,-0.016,17.0,-0.031,,,,
8,set5__p-Coumaric acid carbon source,-0.07,0.0565685424949238,2.0,18.0,-0.03,19.0,-0.11,,,,
9,set6__D-Glucose carbon source,-0.014,,1.0,20.0,-0.014,,,,,,
10,set6__Ferulic Acid carbon source,0.007,,1.0,21.0,0.007,,,,,,
11,set6__benzoic acid carbon source,0.072,,1.0,22.0,0.072,,,,,,
12,set6__Valerolactam carbon source,-0.061,,1.0,23.0,-0.061,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.085,,1.0,24.0,0.085,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.118,,1.0,25.0,0.118,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.018,0.07919595949289332,2.0,26.0,0.038,30.0,-0.074,,,,
16,set7__Valerolactam 10 mM carbon source,0.043,,1.0,27.0,0.043,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.032,,1.0,28.0,-0.032,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.094,0.10748023074035523,2.0,29.0,0.018,31.0,0.17,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.136,,1.0,32.0,-0.136,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.008,,1.0,33.0,0.008,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.086,,1.0,34.0,-0.086,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.096,0.01979898987322333,2.0,35.0,-0.11,47.0,-0.082,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.018500000000000003,0.002121320343559642,2.0,36.0,-0.017,49.0,-0.02,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.052,,1.0,37.0,-0.052,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.039,,1.0,38.0,-0.039,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.025,,1.0,39.0,-0.025,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.046,,1.0,40.0,-0.046,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.048,,1.0,41.0,-0.048,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.082,,1.0,42.0,-0.082,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.003,,1.0,43.0,0.003,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.055,,1.0,44.0,-0.055,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.117,,1.0,45.0,-0.117,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.055,,1.0,46.0,-0.055,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.041,,1.0,48.0,-0.041,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.075,,1.0,50.0,-0.075,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.096,,1.0,51.0,-0.096,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.02,,1.0,52.0,-0.02,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.036,,1.0,53.0,0.036,,,,,,
39,set10__L-Arginine carbon source,-0.107,,1.0,54.0,-0.107,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.055,,1.0,55.0,0.055,,,,,,
41,set10__L-Histidine carbon source,-0.038,,1.0,56.0,-0.038,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.016,,1.0,57.0,0.016,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.075,,1.0,58.0,0.075,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.104,,1.0,59.0,-0.104,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,0.037,,1.0,60.0,0.037,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.052,,1.0,61.0,0.052,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.073,,1.0,62.0,-0.073,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.01,,1.0,63.0,0.01,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.021,,1.0,64.0,-0.021,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.112,,1.0,65.0,0.112,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.048,,1.0,66.0,0.048,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.007,,1.0,67.0,0.007,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-0.039,,1.0,68.0,-0.039,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.029,,1.0,69.0,-0.029,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.017,,1.0,70.0,0.017,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,0.012,,1.0,71.0,0.012,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.067,,1.0,72.0,0.067,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,0.181,,1.0,73.0,0.181,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.122,,1.0,74.0,0.122,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.106,,1.0,75.0,-0.106,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,0.031,,1.0,76.0,0.031,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-0.019,,1.0,77.0,-0.019,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-0.022,,1.0,78.0,-0.022,,,,,,
64,set10__Sodium butyrate carbon source,0.083,,1.0,79.0,0.083,,,,,,
65,set12__Vanillin carbon source,0.004999999999999999,0.03111269837220809,2.0,80.0,-0.017,97.0,0.027,,,,
66,"set12__1,2-Propanediol carbon source",-0.06949999999999999,0.10960155108391487,2.0,81.0,-0.147,98.0,0.008,,,,
67,set12__Sodium propionate carbon source,-0.0305,0.03747665940288702,2.0,82.0,-0.004,99.0,-0.057,,,,
68,set12__2-methyl-1-butanol carbon source,-0.028499999999999998,0.06717514421272201,2.0,83.0,-0.076,100.0,0.019,,,,
69,"set12__1,5-Pentanediol carbon source",0.08249999999999999,0.05444722215136416,2.0,84.0,0.044,101.0,0.121,,,,
70,"set12__1,4-Butanediol carbon source",-0.014499999999999999,0.03040559159102154,2.0,85.0,-0.036,102.0,0.007,,,,
71,set12__Vanillic Acid carbon source,0.0135,0.0007071067811865482,2.0,86.0,0.013,103.0,0.014,,,,
72,set12__Protocatechuic Acid carbon source,-0.014000000000000002,0.09899494936611666,2.0,87.0,0.056,89.0,-0.084,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-0.018500000000000003,0.0417193000900063,2.0,88.0,-0.048,104.0,0.011,,,,
74,set12__L-Lysine carbon source,0.0395,0.04737615433949868,2.0,90.0,0.073,105.0,0.006,,,,
75,set12__p-Coumaric acid carbon source,-0.062,0.005656854249492381,2.0,91.0,-0.066,106.0,-0.058,,,,
76,set12__benzoic acid carbon source,-0.0019999999999999996,0.012727922061357855,2.0,92.0,-0.011,107.0,0.007,,,,
77,set12__Ferulic Acid carbon source,-0.037000000000000005,0.005656854249492381,2.0,93.0,-0.033,108.0,-0.041,,,,
78,set12__D-Glucose carbon source,0.005499999999999998,0.06717514421272201,2.0,94.0,0.053,109.0,-0.042,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,0.0315,0.10818733752154176,2.0,95.0,-0.045,110.0,0.108,,,,
80,set12__Phenylacetic acid carbon source,-0.0355,0.07566042558696058,2.0,96.0,0.018,111.0,-0.089,,,,
81,set15__Butyl stearate carbon source,-0.159,0.005656854249492385,2.0,112.0,-0.155,124.0,-0.163,,,,
82,set15__Hexanoic acid carbon source,0.0455,0.006363961030678929,2.0,113.0,0.05,125.0,0.041,,,,
83,set15__Decanoic acid carbon source,-0.0325,0.019091883092036785,2.0,114.0,-0.046,126.0,-0.019,,,,
84,set15__Lauric acid carbon source,-0.099,0.048083261120685235,2.0,115.0,-0.133,127.0,-0.065,,,,
85,set15__Valeric acid carbon source,-0.019500000000000003,0.06434671708797582,2.0,116.0,0.026,128.0,-0.065,,,,
86,set15__Octanoic acid carbon source,-0.0655,0.04737615433949869,2.0,117.0,-0.099,129.0,-0.032,,,,
87,set15__Nonanoic acid carbon source,0.006500000000000001,0.007778174593052023,2.0,118.0,0.012,130.0,0.001,,,,
88,set15__Tween 20 carbon source,-0.0335,0.017677669529663688,2.0,119.0,-0.046,131.0,-0.021,,,,
89,set15__Myristic acid carbon source,-0.057,0.03111269837220809,2.0,120.0,-0.079,132.0,-0.035,,,,
90,set15__Sodium butyrate carbon source,-0.08399999999999999,0.08061017305526641,2.0,121.0,-0.027,133.0,-0.141,,,,
91,set15__Oleic acid carbon source,-0.088,0.01979898987322333,2.0,122.0,-0.102,134.0,-0.074,,,,
92,set15__Heptanoic acid carbon source,-0.088,0.005656854249492376,2.0,123.0,-0.084,135.0,-0.092,,,,
93,set16__Butanol carbon source,-0.0465,0.08980256121069154,2.0,136.0,0.017,137.0,-0.11,,,,
94,"set16__1,3-Butandiol carbon source",0.0185,0.08273149339882606,2.0,138.0,0.077,139.0,-0.04,,,,
95,set16__3-methyl-3-butenol carbon source,-0.0955,0.05303300858899107,2.0,140.0,-0.133,141.0,-0.058,,,,
96,set16__3-methyl-1-butanol carbon source,0.0485,0.08555992052357225,2.0,142.0,-0.012,143.0,0.109,,,,
97,set16__1-Pentanol carbon source,-0.018000000000000002,0.08909545442950499,2.0,144.0,-0.081,145.0,0.045,,,,
98,set16__Ethanol carbon source,0.028,0.048083261120685235,2.0,146.0,0.062,147.0,-0.006,,,,
99,set27__Ammonium chloride nitrogen source,0.004999999999999999,0.01414213562373095,2.0,148.0,0.015,149.0,-0.005,,,,
100,set27__6-aminocaproic acid nitrogen source,-0.0775,0.03606244584051392,2.0,150.0,-0.052,151.0,-0.103,,,,
101,set27__Urea nitrogen source,0.0415,0.009192388155425116,2.0,152.0,0.035,153.0,0.048,,,,
102,set27__Sodium nitrite nitrogen source,-0.038,0.03111269837220809,2.0,154.0,-0.016,155.0,-0.06,,,,
103,set27__Valerolactam nitrogen source,-0.019499999999999997,0.033234018715767734,2.0,156.0,-0.043,157.0,0.004,,,,
104,set27__4-aminobutyric acid nitrogen source,-0.0315,0.03606244584051393,2.0,158.0,-0.006,159.0,-0.057,,,,
105,set27__Sodium nitrate nitrogen source,-0.024,0.0282842712474619,2.0,160.0,-0.004,161.0,-0.044,,,,
106,set27__5-Aminovaleric acid nitrogen source,-0.0245,0.007778174593052022,2.0,162.0,-0.019,163.0,-0.03,,,,
107,set27__Caprolactam nitrogen source,-0.006,0.001414213562373095,2.0,164.0,-0.007,165.0,-0.005,,,,
108,set27__Hydantoin nitrogen source,-0.1215,0.019091883092036792,2.0,166.0,-0.108,167.0,-0.135,,,,
109,set27__DL-2-Aminobutyric acid nitrogen source,-0.098,0.009899494936611663,2.0,168.0,-0.105,169.0,-0.091,,,,
110,set27__3-aminobutyric acid nitrogen source,0.0,0.00848528137423857,2.0,170.0,0.006,171.0,-0.006,,,,
111,set27__D-Lysine nitrogen source,-0.0965,0.06010407640085655,2.0,172.0,-0.054,173.0,-0.139,,,,
112,set27__D-Alanine nitrogen source,-0.0175,0.04596194077712559,2.0,174.0,-0.05,175.0,0.015,,,,
113,set27__L-Arginine nitrogen source,-0.058499999999999996,0.0431335136523794,2.0,176.0,-0.089,177.0,-0.028,,,,
114,set27__L-Aspartate nitrogen source,-0.079,0.024041630560342617,2.0,178.0,-0.062,179.0,-0.096,,,,
115,set27__Beta-alanine nitrogen source,0.0010000000000000009,0.13435028842544403,2.0,180.0,-0.094,181.0,0.096,,,,
116,set27__L-Ornithine nitrogen source,0.0235,0.058689862838483445,2.0,182.0,-0.018,183.0,0.065,,,,
117,set27__L-Glutamine nitrogen source,-0.041999999999999996,0.014142135623730947,2.0,184.0,-0.052,185.0,-0.032,,,,
118,set27__L-Alanine nitrogen source,0.0055,0.007778174593052022,2.0,186.0,0.011,187.0,0.0,,,,
119,set27__L-Cysteine nitrogen source,-0.0285,0.007778174593052025,2.0,188.0,-0.023,189.0,-0.034,,,,
120,set27__L-Lysine nitrogen source,-0.0495,0.03747665940288702,2.0,190.0,-0.076,191.0,-0.023,,,,
121,set27__L-Asparagine nitrogen source,0.021,0.03818376618407357,2.0,192.0,0.048,193.0,-0.006,,,,
122,set27__L-Proline nitrogen source,0.024499999999999997,0.04879036790187178,2.0,194.0,0.059,195.0,-0.01,,,,
123,set27__Glycine nitrogen source,-0.013500000000000002,0.07707463914933368,2.0,196.0,0.041,197.0,-0.068,,,,
