,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.173,0.039597979746446674,2.0,0.0,0.145,1.0,0.201,,,,
1,set1__Glucose carbon source (20mM),-0.010999999999999996,0.13010764773832473,2.0,2.0,0.081,3.0,-0.103,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.07949999999999999,0.1817264427649427,2.0,4.0,-0.049,5.0,0.208,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.068,0.2503158005400378,2.0,6.0,-0.109,7.0,0.245,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.1075,0.11525840533340725,2.0,8.0,0.026,9.0,0.189,,,,
5,set5__D-Glucose carbon source,-0.125,0.12727922061357855,2.0,10.0,-0.035,11.0,-0.215,,,,
6,set5__Levulinic Acid carbon source,-0.022500000000000003,0.14785014936301777,4.0,12.0,-0.189,13.0,0.145,14.0,0.047,15.0,-0.093
7,set5__Vanillin carbon source,0.10899999999999999,0.045254833995939034,2.0,16.0,0.141,17.0,0.077,,,,
8,set5__p-Coumaric acid carbon source,-0.0685,0.027577164466275346,2.0,18.0,-0.088,19.0,-0.049,,,,
9,set6__D-Glucose carbon source,0.034,,1.0,20.0,0.034,,,,,,
10,set6__Ferulic Acid carbon source,0.012,,1.0,21.0,0.012,,,,,,
11,set6__benzoic acid carbon source,-0.116,,1.0,22.0,-0.116,,,,,,
12,set6__Valerolactam carbon source,-0.098,,1.0,23.0,-0.098,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.112,,1.0,24.0,-0.112,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.06,,1.0,25.0,-0.06,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.079,0.12586500705120546,2.0,26.0,0.01,30.0,-0.168,,,,
16,set7__Valerolactam 10 mM carbon source,0.047,,1.0,27.0,0.047,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.021,,1.0,28.0,0.021,,,,,,
