,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,set1__Glucose carbon source (40mM),-0.5840944310077336,0.08922693197481613,2.0,0.0,-0.6471873996715969,1.0,-0.5210014623438703,,,,
1,set1__Glucose carbon source (20mM),0.13192354266287476,0.2814545233580624,2.0,2.0,0.3309419447249882,3.0,-0.0670948593992387,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.6643482412046695,0.17876774523975056,2.0,4.0,-0.5379403562882128,5.0,-0.7907561261211263,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.41630530492770546,0.8364248674438989,2.0,6.0,0.1751363907949346,7.0,-1.0077470006503455,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-1.2301142864600023,0.011713983554915978,2.0,8.0,-1.2383973236663912,9.0,-1.2218312492536136,,,,
5,set5__D-Glucose carbon source,0.2820619748984021,0.37149601987130143,2.0,10.0,0.0193746200635925,11.0,0.5447493297332118,,,,
6,set5__Levulinic Acid carbon source,0.40665099562904056,0.3108742415944709,4.0,12.0,0.5952620281783608,13.0,0.7310327414727325,14.0,0.0564797744785912,15.0,0.2438294383864776
7,set5__Vanillin carbon source,0.23646872596236923,0.6440379068994024,2.0,16.0,0.6918722972721271,17.0,-0.2189348453473886,,,,
8,set5__p-Coumaric acid carbon source,0.30626351402342855,0.19639887024504837,2.0,18.0,0.4451384869910791,19.0,0.167388541055778,,,,
9,set6__D-Glucose carbon source,-0.6593371341138036,,1.0,20.0,-0.6593371341138036,,,,,,
10,set6__Ferulic Acid carbon source,0.1540208163412122,,1.0,21.0,0.1540208163412122,,,,,,
11,set6__benzoic acid carbon source,-0.4981686305871617,,1.0,22.0,-0.4981686305871617,,,,,,
12,set6__Valerolactam carbon source,-0.5145069747333678,,1.0,23.0,-0.5145069747333678,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.2627119425550115,,1.0,24.0,0.2627119425550115,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-3.504543552861393,,1.0,25.0,-3.504543552861393,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-1.0806841613782756,0.8379605758580314,2.0,26.0,-1.673211766934474,30.0,-0.4881565558220772,,,,
16,set7__Valerolactam 10 mM carbon source,-0.7141796103928951,,1.0,27.0,-0.7141796103928951,,,,,,
17,set7__L-Lysine 10 mM carbon source,-1.2061842085557613,,1.0,28.0,-1.2061842085557613,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.07911544228597056,1.1123242167507115,2.0,29.0,0.8656474388284138,31.0,-0.7074165542564727,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.7868048651413001,,1.0,32.0,0.7868048651413001,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.0919226111944755,,1.0,33.0,-0.0919226111944755,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.8727499329528996,,1.0,34.0,-1.8727499329528996,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-1.444996369758415,0.3138428369885786,2.0,35.0,-1.666916768019863,47.0,-1.2230759714969668,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-2.2709637385204027,0.4611541507811571,2.0,36.0,-2.5970489657100826,49.0,-1.944878511330723,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.1869388982077067,,1.0,37.0,0.1869388982077067,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-2.094461253872882,,1.0,38.0,-2.094461253872882,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,-0.6998890312084157,,1.0,39.0,-0.6998890312084157,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.447998127134503,,1.0,40.0,-0.447998127134503,,,,,,
