,PP_2302
set1IT078,-1.401
set1IT079,-0.737
set1IT080,-1.161
set1IT081,-0.915
set1IT082,-1.6
set1IT083,-1.433
set1IT084,-1.614
set1IT085,-1.441
set1IT086,-1.437
set1IT087,-2.175
set5IT075,-0.82
set5IT076,-0.905
set5IT081,-3.187
set5IT082,-3.166
set5IT083,-2.175
set5IT084,-2.173
set5IT085,-1.076
set5IT086,-1.215
set5IT087,-0.578
set5IT088,-0.909
set6IT057,-0.384
set6IT059,-0.016
set6IT061,-0.367
set6IT064,-0.39
set6IT065,-0.105
set7IT042,-0.455
set7IT044,-1.862
set7IT045,-1.157
set7IT055,-1.391
set7IT056,-1.153
set7IT057,-0.691
set7IT062,-1.4
set8IT058,-1.482
set8IT059,-1.181
set8IT060,0.602
set8IT062,-0.29
set8IT064,0.272
set8IT070,-0.271
set8IT073,1.582
set8IT080,-0.579
set8IT081,-0.638
set8IT082,1.243
set8IT084,0.189
set8IT085,0.504
set8IT089,-0.746
set8IT090,-0.73
set8IT092,0.38
set8IT093,0.387
set8IT094,0.347
set8IT095,0.365
set8IT096,0.177
set9IT020,1.25
set9IT022,1.109
set9IT025,2.308
set10IT006,-0.748
set10IT008,-0.426
set10IT010,-0.496
set10IT017,-0.617
set10IT018,-0.606
set10IT019,-0.79
set10IT020,-0.443
set10IT021,-0.513
set10IT022,-0.605
set10IT023,-0.619
set10IT024,-1.102
set10IT025,-0.777
set10IT026,-0.57
set10IT027,-1.074
set10IT028,-1.034
set10IT029,-0.414
set10IT031,-1.098
set10IT032,-0.657
set10IT033,-0.359
set10IT034,-1.15
set10IT035,-0.713
set10IT036,-0.65
set10IT037,-0.765
set10IT043,-0.005
set10IT044,-0.061
set10IT053,-1.713
set12IT001,-1.16
set12IT002,-0.975
set12IT004,-1.842
set12IT007,-0.385
set12IT008,-1.743
set12IT009,-0.346
set12IT014,-0.781
set12IT015,-1.622
set12IT016,-1.127
set12IT017,-1.007
set12IT023,-1.351
set12IT024,-0.463
set12IT025,-1.147
set12IT026,-1.062
set12IT027,-0.996
set12IT028,-0.486
set12IT029,-1.253
set12IT031,-0.548
set12IT032,-0.782
set12IT034,-0.837
set12IT037,-0.33
set12IT038,-2.55
set12IT039,-0.318
set12IT044,-0.243
set12IT046,-1.039
set12IT053,-1.619
set12IT054,-0.933
set12IT055,-0.825
set12IT056,-0.894
set12IT057,-1.178
set12IT058,-0.404
set12IT059,-0.986
set15IT054,-0.861
set15IT057,-2.117
set15IT058,-0.966
set15IT059,-0.888
set15IT060,-1.118
set15IT061,-0.726
set15IT062,-0.903
set15IT063,-1.638
set15IT064,-1.626
set15IT065,-2.563
set15IT066,-1.352
set15IT067,-1.043
set15IT068,-0.387
set15IT071,-2.315
set15IT072,-2.079
set15IT073,-1.342
set15IT074,-1.773
set15IT075,-1.161
set15IT076,-0.51
set15IT077,-0.849
set15IT078,-1.297
set15IT079,-1.714
set15IT080,-1.028
set15IT081,-1.12
set16IT004,-0.879
set16IT005,-0.698
set16IT006,-0.736
set16IT007,-0.697
set16IT008,-0.991
set16IT009,-1.044
set16IT010,-4.078
set16IT011,-3.62
set16IT012,-1.259
set16IT013,-1.423
set16IT014,-0.459
set16IT015,-0.409
set27IT004,-0.725
set27IT005,-0.665
set27IT006,-0.868
set27IT007,-1.312
set27IT008,-0.643
set27IT009,-0.838
set27IT010,-1.534
set27IT011,-1.924
set27IT012,-0.724
set27IT013,-0.281
set27IT014,-0.478
set27IT015,-0.645
set27IT016,-0.656
set27IT017,-0.76
set27IT018,-0.099
set27IT019,-0.306
set27IT020,-2.029
set27IT021,-2.286
set27IT024,-0.262
set27IT025,-0.278
set27IT028,-1.132
set27IT029,-2.28
set27IT030,-1.071
set27IT031,-1.25
set27IT032,-0.567
set27IT033,-0.27
set27IT034,-0.863
set27IT035,-0.715
set27IT036,-0.26
set27IT037,-0.705
set27IT038,-0.65
set27IT039,-0.97
set27IT040,-0.121
set27IT041,-0.215
