,PP_4906
set1IT078,-0.075
set1IT079,-0.133
set1IT080,-0.175
set1IT081,-0.001
set1IT082,0.028
set1IT083,0.015
set1IT084,-0.128
set1IT085,0.13
set1IT086,-0.017
set1IT087,-0.116
set5IT075,0.18
set5IT076,-0.131
set5IT081,0.093
set5IT082,-0.09
set5IT083,0.005
set5IT084,-0.183
set5IT085,-0.236
set5IT086,-0.071
set5IT087,-0.066
set5IT088,-0.138
set6IT057,0.218
set6IT059,0.289
set6IT061,0.134
set6IT064,0.019
set6IT065,0.147
set7IT042,0.248
set7IT044,0.145
set7IT045,-0.289
set7IT055,0.074
set7IT056,-0.039
set7IT057,0.115
set7IT062,0.011
set8IT058,-0.256
set8IT059,-0.021
set8IT060,-0.052
set8IT062,0.204
set8IT064,-0.098
set8IT070,0.109
set8IT073,-0.292
set8IT080,-0.014
set8IT081,0.094
set8IT082,-0.323
set8IT084,-0.119
set8IT085,0.019
set8IT089,-0.004
set8IT090,-0.079
set8IT092,-0.422
set8IT093,-0.213
set8IT094,-0.159
set8IT095,-0.047
set8IT096,-0.049
set9IT020,-0.051
set9IT022,-0.056
set9IT025,-0.398
set10IT006,0.354
set10IT008,0.127
set10IT010,-0.054
set10IT017,-0.112
set10IT018,-0.163
set10IT019,-0.163
set10IT020,0.066
set10IT021,-0.334
set10IT022,-0.232
set10IT023,-0.164
set10IT024,-0.067
set10IT025,-0.199
set10IT026,-0.106
set10IT027,-0.145
set10IT028,-0.055
set10IT029,-0.115
set10IT031,-0.075
set10IT032,-0.239
set10IT033,-0.099
set10IT034,0.053
set10IT035,-0.153
set10IT036,-0.01
set10IT037,-0.204
set10IT043,-0.07
set10IT044,-0.03
set10IT053,-0.207
set12IT001,-0.443
set12IT002,-0.011
set12IT004,-0.118
set12IT007,-0.167
set12IT008,-0.159
set12IT009,-0.006
set12IT014,0.028
set12IT015,-0.069
set12IT016,-0.125
set12IT017,-0.008
set12IT023,-0.112
set12IT024,0.05
set12IT025,-0.147
set12IT026,0.029
set12IT027,-0.122
set12IT028,-0.174
set12IT029,-0.252
set12IT031,-0.115
set12IT032,-0.143
set12IT034,0.226
set12IT037,0.009
set12IT038,-0.091
set12IT039,-0.037
set12IT044,-0.138
set12IT046,-0.265
set12IT053,-0.208
set12IT054,-0.077
set12IT055,-0.3
set12IT056,-0.206
set12IT057,-0.017
set12IT058,0.066
set12IT059,-0.17
set15IT054,0.176
set15IT057,-0.018
set15IT058,-0.082
set15IT059,-0.002
set15IT060,-0.08
set15IT061,0.171
set15IT062,-0.076
set15IT063,0.149
set15IT064,0.092
set15IT065,-0.05
set15IT066,-0.101
set15IT067,-0.095
set15IT068,0.025
set15IT071,-0.107
set15IT072,0.164
set15IT073,-0.055
set15IT074,-0.104
set15IT075,-0.015
set15IT076,-0.036
set15IT077,0.068
set15IT078,-0.204
set15IT079,0.344
set15IT080,0.012
set15IT081,-0.239
set16IT004,0.101
set16IT005,-0.017
set16IT006,-0.189
set16IT007,-0.126
set16IT008,-0.007
set16IT009,-0.098
set16IT010,0.151
set16IT011,-0.108
set16IT012,0.08
set16IT013,-0.044
set16IT014,0.059
set16IT015,-0.122
set27IT004,-0.176
set27IT005,-0.016
set27IT006,-0.207
set27IT007,-0.044
set27IT008,-0.113
set27IT009,-0.1
set27IT010,-0.101
set27IT011,-0.218
set27IT012,0.029
set27IT013,-0.066
set27IT014,-0.143
set27IT015,-0.014
set27IT016,-0.256
set27IT017,-0.255
set27IT018,-0.296
set27IT019,-0.17
set27IT020,-0.103
set27IT021,-0.096
set27IT024,0.007
set27IT025,0.027
set27IT028,-0.164
set27IT029,-0.229
set27IT030,-0.11
set27IT031,0.044
set27IT032,-0.135
set27IT033,-0.106
set27IT034,-0.101
set27IT035,-0.043
set27IT036,0.09
set27IT037,-0.047
set27IT038,0.045
set27IT039,-0.183
set27IT040,-0.243
set27IT041,-0.17
set27IT042,0.002
set27IT043,-0.051
set27IT044,-0.127
set27IT045,-0.091
set27IT046,-0.219
set27IT047,-0.124
set27IT048,0.084
set27IT049,0.07
set27IT050,-0.122
set27IT051,-0.214
set27IT052,-0.052
set27IT053,-0.098
set27IT054,-0.167
set27IT055,-0.123
set27IT056,-0.25
set27IT057,-0.133
set27IT058,-0.302
set27IT059,-0.262
set27IT060,-0.121
set27IT061,-0.053
set27IT062,-0.134
set27IT063,-0.123
set27IT064,-0.248
set27IT065,-0.099
set27IT066,-0.061
set27IT067,-0.133
set27IT068,-0.207
set27IT069,-0.237
set27IT070,-0.227
set27IT071,-0.029
set27IT072,-0.254
set27IT073,-0.176
set28IT003,0.073
set28IT004,-0.006
set28IT005,0.099
set28IT006,0.051
set28IT007,0.198
set28IT008,0.056
set28IT009,0.171
set28IT010,0.145
set28IT013,0.047
set28IT014,-0.002
set28IT017,0.061
set28IT018,-0.019
set28IT021,-0.108
set28IT022,0.009
set28IT023,0.009
set28IT024,0.013
set28IT027,-0.022
set28IT028,0.072
set28IT029,0.085
set28IT030,0.062
set28IT031,0.155
set28IT032,-0.036
