,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.009500000000000001,0.016263455967290594,2.0,0.0,-0.021,1.0,0.002,,,,
1,set1__Glucose carbon source (20mM),-0.2325,0.055861435713737265,2.0,2.0,-0.193,3.0,-0.272,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.1055,0.16334166645409248,2.0,4.0,0.01,5.0,-0.221,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.16299999999999998,0.1880904037956216,2.0,6.0,-0.296,7.0,-0.03,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.0285,0.019091883092036785,2.0,8.0,0.015,9.0,0.042,,,,
5,set5__D-Glucose carbon source,-0.016,0.14142135623730953,2.0,10.0,0.084,11.0,-0.116,,,,
6,set5__Levulinic Acid carbon source,-0.08174999999999999,0.20243085239162534,4.0,12.0,0.005,13.0,-0.103,14.0,-0.352,15.0,0.123
7,set5__Vanillin carbon source,-0.21950000000000003,0.08697413408594537,2.0,16.0,-0.281,17.0,-0.158,,,,
8,set5__p-Coumaric acid carbon source,-0.162,0.052325901807804526,2.0,18.0,-0.125,19.0,-0.199,,,,
9,set6__D-Glucose carbon source,0.108,,1.0,20.0,0.108,,,,,,
10,set6__Ferulic Acid carbon source,-0.012,,1.0,21.0,-0.012,,,,,,
11,set6__benzoic acid carbon source,0.046,,1.0,22.0,0.046,,,,,,
12,set6__Valerolactam carbon source,0.106,,1.0,23.0,0.106,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.006,,1.0,24.0,0.006,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.256,,1.0,25.0,0.256,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.11450000000000002,0.3061772362537751,2.0,26.0,0.102,30.0,-0.331,,,,
16,set7__Valerolactam 10 mM carbon source,-0.333,,1.0,27.0,-0.333,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.216,,1.0,28.0,-0.216,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.002,0.0,2.0,29.0,-0.002,31.0,-0.002,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.062,,1.0,32.0,-0.062,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.131,,1.0,33.0,0.131,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.372,,1.0,34.0,-0.372,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1105,0.19869700551341987,2.0,35.0,-0.251,47.0,0.03,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.2955,0.28637824638055176,2.0,36.0,0.093,49.0,0.498,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.122,,1.0,37.0,0.122,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.202,,1.0,38.0,-0.202,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.146,,1.0,39.0,0.146,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.274,,1.0,40.0,-0.274,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.14,,1.0,41.0,0.14,,,,,,
