,PP_1480
set1IT078,-0.282
set1IT079,0.192
set1IT080,-0.157
set1IT081,0.183
set1IT082,-0.013
set1IT083,-0.484
set1IT084,-0.156
set1IT085,0.34
set1IT086,-0.057
set1IT087,-0.093
set5IT075,-0.01
set5IT076,-0.137
set5IT081,0.004
set5IT082,0.197
set5IT083,-0.391
set5IT084,-0.145
set5IT085,-0.3
set5IT086,0.045
set5IT087,-0.279
set5IT088,0.061
set6IT057,-0.073
set6IT059,-0.336
set6IT061,-0.096
set6IT064,0.023
set6IT065,0.012
set7IT042,0.057
set7IT044,-0.386
set7IT045,-0.437
set7IT055,0.023
set7IT056,0.157
set7IT057,0.276
set7IT062,-0.127
set8IT058,0.001
set8IT059,-0.148
set8IT060,-0.697
set8IT062,-0.214
set8IT064,-0.364
set8IT070,0.255
set8IT073,0.269
set8IT080,-0.024
set8IT081,0.191
set8IT082,0.016
set8IT084,0.016
set8IT085,-0.147
set8IT089,-0.219
set8IT090,-0.127
set8IT092,-0.344
set8IT093,0.046
set8IT094,-0.009
set8IT095,-0.201
set8IT096,0.182
set9IT020,-0.492
set9IT022,0.302
set9IT025,0.327
set10IT006,-0.399
set10IT008,0.06
set10IT010,-0.158
set10IT017,0.152
set10IT018,-0.151
set10IT019,-0.457
set10IT020,-0.408
set10IT021,0.049
set10IT022,-0.335
set10IT023,-0.375
set10IT024,-0.012
set10IT025,-0.429
set10IT026,-0.17
set10IT027,-0.154
set10IT028,-0.052
set10IT029,-0.636
set10IT031,-0.149
set10IT032,-0.183
set10IT033,-0.081
set10IT034,-0.173
set10IT035,-0.28
set10IT036,-0.434
set10IT037,0.021
set10IT043,0.084
set10IT044,-0.237
set10IT053,-0.048
set12IT001,0.03
set12IT002,-0.155
set12IT004,-0.41
set12IT007,0.115
set12IT008,-0.129
set12IT009,0.152
set12IT014,-0.007
set12IT015,0.107
set12IT016,0.074
set12IT017,0.104
set12IT023,-0.256
set12IT024,0.13
set12IT025,0.223
set12IT026,-0.375
set12IT027,0.051
set12IT028,0.226
set12IT029,0.106
set12IT031,-0.025
set12IT032,0.126
set12IT034,-0.061
set12IT037,0.497
set12IT038,0.124
set12IT039,0.17
set12IT044,0.011
set12IT046,-0.097
set12IT053,0.006
set12IT054,-0.155
set12IT055,-0.095
set12IT056,0.173
set12IT057,-0.365
set12IT058,0.025
set12IT059,0.105
set15IT054,0.146
set15IT057,0.298
set15IT058,0.036
set15IT059,0.024
set15IT060,0.023
set15IT061,-0.08
set15IT062,-0.279
set15IT063,-0.428
set15IT064,0.24
set15IT065,0.037
set15IT066,-0.112
set15IT067,0.189
set15IT068,-0.077
set15IT071,0.154
