,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.327,0.2616295090390226,2.0,0.0,-0.142,1.0,-0.512,,,,
1,set1__Glucose carbon source (20mM),-0.108,0.05515432893255069,2.0,2.0,-0.147,3.0,-0.069,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.2725,0.060104076400856535,2.0,4.0,-0.315,5.0,-0.23,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.010500000000000002,0.16899852070358484,2.0,6.0,0.109,7.0,-0.13,,,,
4,set1__Potassium Acetate Carbon Source (5mM),0.075,0.06788225099390856,2.0,8.0,0.027,9.0,0.123,,,,
5,set5__D-Glucose carbon source,-0.238,0.042426406871192875,2.0,10.0,-0.268,11.0,-0.208,,,,
6,set5__Levulinic Acid carbon source,-0.295,0.20349447166937976,4.0,12.0,-0.256,13.0,-0.584,14.0,-0.107,15.0,-0.233
7,set5__Vanillin carbon source,-0.19549999999999998,0.1279863273947651,2.0,16.0,-0.105,17.0,-0.286,,,,
8,set5__p-Coumaric acid carbon source,-0.2155,0.2114249275747777,2.0,18.0,-0.365,19.0,-0.066,,,,
9,set6__D-Glucose carbon source,-0.064,,1.0,20.0,-0.064,,,,,,
10,set6__Ferulic Acid carbon source,0.201,,1.0,21.0,0.201,,,,,,
11,set6__benzoic acid carbon source,0.019,,1.0,22.0,0.019,,,,,,
12,set6__Valerolactam carbon source,-0.06,,1.0,23.0,-0.06,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.015,,1.0,24.0,0.015,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.072,,1.0,25.0,-0.072,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.193,0.05939696961966998,2.0,26.0,-0.151,30.0,-0.235,,,,
16,set7__Valerolactam 10 mM carbon source,-0.492,,1.0,27.0,-0.492,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.192,,1.0,28.0,0.192,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.1745,0.16617009357883866,2.0,29.0,-0.292,31.0,-0.057,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.059,,1.0,32.0,-0.059,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.074,,1.0,33.0,-0.074,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.24,,1.0,34.0,-0.24,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.2935,0.2170817818242701,2.0,35.0,-0.14,47.0,-0.447,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.16899999999999998,0.09333809511662428,2.0,36.0,-0.103,49.0,-0.235,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.113,,1.0,37.0,0.113,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.109,,1.0,38.0,-0.109,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.322,,1.0,39.0,0.322,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.115,,1.0,40.0,0.115,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.496,,1.0,41.0,0.496,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.202,,1.0,42.0,0.202,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",0.034,,1.0,43.0,0.034,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.071,,1.0,44.0,0.071,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.313,,1.0,45.0,-0.313,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.211,,1.0,46.0,-0.211,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.151,,1.0,48.0,-0.151,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.034,,1.0,50.0,-0.034,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.451,,1.0,51.0,0.451,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.288,,1.0,52.0,0.288,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,0.066,,1.0,53.0,0.066,,,,,,
39,set10__L-Arginine carbon source,-0.088,,1.0,54.0,-0.088,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.088,,1.0,55.0,0.088,,,,,,
41,set10__L-Histidine carbon source,0.128,,1.0,56.0,0.128,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,-0.204,,1.0,57.0,-0.204,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,-0.084,,1.0,58.0,-0.084,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,-0.088,,1.0,59.0,-0.088,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.247,,1.0,60.0,-0.247,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.091,,1.0,61.0,0.091,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,-0.09,,1.0,62.0,-0.09,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,-0.038,,1.0,63.0,-0.038,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,-0.161,,1.0,64.0,-0.161,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,-0.226,,1.0,65.0,-0.226,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.011,,1.0,66.0,0.011,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,-0.178,,1.0,67.0,-0.178,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,-0.171,,1.0,68.0,-0.171,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.11,,1.0,69.0,-0.11,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,-0.054,,1.0,70.0,-0.054,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,-0.272,,1.0,71.0,-0.272,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,-0.084,,1.0,72.0,-0.084,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,-0.11,,1.0,73.0,-0.11,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,-0.433,,1.0,74.0,-0.433,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.108,,1.0,75.0,-0.108,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,-0.411,,1.0,76.0,-0.411,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,0.029,,1.0,77.0,0.029,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,0.16,,1.0,78.0,0.16,,,,,,
64,set10__Sodium butyrate carbon source,-0.125,,1.0,79.0,-0.125,,,,,,
65,set12__Vanillin carbon source,-0.21650000000000003,0.17606958851545035,2.0,80.0,-0.341,97.0,-0.092,,,,
66,"set12__1,2-Propanediol carbon source",0.1205,0.006363961030678923,2.0,81.0,0.125,98.0,0.116,,,,
67,set12__Sodium propionate carbon source,0.020000000000000004,0.16829141392239833,2.0,82.0,-0.099,99.0,0.139,,,,
68,set12__2-methyl-1-butanol carbon source,-0.058499999999999996,0.22132442251138937,2.0,83.0,-0.215,100.0,0.098,,,,
69,"set12__1,5-Pentanediol carbon source",-0.14400000000000002,0.018384776310850233,2.0,84.0,-0.131,101.0,-0.157,,,,
