,PP_1886
set1IT078,-0.09
set1IT079,0.007
set1IT080,0.018
set1IT081,-0.139
set1IT082,0.114
set1IT083,-0.091
set1IT084,-0.086
set1IT085,-0.023
set1IT086,-0.099
set1IT087,-0.052
set5IT075,0.1
set5IT076,-0.029
set5IT081,0.051
set5IT082,-0.019
set5IT083,-0.014
set5IT084,0.048
set5IT085,-0.024
set5IT086,-0.066
set5IT087,-0.096
set5IT088,-0.019
set6IT057,0.093
set6IT059,0.068
set6IT061,0.09
set6IT064,0.023
set6IT065,0.142
set7IT042,0.002
set7IT044,-0.051
set7IT045,0.114
set7IT055,0.216
set7IT056,0.014
set7IT057,0.019
set7IT062,0.036
set8IT058,-0.007
set8IT059,-0.023
set8IT060,0.11
set8IT062,-0.068
set8IT064,0.055
set8IT070,0.036
set8IT073,-0.079
set8IT080,-0.106
set8IT081,-0.004
set8IT082,0.118
set8IT084,0.053
set8IT085,-0.049
set8IT089,-0.192
set8IT090,-0.145
set8IT092,0.004
set8IT093,-0.076
set8IT094,-0.117
set8IT095,-0.054
set8IT096,-0.079
set9IT020,0.096
set9IT022,0.13
set9IT025,0.155
set10IT006,0.0
set10IT008,0.069
set10IT010,-0.028
set10IT017,-0.026
set10IT018,-0.013
set10IT019,-0.088
set10IT020,0.035
set10IT021,0.028
set10IT022,0.092
set10IT023,-0.07
set10IT024,-0.014
set10IT025,-0.163
set10IT026,0.038
set10IT027,-0.066
set10IT028,0.103
set10IT029,0.071
set10IT031,-0.191
set10IT032,-0.028
set10IT033,0.055
set10IT034,-0.013
set10IT035,-0.062
set10IT036,0.006
set10IT037,-0.058
set10IT043,-0.009
set10IT044,0.006
set10IT053,0.051
set12IT001,0.065
set12IT002,-0.021
set12IT004,0.099
set12IT007,-0.046
set12IT008,-0.061
set12IT009,0.094
set12IT014,0.106
set12IT015,-0.052
set12IT016,-0.014
set12IT017,0.019
set12IT023,0.109
set12IT024,-0.048
set12IT025,0.018
set12IT026,0.09
set12IT027,-0.027
set12IT028,0.025
set12IT029,-0.131
set12IT031,0.034
set12IT032,-0.076
set12IT034,-0.015
set12IT037,-0.018
set12IT038,0.109
set12IT039,0.099
set12IT044,0.053
set12IT046,-0.047
set12IT053,0.008
set12IT054,-0.015
set12IT055,-0.042
set12IT056,-0.002
set12IT057,0.003
set12IT058,-0.027
set12IT059,-0.126
set15IT054,0.003
set15IT057,-0.078
set15IT058,0.022
set15IT059,-0.03
set15IT060,-0.036
set15IT061,-0.027
set15IT062,-0.037
set15IT063,-0.199
set15IT064,0.066
set15IT065,-0.052
set15IT066,0.014
set15IT067,-0.007
set15IT068,-0.051
set15IT071,-0.082
set15IT072,-0.071
set15IT073,-0.109
set15IT074,-0.122
set15IT075,-0.099
set15IT076,0.057
set15IT077,-0.031
set15IT078,-0.06
set15IT079,-0.021
set15IT080,-0.096
set15IT081,-0.14
set16IT004,-0.043
set16IT005,-0.026
set16IT006,0.008
set16IT007,0.036
set16IT008,0.042
set16IT009,0.007
set16IT010,0.043
set16IT011,-0.073
set16IT012,-0.018
set16IT013,-0.011
set16IT014,-0.023
set16IT015,0.02
set27IT004,0.05
set27IT005,0.044
set27IT006,0.022
set27IT007,-0.008
set27IT008,-0.07
set27IT009,0.02
set27IT010,-0.016
set27IT011,0.005
set27IT012,-0.036
set27IT013,0.035
set27IT014,0.086
set27IT015,-0.01
set27IT016,0.09
set27IT017,-0.007
set27IT018,0.016
set27IT019,0.067
set27IT020,-0.042
set27IT021,-0.007
set27IT024,-0.008
set27IT025,-0.034
set27IT028,-0.003
set27IT029,-0.028
set27IT030,0.002
set27IT031,0.016
set27IT032,0.041
set27IT033,0.045
set27IT034,-0.09
set27IT035,0.019
set27IT036,0.01
set27IT037,-0.053
set27IT038,-0.004
set27IT039,0.021
set27IT040,0.047
set27IT041,0.03
set27IT042,0.019
set27IT043,-0.016
set27IT044,0.011
set27IT045,-0.079
set27IT046,-0.006
set27IT047,-0.036
set27IT048,0.017
set27IT049,-0.06
set27IT050,-0.021
set27IT051,0.072
set27IT052,0.025
set27IT053,0.098
set27IT054,-0.025
set27IT055,-0.017
set27IT056,0.074
set27IT057,0.023
set27IT058,-0.02
set27IT059,0.003
set27IT060,0.026
set27IT061,-0.076
set27IT062,-0.004
set27IT063,0.114
set27IT064,0.01
set27IT065,-0.109
set27IT066,-0.108
set27IT067,0.014
set27IT068,0.042
set27IT069,0.016
set27IT070,-0.009
set27IT071,0.034
set27IT072,-0.003
set27IT073,0.052
set28IT003,0.006
set28IT004,0.012
set28IT005,0.037
set28IT006,0.048
set28IT007,0.001
set28IT008,0.054
set28IT009,0.045
set28IT010,0.015
set28IT013,0.087
set28IT014,-0.005
set28IT017,-0.027
set28IT018,-0.005
set28IT021,0.029
set28IT022,-0.036
set28IT023,0.004
set28IT024,0.099
set28IT027,0.093
set28IT028,0.015
set28IT029,-0.031
set28IT030,0.044
set28IT031,0.007
set28IT032,0.013
set28IT035,-0.018
set28IT036,0.005
set28IT037,0.054
set28IT038,-0.062
set28IT039,-0.012
set28IT040,0.009
set28IT041,0.029
set28IT042,0.06
set28IT045,0.017
set28IT046,-0.001
set29IT004,0.079
set29IT005,0.066
set29IT006,0.125
set29IT007,0.063
set29IT014,0.017
set29IT015,0.061
set29IT057,0.116
set29IT058,0.049
set100IT008,-0.059
set100IT009,0.021
set100IT010,-0.052
set100IT011,0.039
set100IT012,0.006
set100IT013,-0.005
set100IT014,0.07
set100IT015,-0.025
set100IT016,0.035
set100IT017,0.001
set100IT018,-0.004
set100IT019,-0.039
set100IT020,0.031
set100IT021,-0.024
set100IT022,-0.005
set100IT023,0.037
set100IT024,0.001
set100IT025,-0.029
set100IT026,0.003
set100IT027,-0.011
set100IT028,0.019
set100IT029,0.108
set100IT030,-0.014
set100IT031,-0.051
set100IT032,0.08
set100IT033,0.029
set100IT034,0.042
set100IT035,0.007
set100IT036,0.005
set100IT037,-0.039
set100IT038,0.135
set100IT039,0.016
set100IT040,0.035
set100IT041,0.058
set100IT042,0.012
set100IT043,0.029
set100IT044,0.065
set100IT045,0.081
set100IT046,-0.007
set101IT007,-0.029
set101IT008,0.038
set101IT009,-0.046
set101IT013,-0.016
set101IT014,-0.003
set101IT015,0.041
set101IT016,0.014
set101IT017,0.027
set101IT018,0.063
set101IT019,0.0
set101IT020,0.005
set101IT021,-0.004
set101IT022,-0.043
set101IT023,-0.116
set101IT024,-0.003
set101IT025,-0.096
set101IT026,-0.012
set101IT027,-0.021
set101IT028,-0.088
set101IT029,0.138
set101IT030,0.017
set101IT031,-0.106
set101IT032,-0.165
set101IT033,-0.075
set101IT034,-0.082
set101IT035,-0.043
set101IT036,0.005
set101IT037,-0.061
set101IT038,-0.065
set101IT039,-0.021
set101IT040,0.083
set101IT041,0.006
set101IT042,0.054
set101IT043,-0.016
set101IT044,-0.058
set101IT045,-0.005
set101IT046,0.057
set101IT047,-0.086
set101IT048,-0.057
