,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.269,0.10040916292848977,2.0,0.0,-0.34,1.0,-0.198,,,,
1,set1__Glucose carbon source (20mM),-0.1355,0.1902117241391813,2.0,2.0,-0.001,3.0,-0.27,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.2175,0.21001071401240462,2.0,4.0,-0.366,5.0,-0.069,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.22999999999999998,0.11030865786510141,2.0,6.0,-0.308,7.0,-0.152,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.131,0.10748023074035522,2.0,8.0,-0.207,9.0,-0.055,,,,
5,set5__D-Glucose carbon source,-0.0165,0.11525840533340725,2.0,10.0,0.065,11.0,-0.098,,,,
6,set5__Levulinic Acid carbon source,0.14800000000000002,0.09329880313630322,4.0,12.0,0.178,13.0,0.01,14.0,0.215,15.0,0.189
7,set5__Vanillin carbon source,-0.091,0.043840620433565944,2.0,16.0,-0.122,17.0,-0.06,,,,
8,set5__p-Coumaric acid carbon source,0.1525,0.053033008588991064,2.0,18.0,0.115,19.0,0.19,,,,
9,set6__D-Glucose carbon source,0.133,,1.0,20.0,0.133,,,,,,
10,set6__Ferulic Acid carbon source,0.083,,1.0,21.0,0.083,,,,,,
11,set6__benzoic acid carbon source,0.115,,1.0,22.0,0.115,,,,,,
12,set6__Valerolactam carbon source,-0.152,,1.0,23.0,-0.152,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.036,,1.0,24.0,0.036,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,-0.152,,1.0,25.0,-0.152,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.038000000000000006,0.29839906166072305,2.0,26.0,0.173,30.0,-0.249,,,,
16,set7__Valerolactam 10 mM carbon source,0.013,,1.0,27.0,0.013,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.044,,1.0,28.0,-0.044,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.20049999999999998,0.11950104602052651,2.0,29.0,-0.116,31.0,-0.285,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.172,,1.0,32.0,-0.172,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.201,,1.0,33.0,-0.201,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1,,1.0,34.0,-0.1,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.136,0.004242640687119289,2.0,35.0,0.139,47.0,0.133,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.1135,0.20718228688765844,2.0,36.0,-0.26,49.0,0.033,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.077,,1.0,37.0,0.077,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.234,,1.0,38.0,0.234,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.077,,1.0,39.0,0.077,,,,,,
