,PP_2409
set1IT078,0.046
set1IT079,0.093
set1IT080,-0.521
set1IT081,-0.669
set1IT082,-0.231
set1IT083,-0.323
set1IT084,-0.487
set1IT085,-0.112
set1IT086,-0.427
set1IT087,0.373
set5IT075,0.101
set5IT076,-0.139
set5IT081,-0.323
set5IT082,-0.411
set5IT083,0.068
set5IT084,-0.278
set5IT085,-0.2
set5IT086,0.379
set5IT087,-0.146
set5IT088,-0.067
set6IT057,-0.209
set6IT059,-0.387
set6IT061,-0.385
set6IT064,-0.405
set6IT065,-0.177
set7IT042,0.383
set7IT044,-0.353
set7IT045,0.105
set7IT055,0.393
set7IT056,0.355
set7IT057,0.347
set7IT062,-0.421
set8IT058,0.371
set8IT059,-0.46
set8IT060,0.049
set8IT062,0.612
set8IT064,-0.081
set8IT070,0.155
set8IT073,0.633
set8IT080,-0.623
set8IT081,-0.165
set8IT082,-0.959
set8IT084,0.031
set8IT085,-0.133
set8IT089,0.041
set8IT090,0.114
set8IT092,-0.304
set8IT093,0.228
set8IT094,0.241
set8IT095,0.028
set8IT096,0.409
set9IT020,0.513
set9IT022,0.548
set9IT025,0.909
set10IT006,-0.031
set10IT008,0.273
set10IT010,-0.042
set10IT017,0.003
set10IT018,-0.208
set10IT019,-0.062
set10IT020,-0.401
set10IT021,0.133
set10IT022,0.184
set10IT023,0.026
set10IT024,-0.157
set10IT025,0.016
set10IT026,-0.032
set10IT027,0.124
set10IT028,-0.121
set10IT029,-0.098
set10IT031,-0.368
set10IT032,-0.222
set10IT033,0.229
set10IT034,0.222
set10IT035,0.299
set10IT036,0.007
set10IT037,-0.036
set10IT043,-0.058
set10IT044,0.405
set10IT053,0.314
set12IT001,0.017
set12IT002,0.235
set12IT004,-0.128
set12IT007,-0.228
set12IT008,-0.05
set12IT009,0.196
set12IT014,0.013
set12IT015,0.155
set12IT016,0.01
set12IT017,-0.037
set12IT023,-0.065
set12IT024,-0.317
set12IT025,-0.018
set12IT026,0.214
set12IT027,-0.093
set12IT028,-0.317
set12IT029,-0.003
set12IT031,0.047
set12IT032,0.016
set12IT034,-0.083
set12IT037,-0.336
set12IT038,0.401
set12IT039,-0.15
set12IT044,-0.307
set12IT046,-0.176
set12IT053,-0.153
set12IT054,-0.026
set12IT055,-0.318
set12IT056,0.301
set12IT057,-0.314
set12IT058,0.342
set12IT059,-0.149
set15IT054,-0.154
set15IT057,-0.012
set15IT058,-0.22
set15IT059,-0.293
set15IT060,-0.259
set15IT061,0.004
set15IT062,-0.032
set15IT063,0.369
set15IT064,-0.489
set15IT065,0.081
set15IT066,-0.304
set15IT067,-0.131
set15IT068,-0.433
set15IT071,0.161
set15IT072,-0.685
set15IT073,0.167
set15IT074,-0.087
set15IT075,-0.188
set15IT076,-0.306
set15IT077,-0.691
set15IT078,-0.024
set15IT079,0.169
set15IT080,0.462
set15IT081,-0.223
set16IT004,0.259
set16IT005,0.314
set16IT006,0.422
set16IT007,0.04
set16IT008,0.231
set16IT009,0.227
set16IT010,0.222
set16IT011,0.124
set16IT012,0.076
set16IT013,0.254
set16IT014,0.111
set16IT015,0.206
set27IT004,0.213
set27IT005,-0.434
set27IT006,0.403
set27IT007,0.344
set27IT008,0.134
set27IT009,0.047
set27IT010,0.096
set27IT011,0.26
set27IT012,-0.018
set27IT013,-0.251
set27IT014,-0.338
set27IT015,-0.098
set27IT016,0.538
set27IT017,0.137
set27IT018,0.021
set27IT019,0.233
set27IT020,0.267
set27IT021,-0.232
set27IT024,0.313
set27IT025,0.376
set27IT028,-0.054
set27IT029,-0.127
set27IT030,0.44
set27IT031,-0.044
set27IT032,0.158
set27IT033,-0.385
set27IT034,-0.228
set27IT035,-0.235
set27IT036,0.222
set27IT037,-0.061
set27IT038,0.364
set27IT039,0.094
set27IT040,-0.124
set27IT041,-0.228
set27IT042,0.109
set27IT043,-0.397
set27IT044,0.216
set27IT045,0.245
set27IT046,-0.017
set27IT047,-0.152
set27IT048,0.145
set27IT049,0.434
set27IT050,-0.046
set27IT051,-0.238
set27IT052,0.515
set27IT053,0.094
set27IT054,-0.04
set27IT055,-0.108
set27IT056,0.451
set27IT057,0.242
set27IT058,0.229
set27IT059,-0.131
set27IT060,0.08
set27IT061,0.264
set27IT062,-0.06
set27IT063,0.192
set27IT064,0.064
set27IT065,0.182
set27IT066,0.183
set27IT067,-0.073
set27IT068,0.199
set27IT069,-0.01
set27IT070,0.079
set27IT071,0.114
set27IT072,-0.024
set27IT073,0.243
set28IT003,-0.058
set28IT004,0.154
set28IT005,-0.041
set28IT006,0.033
set28IT007,0.285
set28IT008,-0.107
set28IT009,0.123
set28IT010,0.075
set28IT013,-0.223
set28IT014,-0.103
set28IT017,-0.156
set28IT018,0.09
set28IT021,-0.154
set28IT022,0.307
set28IT023,-0.275
set28IT024,0.011
set28IT027,0.307
set28IT028,0.097
set28IT029,0.144
set28IT030,-0.01
set28IT031,-0.326
set28IT032,0.084
set28IT035,-0.068
set28IT036,-0.02
set28IT037,-0.295
set28IT038,0.187
set28IT039,0.026
set28IT040,0.069
set28IT041,-0.072
set28IT042,-0.305
set28IT045,0.244
set28IT046,-0.165
set29IT004,-0.525
set29IT005,-0.269
set29IT006,-0.03
set29IT007,-0.123
set29IT014,0.603
set29IT015,-0.244
