,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.05450000000000001,0.2764787514439401,2.0,0.0,-0.141,1.0,0.25,,,,
1,set1__Glucose carbon source (20mM),0.1425,0.041719300090006295,2.0,2.0,0.113,3.0,0.172,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),-0.07400000000000001,0.13717871555019023,2.0,4.0,0.023,5.0,-0.171,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.08299999999999999,0.12586500705120546,2.0,6.0,-0.172,7.0,0.006,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.088,0.1682914139223983,2.0,8.0,0.031,9.0,-0.207,,,,
5,set5__D-Glucose carbon source,0.028,0.0282842712474619,2.0,10.0,0.008,11.0,0.048,,,,
6,set5__Levulinic Acid carbon source,0.0465,0.16785211745263545,4.0,12.0,-0.121,13.0,0.157,14.0,0.221,15.0,-0.071
7,set5__Vanillin carbon source,0.0795,0.03323401871576773,2.0,16.0,0.056,17.0,0.103,,,,
8,set5__p-Coumaric acid carbon source,0.0345,0.10677312395916869,2.0,18.0,0.11,19.0,-0.041,,,,
9,set6__D-Glucose carbon source,-0.075,,1.0,20.0,-0.075,,,,,,
10,set6__Ferulic Acid carbon source,0.177,,1.0,21.0,0.177,,,,,,
11,set6__benzoic acid carbon source,-0.109,,1.0,22.0,-0.109,,,,,,
12,set6__Valerolactam carbon source,0.129,,1.0,23.0,0.129,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.012,,1.0,24.0,-0.012,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.299,,1.0,25.0,0.299,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.041499999999999995,0.09404520189781083,2.0,26.0,0.025,30.0,-0.108,,,,
16,set7__Valerolactam 10 mM carbon source,0.001,,1.0,27.0,0.001,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.057,,1.0,28.0,0.057,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.0635,0.12940054095713818,2.0,29.0,-0.155,31.0,0.028,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.013,,1.0,32.0,-0.013,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,0.204,,1.0,33.0,0.204,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.071,,1.0,34.0,0.071,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.007500000000000003,0.08414570696119915,2.0,35.0,0.067,47.0,-0.052,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.1335,0.07283199846221439,2.0,36.0,0.185,49.0,0.082,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,-0.174,,1.0,37.0,-0.174,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.227,,1.0,38.0,0.227,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.014,,1.0,39.0,0.014,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,-0.009,,1.0,40.0,-0.009,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.04,,1.0,41.0,-0.04,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",-0.019,,1.0,42.0,-0.019,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.052,,1.0,43.0,-0.052,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,0.064,,1.0,44.0,0.064,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.151,,1.0,45.0,-0.151,,,,,,
33,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.104,,1.0,46.0,0.104,,,,,,
34,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,-0.06,,1.0,48.0,-0.06,,,,,,
35,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO.,0.203,,1.0,50.0,0.203,,,,,,
36,set9__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,-0.17,,1.0,51.0,-0.17,,,,,,
37,set9__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v dodecane overlay,0.073,,1.0,52.0,0.073,,,,,,
38,set9__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 30% DO with 20% v/v oleyl alcohol overlay,-0.124,,1.0,53.0,-0.124,,,,,,
39,set10__L-Arginine carbon source,0.035,,1.0,54.0,0.035,,,,,,
40,set10__L-Glutamic acid monopotassium salt monohydrate carbon source,0.078,,1.0,55.0,0.078,,,,,,
41,set10__L-Histidine carbon source,0.119,,1.0,56.0,0.119,,,,,,
42,set10__D-Glucose carbon source with 20AA_mix_minus_Ala,0.023,,1.0,57.0,0.023,,,,,,
43,set10__D-Glucose carbon source with 20AA_mix_minus_Arg,0.193,,1.0,58.0,0.193,,,,,,
44,set10__D-Glucose carbon source with 20AA_mix_minus_Asn,0.056,,1.0,59.0,0.056,,,,,,
45,set10__D-Glucose carbon source with 20AA_mix_minus_Asp,-0.009,,1.0,60.0,-0.009,,,,,,
46,set10__D-Glucose carbon source with 20AA_mix_minus_Cys,0.224,,1.0,61.0,0.224,,,,,,
47,set10__D-Glucose carbon source with 20AA_mix_minus_Glu,0.278,,1.0,62.0,0.278,,,,,,
48,set10__D-Glucose carbon source with 20AA_mix_minus_Gln,0.204,,1.0,63.0,0.204,,,,,,
49,set10__D-Glucose carbon source with 20AA_mix_minus_Gly,0.101,,1.0,64.0,0.101,,,,,,
50,set10__D-Glucose carbon source with 20AA_mix_minus_His,0.11,,1.0,65.0,0.11,,,,,,
51,set10__D-Glucose carbon source with 20AA_mix_minus_Ile,0.223,,1.0,66.0,0.223,,,,,,
52,set10__D-Glucose carbon source with 20AA_mix_minus_Leu,0.219,,1.0,67.0,0.219,,,,,,
53,set10__D-Glucose carbon source with 20AA_mix_minus_Lys,0.059,,1.0,68.0,0.059,,,,,,
54,set10__D-Glucose carbon source with 20AA_mix_minus_Met,-0.052,,1.0,69.0,-0.052,,,,,,
55,set10__D-Glucose carbon source with 20AA_mix_minus_Pro,0.143,,1.0,70.0,0.143,,,,,,
56,set10__D-Glucose carbon source with 20AA_mix_minus_Ser,0.019,,1.0,71.0,0.019,,,,,,
57,set10__D-Glucose carbon source with 20AA_mix_minus_Thr,0.053,,1.0,72.0,0.053,,,,,,
58,set10__D-Glucose carbon source with 20AA_mix_minus_Trp,0.107,,1.0,73.0,0.107,,,,,,
59,set10__D-Glucose carbon source with 20AA_mix_minus_Tyr,0.012,,1.0,74.0,0.012,,,,,,
60,set10__D-Glucose carbon source with 20AA_mix_minus_Val,-0.06,,1.0,75.0,-0.06,,,,,,
61,set10__D-Glucose carbon source with 20AA_mix,0.164,,1.0,76.0,0.164,,,,,,
62,set10__Sodium succinate dibasic hexahydrate carbon source,-0.144,,1.0,77.0,-0.144,,,,,,
63,set10__a-Ketoglutaric acid disodium salt hydrate carbon source,-0.135,,1.0,78.0,-0.135,,,,,,
64,set10__Sodium butyrate carbon source,-0.106,,1.0,79.0,-0.106,,,,,,
65,set12__Vanillin carbon source,-0.198,0.10606601717798214,2.0,80.0,-0.273,97.0,-0.123,,,,
66,"set12__1,2-Propanediol carbon source",-0.0004999999999999996,0.014849242404917497,2.0,81.0,0.01,98.0,-0.011,,,,
67,set12__Sodium propionate carbon source,-0.1545,0.126572113832392,2.0,82.0,-0.244,99.0,-0.065,,,,
68,set12__2-methyl-1-butanol carbon source,-0.176,0.07495331880577405,2.0,83.0,-0.123,100.0,-0.229,,,,
69,"set12__1,5-Pentanediol carbon source",-0.1205,0.03606244584051392,2.0,84.0,-0.146,101.0,-0.095,,,,
70,"set12__1,4-Butanediol carbon source",0.008999999999999994,0.13152186130069785,2.0,85.0,-0.084,102.0,0.102,,,,
71,set12__Vanillic Acid carbon source,-0.15050000000000002,0.028991378028648453,2.0,86.0,-0.13,103.0,-0.171,,,,
72,set12__Protocatechuic Acid carbon source,0.0645,0.07141778489984131,2.0,87.0,0.014,89.0,0.115,,,,
73,set12__4-Hydroxybenzoic Acid carbon source,-0.105,0.1428355697996826,2.0,88.0,-0.004,104.0,-0.206,,,,
74,set12__L-Lysine carbon source,-0.0865,0.016263455967290598,2.0,90.0,-0.098,105.0,-0.075,,,,
75,set12__p-Coumaric acid carbon source,-0.0025000000000000005,0.02050609665440988,2.0,91.0,-0.017,106.0,0.012,,,,
76,set12__benzoic acid carbon source,-0.08299999999999999,0.09616652224137046,2.0,92.0,-0.151,107.0,-0.015,,,,
77,set12__Ferulic Acid carbon source,-0.0715,0.0007071067811865482,2.0,93.0,-0.072,108.0,-0.071,,,,
78,set12__D-Glucose carbon source,-0.058499999999999996,0.12232947314527272,2.0,94.0,-0.145,109.0,0.028,,,,
79,set12__L-Glutamic acid monopotassium salt monohydrate carbon source,-0.0115,0.03606244584051392,2.0,95.0,0.014,110.0,-0.037,,,,
