,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),-0.003999999999999997,0.10182337649086286,2.0,0.0,0.068,1.0,-0.076,,,,
1,set1__Glucose carbon source (20mM),0.0565,0.0700035713374682,2.0,2.0,0.106,3.0,0.007,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.047,0.0565685424949238,2.0,4.0,0.087,5.0,0.007,,,,
3,set1__Potassium Acetate Carbon Source (20mM),0.1085,0.06576093065034892,2.0,6.0,0.155,7.0,0.062,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.011999999999999997,0.08485281374238571,2.0,8.0,-0.072,9.0,0.048,,,,
5,set5__D-Glucose carbon source,-0.0885,0.0007071067811865482,2.0,10.0,-0.089,11.0,-0.088,,,,
6,set5__Levulinic Acid carbon source,-0.01075,0.04228770506896774,4.0,12.0,-0.023,13.0,-0.065,14.0,0.028,15.0,0.017
7,set5__Vanillin carbon source,-0.0685,0.06576093065034892,2.0,16.0,-0.115,17.0,-0.022,,,,
8,set5__p-Coumaric acid carbon source,0.038,0.07636753236814713,2.0,18.0,-0.016,19.0,0.092,,,,
9,set6__D-Glucose carbon source,-0.04,,1.0,20.0,-0.04,,,,,,
10,set6__Ferulic Acid carbon source,-0.011,,1.0,21.0,-0.011,,,,,,
11,set6__benzoic acid carbon source,0.058,,1.0,22.0,0.058,,,,,,
12,set6__Valerolactam carbon source,0.037,,1.0,23.0,0.037,,,,,,
13,set6__D-Glucuronic Acid carbon source,-0.074,,1.0,24.0,-0.074,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.159,,1.0,25.0,0.159,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.0775,0.00777817459305203,2.0,26.0,-0.072,30.0,-0.083,,,,
16,set7__Valerolactam 10 mM carbon source,-0.003,,1.0,27.0,-0.003,,,,,,
17,set7__L-Lysine 10 mM carbon source,-0.606,,1.0,28.0,-0.606,,,,,,
18,set7__D-Lysine 10 mM carbon source,-0.17049999999999998,0.05444722215136415,2.0,29.0,-0.209,31.0,-0.132,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,0.131,,1.0,32.0,0.131,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.053,,1.0,33.0,-0.053,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.277,,1.0,34.0,0.277,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.021000000000000005,0.21213203435596428,2.0,35.0,0.129,47.0,-0.171,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.093,0.042426406871192854,2.0,36.0,0.063,49.0,0.123,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.144,,1.0,37.0,0.144,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,0.113,,1.0,38.0,0.113,,,,,,
26,set8__Adaptation in M9 media timecourse 3; day 2,0.154,,1.0,39.0,0.154,,,,,,
27,set8__Adaptation in M9 media timecourse 3; day 3,0.254,,1.0,40.0,0.254,,,,,,
28,"set8__24hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.041,,1.0,41.0,0.041,,,,,,
29,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 1g/hr dextrose, set to 30% DO.",0.155,,1.0,42.0,0.155,,,,,,
30,"set8__40hr timepoint of 1L M9/1% dextrose CONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat, feed rate 2.15g/hr dextrose, set to 30% DO.",-0.025,,1.0,43.0,-0.025,,,,,,
31,set8__Adaptation in M9 media timecourse 4; day 2,-0.056,,1.0,44.0,-0.056,,,,,,
32,set8__Adaptation in M9 media timecourse 4; day 3,-0.011,,1.0,45.0,-0.011,,,,,,
