,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,set1__Glucose carbon source (40mM),0.1015,0.05444722215136417,2.0,0.0,0.14,1.0,0.063,,,,
1,set1__Glucose carbon source (20mM),0.037000000000000005,0.14283556979968262,2.0,2.0,0.138,3.0,-0.064,,,,
2,set1__4-Hydroxyvalerate carbon source (40mM),0.256,0.028284271247461926,2.0,4.0,0.276,5.0,0.236,,,,
3,set1__Potassium Acetate Carbon Source (20mM),-0.15200000000000002,0.1739482681718907,2.0,6.0,-0.029,7.0,-0.275,,,,
4,set1__Potassium Acetate Carbon Source (5mM),-0.101,0.3224406922210657,2.0,8.0,-0.329,9.0,0.127,,,,
5,set5__D-Glucose carbon source,0.048,0.03394112549695428,2.0,10.0,0.024,11.0,0.072,,,,
6,set5__Levulinic Acid carbon source,0.241,0.10659580979882215,4.0,12.0,0.245,13.0,0.253,14.0,0.363,15.0,0.103
7,set5__Vanillin carbon source,0.1095,0.200111219075793,2.0,16.0,0.251,17.0,-0.032,,,,
8,set5__p-Coumaric acid carbon source,-0.158,0.04666904755831214,2.0,18.0,-0.125,19.0,-0.191,,,,
9,set6__D-Glucose carbon source,-0.126,,1.0,20.0,-0.126,,,,,,
10,set6__Ferulic Acid carbon source,-0.071,,1.0,21.0,-0.071,,,,,,
11,set6__benzoic acid carbon source,0.121,,1.0,22.0,0.121,,,,,,
12,set6__Valerolactam carbon source,-0.179,,1.0,23.0,-0.179,,,,,,
13,set6__D-Glucuronic Acid carbon source,0.081,,1.0,24.0,0.081,,,,,,
14,set7__4-Aminobutyric acid 10 mM carbon source,0.236,,1.0,25.0,0.236,,,,,,
15,set7__5-Aminovaleric acid 10 mM carbon source,-0.1595,0.14778531726798844,2.0,26.0,-0.264,30.0,-0.055,,,,
16,set7__Valerolactam 10 mM carbon source,-0.09,,1.0,27.0,-0.09,,,,,,
17,set7__L-Lysine 10 mM carbon source,0.032,,1.0,28.0,0.032,,,,,,
18,set7__D-Lysine 10 mM carbon source,0.05450000000000001,0.2807213921310594,2.0,29.0,0.253,31.0,-0.144,,,,
19,set8__Adaptation in M9 media timecourse 1; day 2,-0.101,,1.0,32.0,-0.101,,,,,,
20,set8__Adaptation in M9 media timecourse 1; day 3,-0.036,,1.0,33.0,-0.036,,,,,,
21,set8__24hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.199,,1.0,34.0,0.199,,,,,,
22,set8__48hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,0.027,0.07212489168102786,2.0,35.0,-0.024,47.0,0.078,,,,
23,set8__72hr timepoint from 1L M9/1% dextrose BATCH fermentation in 2L Sartorius Biostat reactor kept at 10% DO.,-0.017,0.004242640687119285,2.0,36.0,-0.014,49.0,-0.02,,,,
24,set8__Adaptation in M9 media timecourse 2; day 3,0.026,,1.0,37.0,0.026,,,,,,
25,set8__48hr timepoint of 1L M9/1% dextrose DISCONTINUOUS FED BATCH fermentation in 2L Sartorius Biostat set to 10% DO.,-0.094,,1.0,38.0,-0.094,,,,,,
